"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Object Finding in Cluttered Scenes Using Interactive Perception","T. Novkovic; R. Pautrat; F. Furrer; M. Breyer; R. Siegwart; J. Nieto","ETH,Autonomous Systems Lab,Zurich,Switzerland,8092; ETH,Computer Vision and Geometry Group,Zurich,Switzerland,8092; ETH,Autonomous Systems Lab,Zurich,Switzerland,8092; ETH,Autonomous Systems Lab,Zurich,Switzerland,8092; ETH,Autonomous Systems Lab,Zurich,Switzerland,8092; ETH,Autonomous Systems Lab,Zurich,Switzerland,8092","2020 IEEE International Conference on Robotics and Automation (ICRA)","15 Sep 2020","2020","","","8338","8344","Object finding in clutter is a skill that requires perception of the environment and in many cases physical interaction. In robotics, interactive perception defines a set of algorithms that leverage actions to improve the perception of the environment, and vice versa use perception to guide the next action. Scene interactions are difficult to model, therefore, most of the current systems use predefined heuristics. This limits their ability to efficiently search for the target object in a complex environment. In order to remove heuristics and the need for explicit models of the interactions, in this work we propose a reinforcement learning based active and interactive perception system for scene exploration and object search. We evaluate our work both in simulated and in real-world experiments using a robotic manipulator equipped with an RGB and a depth camera, and compare our system to two baselines. The results indicate that our approach, trained in simulation only, transfers smoothly to reality and can solve the object finding task efficiently and with more than 88% success rate.","2577-087X","978-1-7281-7395-5","10.1109/ICRA40945.2020.9197101","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9197101","","Cameras;Task analysis;Robot sensing systems;Search problems;Clutter;Detectors","cameras;image colour analysis;learning (artificial intelligence);manipulators;object recognition;robot vision;search problems","object finding;cases physical interaction;target object;complex environment;object search;cluttered scenes interactions;reinforcement learning based active perception system;reinforcement learning based interactive perception system;robotic manipulator;RGB;depth camera","","1","","40","","15 Sep 2020","","","IEEE","IEEE Conferences"
"Controller inhibition of automated conflict resolutions in a maximum NextGen condition","S. Hunt; J. Homola; J. Mercer; C. Cabrall","San José State University, Mountain View, CA; San José State University, Mountain View, CA; San José State University, Mountain View, CA; San José State University, Mountain View, CA","2014 IEEE/AIAA 33rd Digital Avionics Systems Conference (DASC)","11 Dec 2014","2014","","","1C3-1","1C3-11","With the continued projection of increases in air traffic density, operations in the National Airspace System (NAS) are expected to exceed human capabilities in the near future [1]. In order to address the bottleneck of human workload capacity, highly automated safety-critical systems are under development to support air traffic controllers. However, the transfer of tasks and capabilities from a human agent to an automated agent is not without its pitfalls. Human controllers provide safe, efficient, and creative problem-solving in conflict situations-situations that often are outside the abilities of an automated system. In order for controllers to best use their creative problem-solving skills in safety-critical situations, automated agents must shoulder `routine' activities contributing to controller workload in the current-day system, such as housekeeping tasks and basic separation assurance activities. The detection and resolution of conflicts required for basic separation assurance is the primary contributor to current day workload, since it requires controllers have an awareness of all aircraft to produce effective solutions. However in high-traffic airspace (e.g., 30+ aircraft in a sector), full situation awareness becomes impossible without automated assistance. While research on the automation of conflict detection and resolution is fairly well established, questions remain concerning the give and take between the responsibilities of the human controller and those of the automated agent. Discussed here is a portion of a larger human-in-the-loop experiment examining controllers' transition through four hypothetical automation stages of the Next Generation Air Transportation System (NextGen). This portion, called Maximum NextGen, simulated a fully automated environment where the automation was responsible for detecting and resolving conflicts within simulation parameters in high-density airspace. The human moved to primarily a supervisory position: typically only assuming control over separation assurance tasks during conflict situations deferred by the automation. While tasks were allocated a-priori between the controller and automated agent, controllers maintained authority to inhibit the automation from interacting with particular aircraft. This analysis focuses on the circumstances surrounding controller's inhibitory actions upon the automation, postulating about their reasons for doing so based on contextual similarities, ultimately identifying preliminary trends for both further research and automation refinement.","2155-7209","978-1-4799-5001-0","10.1109/DASC.2014.6979409","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6979409","","Automation;Aircraft;Air traffic control;Keyboards;Problem-solving;Market research","aerospace safety;air traffic control;aircraft control;safety-critical software","aircraft control;automation refinement;next generation air transportation system;automated safety-critical system;air traffic density;National Airspace System;maximum NextGen condition;automated conflict resolutions;controller inhibition","","1","","10","","11 Dec 2014","","","IEEE","IEEE Conferences"
"A Decision Model for Human Resource Allocation in Project Management of Software Development","H. Y. Chiang; B. M. T. Lin","Institute of Information Management, National Chiao Tung University, Hsinchu, Taiwan; Institute of Information Management, National Chiao Tung University, Hsinchu, Taiwan","IEEE Access","2 Mar 2020","2020","8","","38073","38081","In project management, especially of software development, human resource allocation is critical not only for project success including timely delivery and products quality but also for cost estimation to a software company to decide to contract projects or not. Many approaches have been proposed to provide assistance for human resource allocation in view of minimizing project duration and project cost or maximizing revenue and efficiency. These approaches may sometimes not be comprehensive in real-world environments without addressing some key factors like transferring cost, communication, and negative efficiency, which usually have crucial impacts on assignment applicability. This article is proposing a framework for assisting a software company to evaluate existing resource for making decisions on whether the estimation of the tender is feasible, and assisting to make human resource allocation for team formation in fixed project duration with labor skill and budget constraint. Within consideration of both the cost and the efficiency, the performance is maximized to verges on the customers' expectations in software development project management on the basis of a real case. Before forming a team for a specific project with well-defined periods and numbers of people with different project roles, the values of key factors in the framework are calculated with individual foundation of computation. We formulate the decision process in integer programming models, and a simulation study is conducted to demonstrate the applicability of the proposed model to assist the decision making process of software companies for team formation. The results of four variants for maximum skill efficiency or minimum hiring cost are illustrated with different considerations of both key factors are included or not proposed in this paper, and demonstrate that these factors could bring out different sources to help companies in making further evaluations for allocating staff in a software development project.","2169-3536","","10.1109/ACCESS.2020.2975829","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9007363","Project management;human resource allocation;team formation;software project;integer programming","Software;Resource management;Task analysis;Project management;Companies;Computational modeling;Estimation","decision making;DP industry;human resource management;integer programming;personnel;project management;resource allocation;software development management;software houses","integer programming models;decision making;software company;decision model;software companies;software development project management;project cost;project duration minimization;cost estimation;human resource allocation","","1","","57","CCBY","24 Feb 2020","","","IEEE","IEEE Journals"
"An integrated surgical planning and virtual training system using a force feedback haptic device for dental implant surgery","C. Xiaojun; L. Yanping; W. Chengtao; W. Yiqun; W. Xudong; S. Guofang","Institute of Biomedical Manufacturing and Life Quality Engineering, State Key Lab of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University; Institute of Biomedical Manufacturing and Life Quality Engineering, State Key Lab of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University; Institute of Biomedical Manufacturing and Life Quality Engineering, State Key Lab of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University; Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine; Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine; Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine","2010 International Conference on Audio, Language and Image Processing","10 Jan 2011","2010","","","1257","1261","The application of dental implants proposes a successful treatment both partially and fully edentulous patients. However, the placement of implants is not without risk due to anatomically complex operation sites in the cranio-maxillofacial region. Therefore, in the field of oral implantology, there is a trend towards computer-aided implant surgery. In this study, an integrated surgical planning and virtual training system is presented. With the introduction of DLL (Dynamic Link Libraries) and some well-known free, open source software libraries such as VTK, ITK, and QT, a modular software named CAPPOIS (Computer Assisted Preoperative Planning for Oral Implant Surgery) was developed for preoperative planning, including medical image importing, image segmentation and 3D-Reconstruction, 2D/3D geometrical measurements, optimization design of the position and orientation of oral implants, etc. Then, the following virtual surgical training system is developed based on the force feedback haptic device, i.e., Omega.3, and the software toolkit of CHAI3D. With the use of this system, the resulting data of the preoperative planning can be transferred, and surgical simulation of the plan can be vividly realized. In this way, the surgeon can grasp the feel of osteotomy procedure, gain experience and therefore improve his skills during the actual dental implant surgery. This pilot study proves helpful for the inexperienced surgeons; however, more clinical cases will be conducted to demonstrate its feasibility and reliability.","","978-1-4244-5858-5","10.1109/ICALIP.2010.5685115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5685115","","Surgery;Implants;Solid modeling;Planning;Three dimensional displays;Training;Software","dentistry;force feedback;haptic interfaces;medical computing;prosthetics;software libraries","integrated surgical planning;virtual training system;force feedback haptic device;dental implant surgery;cranio-maxillofacial region;oral implantology;computer-aided implant surgery;DLL;dynamic link libraries;open source software libraries;VTK;ITK;QT;CAPPOIS;computer assisted preoperative planning;oral implant surgery;osteotomy procedure","","7","","12","","10 Jan 2011","","","IEEE","IEEE Conferences"
"Learning user preferences for robot-human handovers","A. C. Huamán Quispe; E. Martinson; K. Oguchi","Toyota InfoTechnology Center, Mountain View, CA 94043, USA; Toyota InfoTechnology Center, Mountain View, CA 94043, USA; Toyota InfoTechnology Center, Mountain View, CA 94043, USA","2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","14 Dec 2017","2017","","","834","839","The ability to hand objects to users is a key skill for service robots. While the main purpose of a handover action is to successfully transfer an object to the user, it is also relevant that the robot takes the user's preferences into consideration when deciding which handover strategy to use. In a recent online study, we found evidence that suggests two important facts: (1) Users find value in a robot capable of performing handover tasks in more than one manner, and (2) Different users display different preferences on how they would like to be handed a requested object. Therefore, in this work we are proposing a novel system for learning handover preferences. Our system is evaluated in both simulation and on a real robot using computational perception to estimate human activity and environment type.","2153-0866","978-1-5386-2682-5","10.1109/IROS.2017.8202245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8202245","","Handover;Robot kinematics;Robot sensing systems;Manipulators","human-robot interaction;service robots","handover strategy;handover tasks;handover preferences;user preferences;robot-human handovers;service robots;handover action;computational perception","","2","","8","","14 Dec 2017","","","IEEE","IEEE Conferences"
"A Unit Testing Framework for Scientific Legacy Code","Z. Yao; D. Wang; J. Sun; D. Zhong","Dept. of Electr. Eng. & Comput. Sci., Univ. of Tennessee, Knoxville, TN, USA; Environ. Sci. Div., Climate Change Sci. Inst., Oak Ridge, TN, USA; Dept. of Electr. Eng. & Comput. Sci., Univ. of Tennessee, Knoxville, TN, USA; Dept. of Electr. Eng. & Comput. Sci., Univ. of Tennessee, Knoxville, TN, USA","2017 International Conference on Computational Science and Computational Intelligence (CSCI)","6 Dec 2018","2017","","","940","944","Large-scale scientific applications play important roles in supporting research. However, it is often very expensive and time-consuming to make changes to, maintain and evolve the scientific code due to its complexity and poor programming skills of researchers. Therefore, in order to visualize scientific code architecture to optimize software design, understand undocumented source code, and analyze software flow and functionality, we first introduce a unit testing framework (UTF). Then, because such infrastructure's performance is very crucial in practical use since the scientific legacy applications simulate instances in a long period of time, we improve the UTF by applying Message Passing based Parallelization and parallel I/O operations. Furthermore, due to the scientific code has enormous state data and the I/O capacity on the server is limited, we apply in situ data analysis method to encounter fewer resource limitations, and adopt signal processing to greatly reduce data transfer. Last, we demonstrated the correctness and high-efficiency of our framework for legacy Earth model on Titan supercomputer.","","978-1-5386-2652-8","10.1109/CSCI.2017.163","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8560922","Legacy scientific application;Unit testing framework;parallel;In situ data analysis;Titan","","data analysis;data visualisation;message passing;program diagnostics;program testing;software maintenance","scientific legacy code;large-scale scientific applications;scientific code architecture;software design;undocumented source code;software flow;functionality;unit testing framework;UTF;legacy Earth model;scientific legacy applications","","","","11","","6 Dec 2018","","","IEEE","IEEE Conferences"
"Bayesian uncertainty modeling for programming by demonstration","J. Umlauft; Y. Fanger; S. Hirche","Chair of Information-oriented Control, Department of Electrical and Computer Engineering, Technical University of Munich, D-80290 Munich, Germany; Chair of Information-oriented Control, Department of Electrical and Computer Engineering, Technical University of Munich, D-80290 Munich, Germany; Chair of Information-oriented Control, Department of Electrical and Computer Engineering, Technical University of Munich, D-80290 Munich, Germany","2017 IEEE International Conference on Robotics and Automation (ICRA)","24 Jul 2017","2017","","","6428","6434","Programming by Demonstration allows to transfer skills from human demonstrators to robotic systems by observation and reproduction. One aspect that is often overlooked is that humans show different trajectories over multiple demonstrations for the same task. Observed movements may be more precise in some phases and more diverse in others. It is well-known that the variability of the execution carries important information about the task. Therefore, we propose a Bayesian approach to model uncertainties from training data and to infer them in regions with sparse information. The approach is validated in simulation, where it shows higher precision than existing methods, and a robotic experiment with variance based impedance adaptation.","","978-1-5090-4633-1","10.1109/ICRA.2017.7989759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7989759","","Uncertainty;Training data;Training;Covariance matrices;Robots;Optimization;Trajectory","control engineering computing;robot programming","Bayesian uncertainty modeling;programming by demonstration;robotic systems;sparse information;variance based impedance adaptation","","5","","12","","24 Jul 2017","","","IEEE","IEEE Conferences"
"Automatic Synthesis of a Saturating State Space Controller Based on Convex Optimization for Industrial Robots","L. Halt; A. Pott",NA; NA,"ISR 2020; 52th International Symposium on Robotics","25 Dec 2020","2020","","","1","6","Robotic control needs to be optimal if it is to stay competitive in industrial production scenarios. However, highly tweaked controllers cannot directly transfer from one robot setup to another. Thus, the controllers must be automatically generated concerning their use in specific production processes. This paper presents an automatic synthesis of an almost time-optimal model-based saturating state space controller. The control parameters are derived from the solution of a convex optimization problem. The approach complements previous work of transferable skill-based programming for robotic assembly in particular. This paper introduces the problem formulation, exercises the optimization on a task space controlled industrial robot, and finally evaluates it in simulation and compares experimental results with a state-of-the-art industrial robot controller.","","978-3-8007-5428-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9307455","","","","","","","","","","25 Dec 2020","","","VDE","VDE Conferences"
"[Journal First] Experiences and Challenges in Building a Data Intensive System for Data Migration","M. Scavuzzo; E. Di Nitto; D. Ardagna","Dipt. di Elettron. Inf. e Bioingegneria Milano, Politec. di MilanoDipartimento di Elettronica Informazione e Bioingegneria Milano, Milan, Italy; Dipt. di Elettron. Inf. e Bioingegneria Milano, Politec. di MilanoDipartimento di Elettronica Informazione e Bioingegneria Milano, Milan, Italy; Dipt. di Elettron. Inf. e Bioingegneria Milano, Politec. di MilanoDipartimento di Elettronica Informazione e Bioingegneria Milano, Milan, Italy","2018 IEEE/ACM 40th International Conference on Software Engineering (ICSE)","2 Sep 2018","2018","","","93","93","Recent analyses[2, 4, 5] report that many sectors of our economy and society are more and more guided by data-driven decision processes (e.g., health care, public administrations, etc.). As such, Data Intensive (DI) applications are becoming more and more important and critical. They must be fault-tolerant, they should scale with the amount of data, and be able to elastically leverage additional resources as and when these last ones are provided [3]. Moreover, they should be able to avoid data drops introduced in case of sudden overloads and should offer some Quality of Service (QoS) guarantees. Ensuring all these properties is, per se, a challenge, but it becomes even more difficult for DI applications, given the large amount of data to be managed and the significant level of parallelism required for its components. Even if today some technological frameworks are available for the development of such applications (for instance, think of Spark, Storm, Flink), we still lack solid software engineering approaches to support their development and, in particular, to ensure that they offer the required properties in terms of availability, throughput, data loss, etc. In fact, at the time of writing, identifying the right solution can require several rounds of experiments and the adoption of many different technologies. This implies the need for highly skilled persons and the execution of experiments with large data sets and a large number of resources, and, consequently, a significant amount of time and budget. To experiment with currently available approaches, we performed an action research experiment focusing on developing- testing-reengineering a specific DI application, Hegira4Cloud, that migrates data between widely used NoSQL databases, including so-called Database as a Service (DaaS), as well as on-premise databases. This is a representative DI system because it has to handle large volumes of data with different structures and has to guarantee that some important characteristics, in terms of data types and transactional properties, are preserved. Also, it poses stringent requirements in terms of correctness, high performance, fault tolerance, and fast and effective recovery. In our action research, we discovered that the literature offered some high level design guidelines for DI applications, as well as some tools to support modelling and QoS analysis/simulation of complex architectures, however the available tools were not yet. suitable to support DI systems. Moreover, we realized that the available big data frameworks we could have used were not flexible enough to cope with all possible application-specific aspects of our system. Hence, to achieve the desired level of performance, fault tolerance and recovery, we had to adopt a time-consuming, experiment-based approach [1, 6], which, in our case, consisted of three iterations: (1) the design and implementation of a Mediation Data Model capable of managing data extracted from different databases, together with a first monholitical prototype of Hegira4Cloud; (2) the improvement of performance of our prototype when managing and transferring huge amounts of data; (3) the introduction of fault-tolerant data extraction and management mechanisms, which are independent from the targeted databases. Among the others, an important issue that has forced us to reiterate in the development of Hegira4Cloud concerned the DaaS we interfaced with. In particular these DaaS, which are well-known services with a large number of users: (1) were missing detailed information regarding the behaviour of their APIs; (2) did not offer a predictable service; (3) were suffering of random downtimes not correlated with the datasets we were experimenting with. In this journal first presentation, we describe our experience and the issues we encountered that led to some important decisions during the software design and engineering process. Also, we analyse the state of the art of software design and verification tools and approaches in the light of our experience, and identify weaknesses, alternative design approaches and open challenges that could generate new research in these areas. More details can be found in the journal publication.","1558-1225","978-1-4503-5638-1","10.1145/3180155.3182534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8453066","Data intensive applications;Experiment driven action research;Big data;Data migration","Big Data;Databases;Quality of service;Tools;Fault tolerance;Fault tolerant systems;Software","Big Data;cloud computing;data analysis;data models;formal verification;NoSQL databases;program testing;quality of service;software quality","Hegira4Cloud;fault-tolerant data extraction;software design;verification tools;Data Intensive system;data loss;Mediation Data Model;software engineering;QoS analysis;big data frameworks;NoSQL databases;data migration;Quality of Service;developing- testing-reengineering;Database as a Service","","","","","","2 Sep 2018","","","IEEE","IEEE Conferences"
"Research autonomous motion control for snake robot based on bionic learning strategy","J. x. Cai; X. Sun; H. r. Ma; Q. s. Wang","Department of Disaster Prevention Instrument, Institute of Disaster Prevention, Sanhe Hebei, CO 065201 China; Hazard Information Engineering Department of Disaster Prevention Instrument, Institute of Disaster Prevention, Sanhe Hebei, CO 065201 China; Department of Disaster Prevention Instrument, Institute of Disaster Prevention, Sanhe Hebei, CO 065201 China; Department of Disaster Prevention Instrument, Institute of Disaster Prevention, Sanhe Hebei, CO 065201 China","2012 Proceedings of International Conference on Modelling, Identification and Control","6 Aug 2012","2012","","","826","831","To solve the problems of difficultly making certain the control parameters and the unideal motion performance of snake robot, we develop a bionic autonomous strategy based on operant conditioning mechanism, which can realize autonomously optimize and adjust control parameters. The designed strategy is a 5-tupe and mainly contains: 1) state space; 2) action space; 3) state transfer function, meaning the consequence after action; 4) tendency function; 5) action selection strategy, adjusting the selected probability of each action. The designed bionic strategy is applied to motion control of snake robot. The experiment analysis is carried out combined with webots robot simulation software. The results of the simulation experiment indicate that the skill of autonomous optimization adjustment control parameters will gradually be enhanced with the learning proceeding.","","978-0-9567157-1-5","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6260302","Autonomous Strategy;Operant Conditioning;Snake Robot;Motion Control","Robots;Shape;Joints;Motion control;Mathematical model;Aerospace electronics;Equations","","","","","","15","","6 Aug 2012","","","IEEE","IEEE Conferences"
