"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design of a human-machine cooperation system to facilitate skilled work","T. Inaba; M. Hayashizaki; Y. Matsuo","Dept. of Control & Syst. Eng., Tokyo Inst. of Technol., Japan; NA; NA","IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)","6 Aug 2002","1999","4","","995","1000 vol.4","This study deals with a design method of a human machine cooperation system that facilitates work requiring a large amount of skill. For example, during cutting work a skilled worker seems to give a great deal of attention to the reaction force from a workpiece to his tool and little variation of characteristics of the workpiece, and seems to adjust his processing force and direction for accomplishing the work. Thereby an appropriate human-machine cooperation that amplifies human sensitivity to variation of characteristics of the object is able to make the work easy. At first in this paper, the human-machine cooperation system that consists of a human, a robot manipulator with a tool and a workpiece is represented as a block diagram. In the system the manipulator is position controlled from two force signals measured at the interface between the human and the manipulator, and between the tool and the workpiece. Then it is indicated that two typical characteristics of the system, transfer characteristics from human force to tool position and its sensitivity function to variation of characteristics of the workpiece, are independently specifiable. Therefore, for example, it is possible that the system is designed simultaneously to increase the human force enabling heavy work with a slight force, and to transfer a small variation of characteristics of the workpiece to the worker with amplification. Finally, some experiments are carried out on the human machine cooperation system that simulates some simplified work.","1062-922X","0-7803-5731-0","10.1109/ICSMC.1999.812546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=812546","","Man machine systems;Humans;Manipulators;Design methodology;Force control;Control systems;Design engineering;Force measurement;Drilling;Systems engineering and theory","industrial manipulators;cutting;position control;diagrams","human-machine cooperation system;skilled work;cutting;industrial manipulator;reaction force;robot manipulator;block diagram;position control;force signals;heavy work;experiments","","5","","5","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Developments in Groningen design engineering, or: the virtual reality of the engineer","P. M. Gerson","Tech. Innovation Hogeschool van Groningen, Netherlands","IEE Colloquium on Design Education - Bridging the Gap Between Industrial and Engineering Design","6 Aug 2002","1994","","","5/1","516","In Groningen, in the North of the Netherlands, both a university, the Rijksuniversiteit van Groningen, and an institute for higher vocational education, Hogeschool of Groningen are located. The technology faculty of the latter institute could be compared with the former polytechnics in the UK; however by law the difference in the Netherlands is more strict between Universities (key words: academic, research, search for general laws, universal truth, trends and patterns) and Higher Vocational Education (main goal is vocationally related: preparing for future working life, training in skills and logic of a technology). For some disciplines, Product Design Engineering being one of them, it means that there is not a smooth transfer possible for students having acquired the Hogeschool title, Ing, to the University and the Ir title within a reasonable time span. At the other hand, in special cases like the Technical Business Science course at the university of Groningen, in which the vocational approach and expertise of Hogeschool lecturers is incorporated in the academic curriculum, the combination can be very beneficial. The author discusses vocational education in design engineering, and design value in product development.<>","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=367889","","Design methodology;Education","design engineering;education","Groningen;design engineering;Netherlands;Rijksuniversiteit van Groningen;higher vocational education;Hogeschool of Groningen;Product Design Engineering;design value;product development","","","","","","6 Aug 2002","","","IET","IET Conferences"
"Fuzzy rule based neuro-dynamic programming for mobile robot skill acquisition on the basis of a nested multi-agent architecture","J. N. Karigiannis; T. I. Rekatsinas; C. S. Tzafestas","School of Electrical & Computer Engineering, Division of Signals, Control & Robotics, National Technical University of Athens, Zographou, Greece; School of Computer Science, University of Maryland, College Park, 20742, USA; School of Electrical & Computer Engineering, Division of Signals, Control & Robotics, National Technical University of Athens, Zographou Campus, Greece","2010 IEEE International Conference on Robotics and Biomimetics","3 Mar 2011","2010","","","312","319","Biologically inspired architectures that mimic the organizational structure of living organisms and in general frameworks that will improve the design of intelligent robots attract significant attention from the research community. Self-organization problems, intrinsic behaviors as well as effective learning and skill transfer processes in the context of robotic systems have been significantly investigated by researchers. Our work presents a new framework of developmental skill learning process by introducing a hierarchical nested multi-agent architecture. A neuro-dynamic learning mechanism employing function approximators in a fuzzified state-space is utilized, leading to a collaborative control scheme among the distributed agents engaged in a continuous space, which enables the multi-agent system to learn, over a period of time, how to perform sequences of continuous actions in a cooperative manner without any prior task model. The agents comprising the system manage to gain experience over the task that they collaboratively perform by continuously exploring and exploiting their state-to-action mapping space. For the specific problem setting, the proposed theoretical framework is employed in the case of two simulated e-Puck robots performing a collaborative box-pushing task. This task involves active cooperation between the robots in order to jointly push an object on a plane to a specified goal location. We should note that 1) there are no contact points specified for the two e-Pucks and 2) the shape of the object is indifferent. The actuated wheels of the mobile robots are considered as the independent agents that have to build up cooperative skills over time, in order for the robot to demonstrate intelligent behavior. Our goal in this experimental study is to evaluate both the proposed hierarchical multi-agent architecture, as well as the methodological control framework. Such a hierarchical multi-agent approach is envisioned to be highly scalable for the control of complex biologically inspired robot locomotion systems.","","978-1-4244-9318-0","10.1109/ROBIO.2010.5723346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5723346","Developmental Robotics;Multi-Agent Architectures;Neuro-Dynamic Learning","Mobile robots;Computer architecture;Joints;Robot kinematics;Function approximation;Collaboration","dynamic programming;fuzzy set theory;intelligent robots;learning (artificial intelligence);mobile robots;multi-robot systems","fuzzy rule based neuro-dynamic programming;mobile robot skill acquisition;nested multiagent architecture;biologically inspired architectures;intelligent robots;self-organization problems;effective learning;skill transfer processes;developmental skill learning process;neuro-dynamic learning mechanism;function approximators;collaborative control scheme;distributed agents;multiagent system;e-Puck robots;collaborative box-pushing task;complex biologically inspired robot locomotion systems","","2","","31","","3 Mar 2011","","","IEEE","IEEE Conferences"
"OMAS - A flexible multi-agent environment for CSCWD","J. A. Barthes","UMR CNRS 6599 Heudiasyc, Université de Technologie de Compiègne, France","2009 13th International Conference on Computer Supported Cooperative Work in Design","26 May 2009","2009","","","258","263","CSCW requires efficient support to distributed teams. Groupware is efficient but rather inflexible, multi-agent systems are more flexible but difficult to implement. OMAS (open multi-agent system) is a multi-agent platform derived from a number of previous research projects and teaching courses. With OMAS we tried to answer the problems of architecture, skill definition, protocol implementation, ontologies, dialog using natural language, and debugging, in such a way that a naive user can develop an application easily. OMAS uses a plug in type of approach offering a model of generic cognitive agent. Agents are of three types: service, personal assistants and transfer. They are organized as coteries, meaning that each agent sees all messages. Agents have separate ontologies and task models. Agents are multi-threaded and can execute several tasks concurrently. Personal assistants have prototype dialogs and vocal interface. OMAS is particularly well suited for supporting CSCWD projects or applications. It can be downloaded from Internet.","","978-1-4244-3534-0","10.1109/CSCWD.2009.4968068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4968068","CSCW;Multi-Agent Systems","Multiagent systems;Ontologies;Collaborative software;Collaborative work;Education;Protocols;Natural languages;Debugging;Plugs;Prototypes","CAD;groupware;multi-agent systems;multi-threading;natural language interfaces;ontologies (artificial intelligence);program debugging;speech-based user interfaces;virtual reality","CSCWD;groupware;open multiagent system;teaching course;skill definition;protocol implementation;ontology;natural language dialog;cognitive agent;service agent;personal assistant agent;transfer agent;multithreading;vocal interface;natural language interface;virtual reality;program debugging","","14","","15","","26 May 2009","","","IEEE","IEEE Conferences"
"Transferring Dexterous Surgical Skill Knowledge between Robots for Semi-autonomous Teleoperation","M. M. Rahman; N. Sanchez-Tamayo; G. Gonzalez; M. Agarwal; V. Aggarwal; R. M. Voyles; Y. Xue; J. Wachs","Purdue University,Department of Computer Science,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Electrical and Computer Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Engineering Technology,West Lafayette,IN,USA,47907; Purdue University,Department of Computer Science,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907","2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN)","13 Jan 2020","2019","","","1","6","In the future, deployable, teleoperated surgical robots can save the lives of critically injured patients in battlefield environments. These robotic systems will need to have autonomous capabilities to take over during communication delays and unexpected environmental conditions during critical phases of the procedure. Understanding and predicting the next surgical actions (referred as “surgemes”) is essential for autonomous surgery. Most approaches for surgeme recognition cannot cope with the high variability associated with austere environments and thereby cannot “transfer” well to field robotics. We propose a methodology that uses compact image representations with kinematic features for surgeme recognition in the DESK dataset. This dataset offers samples for surgical procedures over different robotic platforms with a high variability in the setup. We performed surgeme classification in two setups: 1) No transfer, 2) Transfer from a simulated scenario to two real deployable robots. Then, the results were compared with recognition accuracies using only kinematic data with the same experimental setup. The results show that our approach improves the recognition performance over kinematic data across different domains. The proposed approach produced a transfer accuracy gain up to 20% between the simulated and the real robot, and up to 31% between the simulated robot and a different robot. A transfer accuracy gain was observed for all cases, even those already above 90%.","1944-9437","978-1-7281-2622-7","10.1109/RO-MAN46459.2019.8956396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8956396","","","control engineering computing;image representation;medical computing;medical robotics;robot kinematics;robot vision;surgery;telerobotics","deployable robots;kinematic data;dexterous surgical skill knowledge;semiautonomous teleoperation;teleoperated surgical robots;critically injured patients;robotic systems;surgical actions;autonomous surgery;surgeme recognition;austere environments;compact image representations;kinematic features;DESK dataset;surgical procedures;surgeme classification","","1","","24","","13 Jan 2020","","","IEEE","IEEE Conferences"
"Animations of Medical Training Scenarios in Immersive Virtual Environments","I. V. Alexandrova; M. Rall; M. Breidt; U. Kloos; G. Tullius; H. H. Bulthoff; B. J. Mohler","Max Planck Inst. for Biol. Cybern., Tubingen, Germany; Med. Sch., Center for Patient Safety & Simulation, Univ. of Tubingen, Tubingen, Germany; Max Planck Inst. for Biol. Cybern., Tubingen, Germany; Reutlingen Univ., Germany; Reutlingen Univ., Germany; Max Planck Inst. for Biol. Cybern., Tubingen, Germany; Max Planck Inst. for Biol. Cybern., Tubingen, Germany","2011 Workshop on Digital Media and Digital Content Management","21 Jul 2011","2011","","","9","12","Medical training centers often provide various simulations for students and professionals. Their goal is not only to make trainees practice specific scenarios but also to help them effectively transfer the acquired skills to the real world. Having in mind that virtual environments have already been acknowledged for their potential to improve the medical training process, we propose an approach for rapid generation of animated medical scenarios, which can be used as an additional training tool that fits into the time frame of a semester training program.","","978-1-4577-0271-6","10.1109/DMDCM.2011.64","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5959667","medical simulation;virtual humans;motion capture","Training;Animation;Solid modeling;Cameras;Medical services;Synchronization;Pipelines","computer animation;computer based training;medical administrative data processing;virtual reality","medical training scenario;immersive virtual environments;animated medical scenarios;semester training program","","3","","8","","21 Jul 2011","","","IEEE","IEEE Conferences"
"Modeling of Power Line for Home-Building Automation","Z. Alam; A. Khursheed; S. V. Singh","Amity Skill Developtment Centre, Amity Skills, Bhilwara, India; EEE Department, Amity University, Greater Noida, India; EEE Department, Amity University, Greater Noida, India","2019 International Conference on Automation, Computational and Technology Management (ICACTM)","29 Jul 2019","2019","","","111","115","The purpose of this research is to investigate the viability of wired technologies for home-building automation and to put up a simpler transfer attribute prototype for the low voltage power line for effective information exchange based on the two-wire transmission line hypothesis. Software based simulation is done to check effect of length parameters. In the investigation for viability, a bottom-up approach is used for parameters and scattering matrix is applied in frequency-domain for channel prototyping.","","978-1-5386-8010-0","10.1109/ICACTM.2019.8776816","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8776816","Power Line Channel;Two-Wire Prototype;Access Network;Home-Building Automation","Conductors;Power line communications;Automation;Power cables;Buildings;Transfer functions","building management systems;carrier transmission on power lines;electromagnetic wave scattering;home automation;matrix algebra","home-building automation;wired technologies;low voltage power line;effective information exchange;two-wire transmission line hypothesis;power line modeling;transfer attribute prototype;software based simulation;scattering matrix;frequency-domain;channel prototyping","","","","13","","29 Jul 2019","","","IEEE","IEEE Conferences"
"LMI based physiological cost optimization for biomechanical STS transfer","A. M. Mughal; S. Perviaz; K. Iqbal","Center for Advanced Studies in Engineering Islamabad, Pakistan; Center for Advanced Studies in Engineering Islamabad, Pakistan; University of Arkansas at Little Rock, USA","2011 IEEE International Conference on Systems, Man, and Cybernetics","21 Nov 2011","2011","","","1508","1513","Human biomechanical Sit-to-stand (STS) movement is a complex physiological task which requires movement coordination, balance and skillful termination. In previous studies we proposed the STS movement with different control strategies for physiologically relevant and optimized movements. These control techniques allowedus to optimize control systems designs for cost and robust performance. In this paper we used a four link biomechanical model with mixed H2/H∞ control theory for STS transfer. We solved a biomechanical control problem with Linear Matrix Inequalities (LMI) for better physiological results by optimizing cost and bounds. Introducing LMIs for STS transfer provides a diverse perspective to physiological understand the movement. We compared these results with previous studies for H2 and H∞ control problems, and discussed the validity of LMI for human STS problem. Our simulation results shows that the biomechanical model with LMI control will provide a robust framework to analyze STS movement with physiological relevant control objectives.","1062-922X","978-1-4577-0653-0","10.1109/ICSMC.2011.6083885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6083885","Biomechanical Movement;Physiological Model;LMI;Robust performance","Physiology;Joints;Optimization;Mathematical model;Biomechanics;Biological system modeling;Hip","biology;biomechanics;control system synthesis;H∞ control;linear matrix inequalities","LMI based physiological cost optimization;biomechanical sit-to-stand transfer;human biomechanical sit-to-stand movement;complex physiological task;movement coordination;balance;skillful termination;control strategy;control system design;biomechanical model;H infinity control theory;linear matrix inequalities;LMI control;physiological relevant control objectives","","7","","17","","21 Nov 2011","","","IEEE","IEEE Conferences"
"Experience Reuse with Probabilistic Movement Primitives","S. Stark; J. Peters; E. Rueckert","Technische Universität Darmstadt, Hochschulstr. 10,Intelligent Autonomous Systems,Darmstadt,Germany,64289; Technische Universität Darmstadt, Hochschulstr. 10,Intelligent Autonomous Systems,Darmstadt,Germany,64289; Technische Universität Darmstadt, Hochschulstr. 10,Intelligent Autonomous Systems,Darmstadt,Germany,64289","2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","28 Jan 2020","2019","","","1210","1217","Acquiring new robot motor skills is cumbersome, as learning a skill from scratch and without prior knowledge requires the exploration of a large space of motor configurations. Accordingly, for learning a new task, time could be saved by restricting the parameter search space by initializing it with the solution of a similar task. We present a framework which is able of such knowledge transfer from already learned movement skills to a new learning task. The framework combines probabilistic movement primitives with descriptions of their effects for skill representation. New skills are first initialized with parameters inferred from related movement primitives and thereafter adapted to the new task through relative entropy policy search. We compare two different transfer approaches to initialize the search space distribution with data of known skills with a similar effect. We show the different benefits of the two knowledge transfer approaches on an object pushing task for a simulated 3-DOF robot. We can show that the quality of the learned skills improves and the required iterations to learn a new task can be reduced by more than 60% when past experiences are utilized.","2153-0866","978-1-7281-4004-9","10.1109/IROS40897.2019.8968545","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968545","","","entropy;learning (artificial intelligence);robot programming","probabilistic movement primitives;robot motor skills;motor configurations;parameter search space;knowledge transfer;learned movement skills;relative entropy policy search;search space distribution;object pushing task;simulated 3-DOF robot","","2","","32","","28 Jan 2020","","","IEEE","IEEE Conferences"
"Development of training simulator for sway suppression skills on shipboard rotary cranes","Y. Matsuda; S. Fushimi; K. Terashima","Toyohashi University of Technology, The Mechanical Engineering Department, System and Control laboratory, Hibarigaoka 1-1, Tempaku town, Japan; Toyohashi University of Technology, The Mechanical Engineering Department, System and Control laboratory, Hibarigaoka 1-1, Tempaku town, Japan; Toyohashi University of Technology, The Mechanical Engineering Department, System and Control laboratory, Hibarigaoka 1-1, Tempaku town, Japan","2014 11th International Conference on Informatics in Control, Automation and Robotics (ICINCO)","26 Feb 2015","2014","01","","433","440","In this paper, we develop the operational training system by teaching control input to crane operators. In particular, it is applied to the sway suppression control of load, by utilizing optimal control input. If crane operators can replicate its control input, they can operate crane suppressing the load sway, and hope the advance of training effect. Firstly, we build a shipboard rotary crane simulator, and verify the validity of the training simulator by transfer simulation. Nextly, it presents a sway suppression control method to obtain control input for crane operators, and proposes the training system to teach its control input to operators. Finally, the crane simulator integrates this training system, and the proposed training system verifies the validity by subjects experiments.","","978-9-8975-8062-8","10.5220/0005008104330440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7049808","Ship control;Training;Industrial control;Human-machine interface;Teaching;Virtual reality","Computational modeling;Cities and towns;Gravity;Cranes;Computers;Trajectory","","","","","","11","","26 Feb 2015","","","IEEE","IEEE Conferences"
