"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cyber-Hero: A Gamification framework for Cyber Security Awareness for High Schools Students","H. Qusa; J. Tarazi","Computer and Information Science, Higher Colleges of Technology,Dubai,UAE; Computer and Information Science, Higher Colleges of Technology,Dubai,UAE","2021 IEEE 11th Annual Computing and Communication Workshop and Conference (CCWC)","17 Mar 2021","2021","","","0677","0682","People are considered the weakest point in the information systems which causes most of the cyber-attacks successful. The increasing numbers of cyber-attacks indicate that the traditional methodologies of training and awareness are still insufficient to build the necessary cybersecurity skills and capabilities. Gamification represents a promising methodology to change the behavior of people in the early stages. The objective of this research is not only to verify the effectiveness of gamification but also to provide a constructive application and to propose a framework that helps eventually and iteratively in improving the cyber-security skills and capabilities for high school students in early stages. In this research, we propose a novel framework for information security awareness and training programs, known as Cyber-Hero, that will help fight one of the most popular weaknesses in cybersecurity which is human error. The framework helps in transferring the learning of a narrative set of instructions to be acquired in a serious game, in which students in schools can engage with at an early stage. Such an engagement will educate students on how to create a strong password to protect themselves from cyber-attacks. The preliminary results show incremental progress in the skills and capabilities of cybersecurity for the students using the proposed framework.","","978-1-6654-1490-6","10.1109/CCWC51732.2021.9375847","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9375847","Cybersecurity Simulations;Cybersecurity Exercises;Gamification;Awareness Campaign;Training Platform","Training;Conferences;Information security;Games;Computer crime;Password;Information systems","","","","","","27","","17 Mar 2021","","","IEEE","IEEE Conferences"
"Sim2Real Viewpoint Invariant Visual Servoing by Recurrent Control","F. Sadeghi; A. Toshev; E. Jang; S. Levine",NA; NA; NA; NA,"2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition","16 Dec 2018","2018","","","4691","4699","Humans are remarkably proficient at controlling their limbs and tools from a wide range of viewpoints. In robotics, this ability is referred to as visual servoing: moving a tool or end-point to a desired location using primarily visual feedback. In this paper, we propose learning viewpoint invariant visual servoing skills in a robot manipulation task. We train a deep recurrent controller that can automatically determine which actions move the end-effector of a robotic arm to a desired object. This problem is fundamentally ambiguous: under severe variation in viewpoint, it may be impossible to determine the actions in a single feedforward operation. Instead, our visual servoing approach uses its memory of past movements to understand how the actions affect the robot motion from the current viewpoint, correcting mistakes and gradually moving closer to the target. This ability is in stark contrast to previous visual servoing methods, which assume known dynamics or require a calibration phase. We learn our recurrent controller using simulated data, synthetic demonstrations and reinforcement learning. We then describe how the resulting model can be transferred to a real-world robot by disentangling perception from control and only adapting the visual layers. The adapted model can servo to previously unseen objects from novel viewpoints on a real-world Kuka IIWA robotic arm. For supplementary videos, see: https://www.youtube.com/watch?v=oLgM2Bnb7fo.","2575-7075","978-1-5386-6420-9","10.1109/CVPR.2018.00493","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8578591","","Visualization;Visual servoing;Robot kinematics;Cameras;Manipulators","calibration;end effectors;feedback;feedforward;image motion analysis;learning (artificial intelligence);mobile robots;robot vision;visual servoing","recurrent control;limbs;primarily visual feedback;viewpoint invariant visual servoing skills;robot manipulation task;deep recurrent controller;end-effector;single feedforward operation;visual servoing approach;robot motion;reinforcement learning;real-world robot;visual layers;real-world Kuka IIWA robotic arm","","24","","38","","16 Dec 2018","","","IEEE","IEEE Conferences"
"A preliminary Research on Analysis of Pulse Diagnosis","Lian-yi Chen; H. Atsumi; M. Yagihashi; F. Mizuno; H. Narita; H. Fujimoto","Nagoya Inst. of Technol., Nagoya; Nagoya Inst. of Technol., Nagoya; Nagoya Inst. of Technol., Nagoya; Nagoya Inst. of Technol., Nagoya; Nagoya Inst. of Technol., Nagoya; Nagoya Inst. of Technol., Nagoya","2007 IEEE/ICME International Conference on Complex Medical Engineering","12 Nov 2007","2007","","","1807","1812","Pulse diagnosis has been one of the most important diagnosis methods in the orient medicine. Pulse taking is carried out by putting fingers on the radialis artery, diagnosing the patient from the feeling transferred to the finger by pulsation of the artery. Because pulse diagnosis is very sensitive, requiring high level of skill and long experience, it is mostly difficult for a trainee to master. It is also a problem that pulse diagnosis is such a technique depending mostly on the feelings of separate doctors without a clear standard. In this study, the vibration of the surface of the skin caused by pulsation of the artery was measured as a method of settlement of the above issue points, and the development of the device to analyze pulse taking quantitatively was tried.","","978-1-4244-1077-4","10.1109/ICCME.2007.4382059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4382059","","Pulse measurements;Fingers;Arteries;Medical diagnostic imaging;Diseases;Vibration measurement;Virtual reality;Skin;Time measurement;Medical treatment","biomechanics;biomedical measurement;blood vessels;patient diagnosis;skin;vibrations","pulse diagnosis;radialis artery;patient diagnosis;artery pulsation;skin surface vibration;quantitative measurement","","4","","6","","12 Nov 2007","","","IEEE","IEEE Conferences"
"Uncertainty-Aware Online Scheduling for Real-Time Workflows in Cloud Service Environment","H. Chen; X. Zhu; G. Liu; W. Pedrycz","the Science and Technology on Information Systems Engineering Laboratory, National University of Defense Technology, Changsha, Hunan China (e-mail: hkchen@nudt.edu.cn); Science and Technology on Information Systems, National University of Defense Technology, ChangSha, Hunan China 410073 (e-mail: xmzhu@nudt.edu.cn); National University of Defense Technology, 58294 Changsha, Hunan China (e-mail: laurelg@nudt.edu.cn); ECE, University of Alberta, Edmonton, Alberta Canada (e-mail: wpedrycz@ualberta.ca)","IEEE Transactions on Services Computing","","2018","PP","99","1","1","Scheduling workflows in cloud service environment has attracted great enthusiasm, and various approaches have been reported up to now. However, these approaches often ignored the uncertainties in the scheduling environment. Ignoring these uncertain factors often leads to the violation of workflow deadlines and increases service renting costs of executing workflows. This study devotes to improving the performance for cloud service platforms by minimizing uncertainty propagation in scheduling workflow applications that have both uncertain task execution time and data transfer time. To be specific, a novel scheduling architecture is designed to control the count of workflow tasks directly waiting on each service instance (e.g., virtual machine). Based on this architecture, we develop an unceRtainty-aware Online Scheduling Algorithm (ROSA) to schedule dynamic and multiple workflows with deadlines. The proposed ROSA skillfully integrates both the proactive and reactive strategies. Then, on the basis of real-world workflow traces, five groups of simulation experiments are carried out to compare ROSA with five typical algorithms. The comparison results reveal that ROSA performs better than the five compared algorithms with respect to costs (up to 56%), deviation (up to 70%), resource utilization (up to 37%) and fairness (up to 37).","1939-1374","","10.1109/TSC.2018.2866421","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443134","workflow scheduling;uncertain;proactive and reactive strategies;cloud service","Task analysis;Cloud computing;Data transfer;Uncertainty;Schedules;Computer architecture;Scheduling","","","","17","","","","21 Aug 2018","","","IEEE","IEEE Early Access Articles"
"Effect of security education using KIPS and gamification theory at KOSEN","K. Yonemura; R. Komura; J. Sato; T. Hoga; Y. Takeichi; E. Chida; M. Matsuoka","Dept. of Information and Computer Engineering, National Institute of Technology, Kisarazu College, Kisarazu-City, Chiba, Japan; Dept. of Electronics and Information Engineering, National Institute of Technology, Ishikawa College, Tsubata-City, Ishikawa, Japan; Dept. of Electrical and Electronic Engineering, National Institute of Technology, Tsuruoka College, Tsuruoka-City, Yamagata, Japan; Dept. of Electrical and Electronic Engineering, National Institute of Technology, Tsuruoka College, Tsuruoka-City, Yamagata, Japan; Dept. of Electrical and Electronic Engineering, National Institute of Technology, Tsuruoka College, Tsuruoka-City, Yamagata, Japan; Dept. of Electrical and Computer Engineering, National Institute of Technology, Ichinoseki College, Ichinoseki-City, Iwate, Japan; Kaspersky Labs Japan, Chiyoda-Ku, Tokyo, Japan","2018 IEEE Symposium on Computer Applications & Industrial Electronics (ISCAIE)","9 Jul 2018","2018","","","255","258","To produce human resources who are good at OT security is important task for KOSEN which is closely cooperation with the industry on which faces increasing cyber-attacks. We examined the educational effect and issues on multiple practicing of KIPS (Kaspersky Industrial Protection Simulation) which is based on gamification. Practicing experimental results showed that multiple playing simple contribute to the positive educational effect and we find the possibility of positive skill transfer, however we obtained a great future work which we need the educational contents that can fill the gap of multiple practicing effectively. KOSEN has the big mission that updates the practice-based curriculum constantly.","","978-1-5386-3527-8","10.1109/ISCAIE.2018.8405480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405480","security education;gamifcationy;operational technology;ICT;KOSEN","Computer security;Education;Industries;Correlation;Games;Problem-solving","computer aided instruction;computer games;computer science education;educational courses;human computer interaction;security of data","security education;KIPS;gamification theory;KOSEN;human resources;OT security;cyber-attacks;Kaspersky Industrial Protection Simulation;educational contents;practice-based curriculum","","","","7","","9 Jul 2018","","","IEEE","IEEE Conferences"
"Learning expert systems for robot fine motion control","S. Lee; M. H. Kim","Dept. of Electr. Eng. Syst., Univ. of Southern California, Los Angeles, CA, USA; Dept. of Electr. Eng. Syst., Univ. of Southern California, Los Angeles, CA, USA","Proceedings IEEE International Symposium on Intelligent Control 1988","6 Aug 2002","1988","","","534","544","The authors present a learning expert system which enables a robot to acquire fine motion skills automatically. The system follows the paradigm of Expert Assisted Robot Skill Acquisition (EARSA) proposed by the authors (1987). EARSA is mainly concerned with the self-discovery of skills by a robot in conjunction with the transfer of human skills to a robot and emphasizes the distinctive difference in perceptual and physical capabilities between a human and a robot. The authors review the theory and mechanism of EARSA, describe the robot fine motion skill learning algorithm formulated on the basis of EARSA, and present the details of simulation on the robot learning of two-dimensional peg-hole insertion skills. The results of simulation indicate the dramatic improvement of performance as a result of skill learning.<>","2158-9860","0-8186-2012-9","10.1109/ISIC.1988.65488","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=65488","","Expert systems;Motion control;Robotics and automation;Robot sensing systems;Intelligent robots;Cognitive robotics;Motion planning;Robotic assembly;Automatic control;Humans","artificial intelligence;expert systems;industrial robots;learning systems","industrial robots;artificial intelligence;fine motion control;learning expert system;Expert Assisted Robot Skill Acquisition;EARSA;skill learning;peg-hole insertion","","9","","22","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Joint Entropy-Based Morphology Optimization of Soft Strain Sensor Networks for Functional Robustness","T. G. Thuruthel; J. Hughes; F. Iida","Department of Engineering, Bio-Inspired Robotics Lab, University of Cambridge, Cambridge, U.K.; Department of Engineering, Bio-Inspired Robotics Lab, University of Cambridge, Cambridge, U.K.; Department of Engineering, Bio-Inspired Robotics Lab, University of Cambridge, Cambridge, U.K.","IEEE Sensors Journal","14 Aug 2020","2020","20","18","10801","10810","Dense and distributed tactile sensors are critical for robots to achieve human-like manipulation skills. Soft robotic sensors are a potential technological solution to obtain the required high dimensional sensory information unobtrusively. However, the design of this new class of sensors is still based on human intuition or derived from traditional flex sensors. This work is a first step towards automated design of soft sensor morphologies based on optimization of information theory metrics and machine learning. Elementary simulation models are used to develop the optimized sensor morphologies that are more accurate and robust with the same number of sensors. Same configurations are replicated experimentally to validate the feasibility of such an approach for practical applications. Furthermore, we present a novel technique for drift compensation in soft strain sensors that allows us to obtain accurate contact localization. This work is an effort towards transferring the paradigm of morphological computation from soft actuator designing to soft sensor designing for high performance, resilient tactile sensory networks.","1558-1748","","10.1109/JSEN.2020.2995237","SHERO Project, a Future and Emerging Technologies (FET) Programme of the European Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9094585","Soft robotics;tactile sensors;information entropy;optimization methods;machine learning","Morphology;Strain;Capacitive sensors;Robot sensing systems;Entropy;Robustness","actuators;learning (artificial intelligence);manipulators;mobile robots;optimisation;sensor arrays;strain sensors;tactile sensors;wireless sensor networks","joint entropy-based morphology optimization;soft strain sensor networks;functional robustness;distributed tactile sensors;manipulation skills;soft robotic sensors;human intuition;flex sensors;automated design;soft sensor morphologies;elementary simulation models;optimized sensor morphologies;soft strain sensors;morphological computation;soft actuator;resilient tactile sensory networks;high dimensional sensory information;dense tactile sensors;information theory metric optimization;machine learning;drift compensation;contact localization","","1","","33","CCBY","18 May 2020","","","IEEE","IEEE Journals"
"Towards Digital Twins for Industrial Assembly - Improving Robot Solutions by Intuitive User Guidance and Robot Programming","L. C. Sørensen; S. Mathiesen; R. Waspe; C. Schlette","University of Southern Denmark,SDU Robotics, Maersk McKinney Moller Institute,Odense,Denmark,5230; University of Southern Denmark,SDU Robotics, Maersk McKinney Moller Institute,Odense,Denmark,5230; University of Southern Denmark,SDU Robotics, Maersk McKinney Moller Institute,Odense,Denmark,5230; University of Southern Denmark,SDU Robotics, Maersk McKinney Moller Institute,Odense,Denmark,5230","2020 25th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA)","5 Oct 2020","2020","1","","1480","1484","Simulation of robotic tasks allows for cheap evaluation and process optimization, which can then be transferred to the physical system. To avoid discrepancies between physical execution and simulation, real-world process data can be fed back to the simulation environment, a concept referred to as a ""Digital Twin"". This requires the development of a software architecture, that supports Digital Twins for robot tasks.In this work, we propose a system where an operator can take apart a complex assembly, thus creating digitized assembly instructions. These instructions are then used to visually program the robot setup by blocks, which contain functionality ranging from point-to-point motions to high-level skills. These ""Skillblocks"" allow for a seamless transition between execution in the simulation environment and on the physical robot through interchangeable execution layers in the software architecture. The system also allows for feedback from a physical execution to be monitored in real-time and fed back to the simulation environment for processing.The aim of the system is to close the gap between digital and physical workcells when integrating robot solutions. This increases intuitiveness and allows for process monitoring and optimization through direct feedback to the digital model.","1946-0759","978-1-7281-8956-7","10.1109/ETFA46521.2020.9212072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9212072","","","assembling;CAD;control engineering computing;industrial robots;mobile robots;process monitoring;production engineering computing;robot programming;software architecture;solid modelling;user interfaces;visual programming","industrial assembly;intuitive user guidance;robotic tasks;process optimization;physical system;physical execution;real-world process data;simulation environment;Digital Twin;software architecture;robot tasks;complex assembly;digitized assembly instructions;robot setup;point-to-point motions;physical robot;interchangeable execution layers;digital workcells;physical workcells;robot solutions;process monitoring;digital model;Skillblocks","","","","5","","5 Oct 2020","","","IEEE","IEEE Conferences"
"A new automated breast ultrasound system with dual wide field-of-view imaging","Jaeyoung Son; Jongho Park; Hyunjae Song; Sunmi Yeo; Jin Ho Chang; Tai-Kyong Song; Yangmo Yoo","Department of Electronic Engineering, Sogang University, Seoul, Korea; Department of Electronic Engineering, Sogang University, Seoul, Korea; Department of Electronic Engineering, Sogang University, Seoul, Korea; Department of Electronic Engineering, Sogang University, Seoul, Korea; Department of Electronic Engineering, Sogang University, Seoul, Korea; Department of Electronic Engineering, Sogang University, Seoul, Korea; Department of Electronic Engineering, Sogang University, Seoul, Korea","2014 IEEE International Ultrasonics Symposium","23 Oct 2014","2014","","","1615","1618","Breast ultrasound imaging is useful for observing the mass according to the desired locations and differentiating the shape of consistency of the mass during breast cancer screening, but its performance is highly dependent on the examiners' skill and has a poor reproducibility. Recently-introduced automated breast ultrasound (ABUS) systems have a potential to decrease user dependency due to its automated scanning protocols. However, the current ABUS system suffers from the limited field-of-view (FOV) and the long scanning time. In this paper, a new automated breast ultrasound system with dual wide field-of-view imaging is presented. In the developed ABUS system, two 1024-element wide field-of-view linear array transducers are used for accelerating scanning time. To support dual wide transducers, two 1024-to-128 high-voltage multiplexing board and four transmit/ receive boards were embedded. The beamformed radio-frequency data are transferred to a PC module via a PCI express 2.0 interface, and then mid and back-end processing is conducted by a graphics processing unit using CUDA. This system can acquire a 3D breast volume set with 20 cm (width) × 25 cm (length) × 8 cm (depth) within 20 seconds. The further evaluation of the developed ABUS system including pre-clinical studies is under investigation. These results indicate that the proposed dual wide FOV-based ABUS system can enlarge the FOV and reduce the volume scanning time for improving clinical productivity of breast ultrasound imaging.","1051-0117","978-1-4799-7049-0","10.1109/ULTSYM.2014.0400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6931887","breast;ultrasound;system;automated;field-of-view","Multiplexing;Transducers;Imaging;Real-time systems;Iron;Ultrasonic imaging;Graphics processing units","biomedical ultrasonics;cancer;graphics processing units;ultrasonic imaging","CUDA;graphics processing unit;PCI express 2.0 interface;automated scanning protocol;user dependency;ABUS systems;breast cancer screening;ultrasound imaging;dual wide field-of-view imaging;automated breast ultrasound system","","","","3","","23 Oct 2014","","","IEEE","IEEE Conferences"
"Efficient Implementation of Bi-Functional RTL Components - Case Study","J. Nevoral; R. Růžička","Faculty of Information Technology, Brno University of Technology, Czech Republic; Faculty of Information Technology, Brno University of Technology, Czech Republic","2018 New Generation of CAS (NGCAS)","13 Dec 2018","2018","","","25","28","The emergence of highly optimized implementations of many bi-functional gates allows an efficient implementation of components at a higher level of abstraction. In several classes of applications which typically involve RT level oriented design approach, these components can circumvent various issues related to synthesis of multifunctional circuits at the gate level. While the synthesis at the gate level is difficult, at RT level a skilled designer is still able to design a far more complex circuits by himself. If a set of efficient bi-functional RTL components is available, their utilization is expected to improve efficiency of the resulting circuit. In this paper, validity of this assumption is demonstrated through a design of bi-functional adder/subtractor circuit. At the gate level, one-bit full adder/subtractor circuit was created and optimised. This circuit was subsequently utilised for design of multi-bit adder/subtractor which was successfully simulated at the transistor level with MOSFET implementation of bi-functional logic gates. Besides adder/subtractor, an incre-ment/decrement RTL component is also presented.","","978-1-5386-7681-3","10.1109/NGCAS.2018.8572235","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8572235","Multifunctional electronics;bi-functional RTL component;bi-functional gate;full adder/subtractor;half adder/subtractor;increment/decrement","Logic gates;MOSFET;Adders;Digital circuits;Power demand","adders;logic design;logic gates;MOSFET","bi-functional gates;RT level oriented design approach;multifunctional circuits;complex circuits;efficient bi-functional RTL components;MOSFET implementation;bi-functional logic gates;register-transfer level;increment-decrement RTL component;bi-functional adder-subtractor circuit;multibit adder-subtractor;bi-functional RTL components","","","","17","","13 Dec 2018","","","IEEE","IEEE Conferences"
