"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A fMRI data processing method using projection technique","Huafu Chen; Dezhong Yao","Coll. of Appl. Math., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Coll. of Appl. Math., Univ. of Electron. Sci. & Technol. of China, Chengdu, China","IEEE International Conference on Robotics, Intelligent Systems and Signal Processing, 2003. Proceedings. 2003","19 Apr 2004","2003","2","","1235","1239 vol.2","Data acquired for a functional magnetic resonance imaging (fMRI) slice are often distorted by head motion. As a result, information regarding task-induced signal changes cannot be correctly extracted. Presented here is a novel technique for performing two-dimensional rigid-body image registration addressing the head motion problem in fMRI. The approach is based on a one-dimensional projection of a segmented two-dimensional characteristic image, in which the translation and rotation parameters are obtained by comparison between the projection of an image and a registration table created by projections of a selected two-dimensional image with various rotated angles. In such an approach, the general two-dimensional optimization procedure is replaced by a linear projection calculation and a finite comparison with a registration table, thus the amount of computation is considerably reduced. The method was confirmed by simulation test and a preliminary application to vivo fMRI data based visual stimulation.","","0-7803-7925-X","10.1109/RISSP.2003.1285768","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1285768","","Data processing;Image registration;Magnetic resonance imaging;Image segmentation;Magnetic heads;Educational institutions;Data mining;Computational modeling;Testing;Partial response channels","image registration;medical image processing;biomedical MRI","fMRI data processing method;functional magnetic resonance imaging;projection technique;head motion problem;two dimensional rigid body image registration;one dimensional projection;image registration table;two dimensional optimization;linear projection calculation;fMRI data based visual stimulation","","","","12","","19 Apr 2004","","","IEEE","IEEE Conferences"
"3D Convolutional Adversarial Micro-networks for Low Count PET-MR Post-processing","C. O. da Costa-Luis; A. J. Reader","King’s College London, St Thomas’ Hospital,School of Biomedical Engineering and Imaging Sciences,London,SE1 7EH; King’s College London, St Thomas’ Hospital,School of Biomedical Engineering and Imaging Sciences,London,SE1 7EH","2019 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC)","9 Apr 2020","2019","","","1","4","In positron emission tomography (PET), decreasing patient injected radiation dose or scan time leads to a reduction in acquisition counts and noisy reconstructed images. Approaches such as post-smoothing (PS) and total variation (TV) denoising can help reduce noise at the cost of resolution or bias, respectively. However, recent advances in convolutional neural networks (CNNs) have lead to promising results in low count PET. Some of these can take advantage of jointly acquired data from other modalities such as magnetic resonance (MR) imaging. However, there are many considerations when designing an architecture depending on the specific task and data available. This work compares some of the current state-of-the-art approaches. Results demonstrate that more powerful, complex networks do not necessarily yield better performance. Normalised root mean squared error (NRMSE) is decreased by 85.5% compared to standard maximum likelihood expectation maximisation (MLEM) PET reconstruction by using a 3-layer micro-network on very low (3.01M) count simulation data. This compares to reductions of 80.2% and 85.3% when total variation (TV) edge enhancement and an adversarial discriminator are incorporated into the loss function, respectively. Using both TV and a discriminator term produces a slightly better whole-brain NRMSE reduction of 86.0%, though with a risk of false positive lesions. This indicates that more investigation is required to determine general rules for choosing architectures and hyperparameters for low count PET.","2577-0829","978-1-7281-4164-0","10.1109/NSS/MIC42101.2019.9059905","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9059905","Machine Learning;Convolutional Neural Network;Adversarial;Image Processing","Training;Three-dimensional displays;TV;Biomedical imaging;Magnetic resonance imaging;Positron emission tomography;Image reconstruction","biomedical MRI;brain;convolutional neural nets;expectation-maximisation algorithm;image denoising;image reconstruction;image resolution;iterative methods;maximum likelihood estimation;mean square error methods;medical image processing;positron emission tomography","radiation dose;noisy reconstructed images;whole-brain NRMSE reduction;positron emission tomography;low count PET-MR post-processing;3d convolutional adversarial micronetworks;adversarial discriminator;total variation edge enhancement;3-layer micronetwork;standard maximum likelihood expectation maximisation PET reconstruction;magnetic resonance imaging;convolutional neural networks","","","","13","","9 Apr 2020","","","IEEE","IEEE Conferences"
"Non-rigid medical image registration using adaptive knot selection in P-spline","S. Pradhan; D. Patra","Research Scholar, IPCV Lab, Department of EE, NIT, RKL; Department of EE, NIT, RKL","2016 IEEE Students’ Technology Symposium (TechSym)","9 Mar 2017","2016","","","250","254","In medical imaging application, nonrigid registration is an important step which requires transformation to align the deformed floating image grid points spatially with reference image grids. The transformation includes interpolation which estimates the intensity values of floating image other than the grid points. For nonrigid registration, generally the transformation is modeled using B-spline basis function. As the acquired images are deformed and contains bias field, it is very time consuming to reform the grid at each level. Considering the registration process as an optimization problem, the grid points are adaptively chosen and updated iteratively with a new transformation in each step. In this paper, an adaptive knot placement algorithm is presented for P-spline interpolation method to achieve accurate alignment of local deformation with less computation time. The proposed algorithm is validated with 3 sets of simulated brain images with a known distortion and 2 real brain MR image data sets. Different performance measures such as MSE, RMS, NAE are used to evaluate the qualitative measure of the proposed scheme. Estimated transformation grid and evaluated performance measures show the improvement in the proposed algorithm as compared to the other existing state-of-arts.","","978-1-5090-5163-2","10.1109/TechSym.2016.7872691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7872691","Non-rigid registration;mutual information;B-spline;P-spline","Splines (mathematics);Interpolation;Cost function;Biomedical imaging;Smoothing methods;Mathematical model;Adaptation models","biomedical MRI;brain;estimation theory;image registration;interpolation;medical image processing;optimisation;splines (mathematics)","nonrigid medical image registration;adaptive knot selection;deformed floating image grid points;reference image grids;floating image intensity value estimation;B-spline basis function;optimization problem;adaptive knot placement algorithm;P-spline interpolation;local deformation alignment;brain MR image data sets","","","","13","","9 Mar 2017","","","IEEE","IEEE Conferences"
"Dynamic and Succinct Statistical Analysis of Neuroscience Data","S. Kim; C. J. Quinn; N. Kiyavash; T. P. Coleman","Dept. of Bioeng., Univ. of California San Diego, La Jolla, CA, USA; Dept. of Electr. & Comput. Eng., Univ. of Illinois, Urbana, IL, USA; Dept. of Ind. & Enterprise Syst. Eng., Univ. of Illinois, Urbana, IL, USA; Dept. of Bioeng., Univ. of California San Diego, La Jolla, CA, USA","Proceedings of the IEEE","29 Apr 2014","2014","102","5","683","698","Modern neuroscientific recording technologies are increasingly generating rich, multimodal data that provide unique opportunities to investigate the intricacies of brain function. However, our ability to exploit the dynamic, interactive interplay among neural processes is limited by the lack of appropriate analysis methods. In this paper, some challenging issues in neuroscience data analysis are described, and some general-purpose approaches to address such challenges are proposed. Specifically, we discuss statistical methodologies with a theme of loss functions, and hierarchical Bayesian inference methodologies from the perspective of constructing optimal mappings. These approaches are demonstrated on both simulated and experimentally acquired neural data sets to assess causal influences and track time-varying interactions among neural processes on a fine time scale.","1558-2256","","10.1109/JPROC.2014.2307888","National Science Foundation (NSF) under Grants; Air Force Office of Scientific Research (AFOSR); NSF; Department of Energy Computational Science Graduate Fellowship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6782438","BRAIN initiative;directed information;human brain project;loss function;minimax regret;optimal transport theory;point processes;prediction with expert advice;BRAIN initiative;directed information;human brain project;loss function;minimax regret;optimal transport theory;point processes;prediction with expert advice","Neuroscience;Statistical analysis;Complexity theory;Data analysis;Time series analysis;Loss measurement;Predictive models","Bayes methods;brain;data analysis;inference mechanisms;neurophysiology;statistical analysis","dynamic statistical analysis;succinct statistical analysis;neuroscientific recording technologies;brain function;neural processes;neuroscience data analysis;loss function methodologies;hierarchical Bayesian inference methodologies;time-varying interaction tracking","","11","","79","","2 Apr 2014","","","IEEE","IEEE Journals"
"Evaluation of high-resolution spectral estimation techniques in tissue thermal characterization under noisy broadband conditions","F. Gamino; I. Bazán; A. Ramírez; A. Ramos; C. Negreira","ESIME ZAC - Instituto Politécnico Nacional, México D.F., México; ESIME ZAC - Instituto Politécnico Nacional, México D.F., México; ESIME ZAC - Instituto Politécnico Nacional, México D.F., México; Ultrasonic Signals, Systems & Technologies Lab - Consejo Superior de Investigaciones Científicas, Madrid, España; Departamento de Materiales, Facultad de Ciencias, Universidad de la Republica, 11400 Montevideo, Uruguay","2013 Pan American Health Care Exchanges (PAHCE)","25 Jul 2013","2013","","","1","6","The spectral analysis techniques has been widely used to extract information about certain signals and the process in which those are generated. Ultrasonic (US) signal acquired from biological tissues are a particular case of that. Spectral analysis has been used to extract information from US signal related to biological tissue condition, mainly related with the internal scattering structure distribution and regularity. High-resolution spectral analysis techniques are applied to determine pathological characteristics that could indicate the presence of disease in the tissue. Some small changes in harmonics location could be drastically affected by the presence of noise in the analyzed signal. In this work, an evaluation of two parametric HR spectral analysis techniques is performed, first applied to signals acquired from a biological tissue phantom in a temperature range from 21°C to 45°C. A second evaluation was performed, considering simulated US signals, which were added with three different levels of SNR, and then they were analyzed with two parametric methods, which present variations in the error estimated for different noise level conditions. But the general behavior is a smaller error when noise decreases.","2327-817X","978-1-4673-6257-3","10.1109/PAHCE.2013.6568347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6568347","Spectral Analysis;ultrasonic inspection;noisy signals;thermal characterization","Phantoms;Medical services;Conferences;Couplings;Signal to noise ratio;IEEE catalog;Spectral analysis","biological tissues;biomedical ultrasonics;biothermics;diseases;error analysis;feature extraction;medical signal processing;phantoms;signal denoising;signal resolution;spectral analysis","high-resolution spectral estimation;tissue thermal characterization;noisy broadband conditions;information extraction;signal processing;ultrasonic signal acquisition;biological tissue condition;internal scattering structure distribution;internal scattering structure regularity;high-resolution spectral analysis;pathological characteristics;disease;harmonics location;signal analysis;parametric HR spectral analysis techniques;biological tissue phantom;error estimation;noise level conditions;temperature 21 degC to 45 degC","","","","9","","25 Jul 2013","","","IEEE","IEEE Conferences"
"Reference-free harmonic regression technique to remove EEG-fMRI ballistocardiogram artifacts","P. Krishnaswamy; G. Bonmassar; P. L. Purdon; E. N. Brown","Harvard-MIT Health Sciences and Technology, USA; Department of Radiology, USA; Department of Anesthesia, Critical Care & Pain Medicine Massachusetts General Hospital & Harvard Medical School, USA; Harvard-MIT Health Sciences and Technology, USA","2013 35th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","26 Sep 2013","2013","","","5426","5429","Obtaining high quality electroencephalogram (EEG) data simultaneously with functional MRI (fMRI) recordings is increasingly relevant for the study of cognitive and clinical brain states - as EEG-fMRI offers uniquely high spatiotemporal resolution imaging of brain activity. However, the utility of this technique is limited by ballistocardiogram (BCG) artifacts induced in the EEG by cardiac pulsation and head movement inside the magnetic field. In this paper, we introduce a novel model-based harmonic regression technique to remove BCG artifacts from EEG recorded in the MR scanner. Our technique uses physically motivated parametric models of the BCG artifact and the true EEG signal, and incorporates maximum likelihood approaches to identify model parameters, estimate and subtract the BCG from corrupted EEG measurements. We show that this method effectively removes BCG artifacts from EEG recorded in the MR scanner, restores simulated oscillatory signatures and enables over 20-fold improvement in SNR in bands of interest. Further, unlike common BCG removal techniques that rely on cardiac or motion reference signals, our approach is reference-free and thus is useful when reference signals are corrupted or difficult to acquire.","1558-4615","978-1-4577-0216-7","10.1109/EMBC.2013.6610776","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6610776","","Electroencephalography;Oscillators;Brain modeling;Harmonic analysis;Magnetic resonance imaging;Signal to noise ratio;Spectrogram","biomedical MRI;electroencephalography;maximum likelihood estimation;medical signal processing;regression analysis;spatiotemporal phenomena","cardiac signals;motion reference signals;EEG;BCG;maximum likelihood approaches;model-based harmonic regression;head movement;cardiac pulsation;ballistocardiogram;spatiotemporal resolution imaging;cognitive brain states;clinical brain states;fMRI;functional MRI;electroencephalogram;EEG-fMRI ballistocardiogram artifact removal;reference-free harmonic regression","Algorithms;Artifacts;Ballistocardiography;Electroencephalography;Humans;Image Processing, Computer-Assisted;Likelihood Functions;Magnetic Resonance Imaging;Regression Analysis","1","","13","","26 Sep 2013","","","IEEE","IEEE Conferences"
"MRI Restoration Using Edge-Guided Adversarial Learning","Y. Chai; B. Xu; K. Zhang; N. Lepore; J. C. Wood","Department of Biomedical Engineering, University of Southern California, Los Angeles, CA, USA; Department of Biomedical Engineering, University of Southern California, Los Angeles, CA, USA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA, USA; Department of Biomedical Engineering, University of Southern California, Los Angeles, CA, USA; Department of Biomedical Engineering, University of Southern California, Los Angeles, CA, USA","IEEE Access","14 May 2020","2020","8","","83858","83870","Magnetic resonance imaging (MRI) images acquired as multislice two-dimensional (2D) images present challenges when reformatted in orthogonal planes due to sparser sampling in the through-plane direction. Restoring the “missing” through-plane slices, or regions of an MRI image damaged by acquisition artifacts can be modeled as an image imputation task. In this work, we consider the damaged image data or missing through-plane slices as image masks and proposed an edge-guided generative adversarial network to restore brain MRI images. Inspired by the procedure of image inpainting, our proposed method decouples image repair into two stages: edge connection and contrast completion, both of which used general adversarial networks (GAN). We trained and tested on a dataset from the Human Connectome Project to test the application of our method for thick slice imputation, while we tested the artifact correction on clinical data and simulated datasets. Our Edge-Guided GAN had superior PSNR, SSIM, conspicuity and signal texture compared to traditional imputation tools, the Context Encoder and the Densely Connected Super Resolution Network with GAN (DCSRN-GAN). The proposed network may improve utilization of clinical 2D scans for 3D atlas generation and big-data comparative studies of brain morphometry.","2169-3536","","10.1109/ACCESS.2020.2992204","National Heart Lung and the Blood Institute; National Center for Research Resources; University of Southern California’s Center for High-Performance Computing; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9086007","Artifact correction;edge;generative adversarial network;image restoration;imputation;magnetic resonance imaging","Image edge detection;Image restoration;Magnetic resonance imaging;Two dimensional displays;Generators;Generative adversarial networks;Gallium nitride","biomedical MRI;brain;image resolution;image restoration;image segmentation;image texture;medical image processing;neurophysiology","edge-guided GAN;densely connected super resolution network;edge-guided adversarial learning;image inpainting;brain MRI images;edge-guided generative adversarial network;damaged image data;image imputation task;orthogonal planes;magnetic resonance imaging images;MRI restoration;clinical data;slice imputation","","","","65","CCBY","4 May 2020","","","IEEE","IEEE Journals"
"Towards input output non-linear modeling of the subthalamic nucleus using intranuclear recordings","K. P. Michmizos; K. S. Nikita; G. L. Tagaris; D. E. Sakas","Electrical and Computer Engineering Department, National Technical University of Athens, Greece; Electrical and Computer Engineering Department, National Technical University of Athens, Greece; G. Genimatas General Hospital, Athens, Greece; Evangelismos Hospital. Department of Neurosurgery, National & Kapodistrian University of Athens, Greece","2009 4th International IEEE/EMBS Conference on Neural Engineering","23 Jun 2009","2009","","","601","604","The subthalamic nucleus (STN) is a pivotal point of the basal ganglia function and dysfunction. Its crucial engagement with the neurosurgical procedure of deep brain stimulation (DBS) that alleviates medically intractable Parkinsonian tremor augments the need to refine our current understanding of it. Intranuclear recordings, received from a patient during surgery, are processed to acquire both local field potentials (LFPs) and the spiking activity of the cells inside the nucleus. Under the physiologically justified assumption that the LFPs constitute the input of the cells inside the nucleus whereas the spikes are the output, an input output system analysis of the STN is straightforward. Primary results show that a non-linear Hammerstein-Wiener model is able to simulate the STN output with a reasonable accuracy.","1948-3554","978-1-4244-2072-8","10.1109/NER.2009.5109368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5109368","Subthalamic Nucleus;Input Output Model;Intranuclear Recordings","Neurons;Basal ganglia;Satellite broadcasting;Neurosurgery;Surgery;Electrodes;Hospitals;Brain stimulation;Biomedical monitoring;Pulse generation","bioelectric potentials;brain;cellular biophysics;medical signal processing;neurophysiology;surgery","input output nonlinear modeling;subthalamic nucleus;intranuclear recordings;pivotal point;basal ganglia function;dysfunction;neurosurgical procedure;deep brain stimulation;medically intractable Parkinsonian tremor;surgery;local field potentials;spiking activity;cells;nonlinear Hammerstein-Wiener model","","4","","26","","23 Jun 2009","","","IEEE","IEEE Conferences"
"Hankel Matrix Nuclear Norm Regularized Tensor Completion for $N$-dimensional Exponential Signals","J. Ying; H. Lu; Q. Wei; J. Cai; D. Guo; J. Wu; Z. Chen; X. Qu","Department of Electronic Science, Fujian Provincial Key Laboratory of Plasma and Magnetic Resonance, Xiamen University, Xiamen, China; Department of Electronic Science, Fujian Provincial Key Laboratory of Plasma and Magnetic Resonance, Xiamen University, Xiamen, China; Department of Electronic Science, Fujian Provincial Key Laboratory of Plasma and Magnetic Resonance, Xiamen University, Xiamen, China; Department of Mathematics, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong; School of Computer and Information Engineering, Fujian Provincial University Key Laboratory of Internet of Things Application Technology, Xiamen University of Technology, Xiamen, China; School of Life Sciences, University of Science and Technology of China, Hefei, Anhui, China; Department of Electronic Science, Fujian Provincial Key Laboratory of Plasma and Magnetic Resonance, Xiamen University, Xiamen, China; Department of Electronic Science, Fujian Provincial Key Laboratory of Plasma and Magnetic Resonance, Xiamen University, Xiamen, China","IEEE Transactions on Signal Processing","16 May 2017","2017","65","14","3702","3717","Signals are generally modeled as a superposition of exponential functions in spectroscopy of chemistry, biology, and medical imaging. For fast data acquisition or other inevitable reasons, however, only a small amount of samples may be acquired, and thus, how to recover the full signal becomes an active research topic, but existing approaches cannot efficiently recover N-dimensional exponential signals with N ≥ 3. In this paper, we study the problem of recovering N-dimensional (particularly N ≥ 3) exponential signals from partial observations, and formulate this problem as a low-rank tensor completion problem with exponential factor vectors. The full signal is reconstructed by simultaneously exploiting the CANDECOMP/PARAFAC tensor structure and the exponential structure of the associated factor vectors. The latter is promoted by minimizing an objective function involving the nuclear norm of Hankel matrices. Experimental results on simulated and real magnetic resonance spectroscopy data show that the proposed approach can successfully recover full signals from very limited samples and is robust to the estimated tensor rank.","1941-0476","","10.1109/TSP.2017.2695566","National Natural Science Foundation of China; Natural Science Foundation of Fujian Province of China; Fundamental Research Funds for the Central Universities; Hong Kong Research Grant Council; Important Joint Research Project on Major Diseases of Xiamen City; Strategic Priority Research Program of the Chinese Academy of Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7903737","Tensor completion;exponential signal;Hankel matrix;low rank;spectroscopy;NMR","Tensile stress;Spectroscopy;Nuclear magnetic resonance;Image reconstruction;Frequency-domain analysis;Compressed sensing;Minimization","biomedical MRI;matrix algebra;medical signal processing;signal reconstruction","Hankel matrix nuclear norm regularized tensor completion;n-dimensional exponential signals;data acquisition;low-rank tensor completion problem;signal reconstruction;magnetic resonance spectroscopy data","","37","","67","","18 Apr 2017","","","IEEE","IEEE Journals"
"A Movable Phantom Design for Quantitative Evaluation of Motion Correction Studies on High Resolution PET Scanners","O. V. Olesen; C. Svarer; M. Sibomana; S. H. Keller; S. Holm; J. A. Jensen; F. Andersen; L. Højgaard","Siemens Healthcare, Ballerup, Denmark; Neurobiology Research Unit, Rigshospitalet, Copenhagen University Hospital, University of Copenhagen, Denmark; Department of Clinical Physiology, Nuclear Medicine & PET, Rigshospitalet, Copenhagen University Hospital, University of Copenhagen, Denmark; Department of Clinical Physiology, Nuclear Medicine & PET, Rigshospitalet, Copenhagen University Hospital, University of Copenhagen, Denmark; Department of Clinical Physiology, Nuclear Medicine & PET, Rigshospitalet, Copenhagen University Hospital, University of Copenhagen, Denmark; Department of Electrical Engineering, Technical University of Denmark, Denmark; Department of Clinical Physiology, Nuclear Medicine & PET, Rigshospitalet, Copenhagen University Hospital, University of Copenhagen, Denmark; Department of Clinical Physiology, Nuclear Medicine & PET, Rigshospitalet, Copenhagen University Hospital, University of Copenhagen, Denmark","IEEE Transactions on Nuclear Science","14 Jun 2010","2010","57","3","1116","1124","Head movements during brain imaging using high resolution positron emission tomography (PET) impair the image quality which, along with the improvement of the spatial resolution of PET scanners, in general, raises the importance of motion correction. Here, we present a new design for an automatic, movable, mechanical PET phantom to simulate patients' head movements while being scanned. This can be used for evaluating motion correction methods. A low-cost phantom controlled by a rotary stage motor was built and tested for axial rotations of 1°-10° with the multiple acquisition frame method. The phantom is able to perform stepwise and continuous axial rotations with submillimeter accuracy, and the movements are repeatable. The scans were acquired on the high resolution research tomograph dedicated brain scanner. The scans were reconstructed with the new 3-D ordered subset expectation maximization algorithm with modeling of the point spread function (3DOSEM-PSF), and they were corrected for motions based on external tracking information using the Polaris Vicra real-time stereo motion-tracking system. The new automatic, movable phantom has a robust design and is a potential quality assessment tool for the development and evaluation of future motion correction methods.","1558-1578","","10.1109/TNS.2010.2043369","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5485119","High Resolution Research Tomograph (HRRT);motion compensation;phantom;positron emission tomography (PET)","Imaging phantoms;Positron emission tomography;Spatial resolution;Head;High-resolution imaging;Image resolution;Image quality;Brain modeling;Automatic control;Testing","brain;image motion analysis;image reconstruction;medical image processing;optimisation;phantoms;positron emission tomography","movable phantom design;motion correction studies;high-resolution PET scanners;head movements;brain imaging;positron emission tomography;spatial resolution;low-cost phantom;rotary stage motor;continuous axial rotations;brain scanner;image reconstruction;3D ordered subset expectation maximization algorithm;point spread function;external tracking information;Polaris Vicra real-time stereo motion-tracking system","","6","","23","","14 Jun 2010","","","IEEE","IEEE Journals"
