"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Hybrid modeling for testing intelligent software for Lunar-Mars closed life support","J. T. Malin","Div. of Autom., Robotics & Simulation, NASA Johnson Space Center, Houston, TX, USA","Proceedings of the Second International Conference on Intelligent Processing and Manufacturing of Materials. IPMM'99 (Cat. No.99EX296)","6 Aug 2002","1999","1","","5","10 vol.1","Intelligent software is being developed for closed life support systems with biological components, for human exploration of the moon and Mars. The intelligent software functions include planning/scheduling, reactive discrete control and sequencing, management of continuous control, and fault detection, diagnosis, and management of failures and errors. The CONFIG modeling and simulation tool has been used to model components and systems involved in production and transfer of oxygen and carbon dioxide gas in a plant growth chamber and between that chamber and a habitation chamber with physico-chemical systems for gas processing. CONFIG is a multi-purpose discrete event simulation tool that integrates all four types of models, for use throughout the engineering and operations life cycle. Within CONFIG, continuous algebraic quantitative models are used within an abstract discrete event qualitative modeling framework of component modes and activity phases. Component modes and activity phases are embedded in transition digraphs. Flows and flow reconfigurations are efficiently analyzed during simulations. Modeled systems for the Life Support Testbed have included biological plants and crew members, oxygen concentrators and an oxygen transfer control subsystem, and injectors and flow controllers in a carbon dioxide control subsystem. To test the discrete control software, some elements of the lower level control layer and higher level planning layer of the intelligent software architecture are modeled, using CONFIG activity models. CONFIG simulations show effects of events on a system, including control action or failures, local and remote effects, and behavioral and functional effects, the time course of effects, and how effects may be detected. The CONFIG models are interfaced to the discrete control software layer and used to perform dynamic interactive testing of the software in nominal and off-nominal scenarios.","","0-7803-5489-3","10.1109/IPMM.1999.792447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=792447","","Software testing;Biological system modeling;Biological control systems;Carbon dioxide;Discrete event simulation;Software performance;Humans;Moon;Mars;Fault detection","discrete event simulation;intelligent control;program testing;biocontrol;discrete systems;fault diagnosis;chemical variables control;aerospace control","Lunar-Mars closed life support;intelligent software;hybrid modeling;biological components;human exploration;moon;planning;scheduling;reactive discrete control;sequencing;continuous control;fault detection;CONFIG modeling and simulation tool;plant growth chamber;habitation chamber;physico-chemical systems;gas processing;multi-purpose discrete event simulation tool;operations life cycle;engineering life cycle;continuous algebraic quantitative models;abstract discrete event qualitative modeling framework;component modes;activity phases;transition digraphs;flow reconfigurations;Life Support Testbed;crew members;oxygen concentrators;oxygen transfer control subsystem;flow controllers;carbon dioxide control subsystem;discrete control software;dynamic interactive testing","","","","11","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Transfer of Coordination Skill to the Unpracticed Hand in Immersive Environments","S. Xiao; X. Ye; Y. Guo; B. Gao; J. Long","Jinan University,College of Information Science and Technology,Guangzhou,China,510640; Jinan University,College of Information Science and Technology,Guangzhou,China,510640; Jinan University,College of Information Science and Technology,Guangzhou,China,510640; Jinan University,College of Information Science and Technology,Guangzhou,China,510640; Jinan University,College of Information Science and Technology,Guangzhou,China,510640","2020 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)","11 May 2020","2020","","","258","265","Physical practice with one hand results in performance gains of the other (un-practiced) hand in a unilateral motor task. Yet how it induces performance gains of interlimb coordination in the bimanual movements between trained limb and the opposite, untrained limb is unclear. The present study designed a game-like interactive system for physical practice, in which an avatar’s hands could be controlled itself or by the subject during a bimanual movement task in an immersive virtual reality environment. Participants practiced with the bimanual task by simultaneously drawing non-symmetric three-sided squares (e.g., U and C) to learn limb coordination with the following training strategies: (1) performing and seeing a bimanual task (BH-BH); (2) performing a unimanual task with right hand and seeing a bimanual action (RH-BH); (3) not performing a task but seeing a bimanual action (noH-BH); (4) performing and seeing a unimanual task (RH-RH). We found that the learning performance was better after BH-BH and RH-BH compared with other training strategies. In addition, we examined the effects of virtual hand representations on the learning performance after RH-BH. We found that the performance after training was increased with the realism level of virtual hands. These findings suggest that the proposed approach of RH-BH with realistic virtual hand would result in transfer of coordination skill to the unpracticed hand, which puts forward a new approach for learning and rehabilitation of coordination skill in patients with unilateral motor deficit in immersive environments.","2642-5254","978-1-7281-5608-8","10.1109/VR46266.2020.00045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9089455","Avatar hands;bimanual movement;coordination skill;virtual reality","Training;Task analysis;Visualization;Thumb;Shape;Virtual reality","","","","","","27","","11 May 2020","","","IEEE","IEEE Conferences"
"Policy Transfer from Simulation to Real World for Autonomous Control of an Omni Wheel Robot","Y. Ushida; H. Razan; T. Sakuma; S. Kato","Nagoya Institute of Technology,Graduate School of Engineering; Nagoya Institute of Technology,Graduate School of Engineering; Nagoya Institute of Technology,Graduate School of Engineering; Nagoya Institute of Technology,Graduate School of Engineering","2020 IEEE 9th Global Conference on Consumer Electronics (GCCE)","21 Dec 2020","2020","","","952","953","We aim to develop an autonomous mobile robot which supports workers in warehouse to reduce their burden. The robot acquire state-action policy to avoid obstacles and reach a destination by reinforcement learning using LiDAR sensor. In case of real-world application of reinforcement learning, the policy learned previously under simulation environment are generally diverted to real robots because of uncertainties that is unexpected under simulation environment, for example, friction, sensor noise and so on. In this paper, we proposed a method to refine action control of an omni wheel robot by transfer learning on real environment to deal with this problem. We conduct the experiment of searching the route for reaching a goal on real environment using transfer learning's results and verify the effectiveness of the policy acquired.","2378-8143","978-1-7281-9802-6","10.1109/GCCE50665.2020.9291969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9291969","Reinforcement Learning;Transfer Learning;Lidar sensor","Uncertainty;Laser radar;Friction;Wheels;Reinforcement learning;Robot sensing systems;Mobile robots","collision avoidance;learning (artificial intelligence);mobile robots","policy transfer;autonomous control;omni wheel robot;autonomous mobile robot;robot acquire state-action policy;reinforcement learning;LiDAR sensor;simulation environment;sensor noise;action control;transfer learning","","","","4","","21 Dec 2020","","","IEEE","IEEE Conferences"
"On-line simultaneous learning and recognition of everyday activities from virtual reality performances","T. Bates; K. Ramirez-Amaro; T. Inamura; G. Cheng","Institute for Cognitive Systems, Technical University of Munich, Arcisstraße 21, 80333 Munich Germany; Institute for Cognitive Systems, Technical University of Munich, Arcisstraße 21, 80333 Munich Germany; National Institute of Informatics, 2 Chome-2-1-2 Hitotsubashi, Chiyodaku, Tokyo 100-0003, Japan; Institute for Cognitive Systems, Technical University of Munich, Arcisstraße 21, 80333 Munich Germany","2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","14 Dec 2017","2017","","","3510","3515","Capturing realistic human behaviors is essential to learn human models that can later be transferred to robots. Recent improvements in virtual reality (VR) head-mounted displays provide a viable way to collect natural examples of human behavior without the difficulties often associated with capturing performances in a physical environment. We present a realistic, cluttered, VR environment for experimentation with household tasks paired with a semantic extraction and reasoning system able to utilize data collected in real-time and apply ontology-based reasoning to learn and classify activities performed in VR. The system performs continuous segmentation of the motions of users' hands and simultaneously classifies known actions while learning new ones on demand. The system then constructs a graph of all related activities in the environment through its observations, extracting the task space utilized by observed users during their performance. The action recognition and learning system was able to maintain a high degree of accuracy of around 92% while dealing with a more complex and realistic environment compared to earlier work in both physical and virtual spaces.","2153-0866","978-1-5386-2682-5","10.1109/IROS.2017.8206193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8206193","","Motion segmentation;Training;Cognition;Avatars;Semantics","helmet mounted displays;image recognition;learning (artificial intelligence);ontologies (artificial intelligence);virtual reality","virtual reality performances;realistic human behaviors;human models;robots;virtual reality head;human behavior;physical environment;VR environment;household tasks;semantic extraction;reasoning;continuous segmentation;task space;observed users;action recognition;learning system;complex environment;realistic environment;physical spaces;virtual spaces;on-line simultaneous learning","","10","","14","","14 Dec 2017","","","IEEE","IEEE Conferences"
"A Model for Sensorimotor Affordances in Virtual Reality Environments","U. Meyer; S. Draheim; K. von Luck","CSTI, Hamburg University of Applied Sciences, Hamburg, Germany; CSTI, Hamburg University of Applied Sciences, Hamburg, Germany; CSTI, Hamburg University of Applied Sciences, Hamburg, Germany","2019 11th International Conference on Virtual Worlds and Games for Serious Applications (VS-Games)","14 Oct 2019","2019","","","1","4","Study results on virtual reality (VR) environment properties and their impact on presence have been contradictory. And due to the media specificity of VR, which includes place illusion, rules for environment design cannot directly be transferred from 3D computer games or stereoscopic film to VR. This study develops a model for VR environments based on Mel Slater's observation that place illusion in VR is caused by the use of sensorimotor contingencies (SMC). It defines properties of the environment which provide action possibilities for SMC as sensorimotor affordances (SMA). SMC and SMA form a bidirectional feedback loop of perception. This model helps to clarify former contradictory study results on VR environments, and also provides the basis for a framework of preceptual design rules for VR environments.","2474-0489","978-1-7281-4540-2","10.1109/VS-Games.2019.8864514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8864514","Virtual reality;virtual environment;illusion;sensorimotor contingencies;affordances;perceptual design","Robot sensing systems;Optical sensors;Optical feedback;Real-time systems;Media;Rendering (computer graphics);Optical imaging","social aspects of automation;virtual reality","sensorimotor affordances;virtual reality environments;place illusion;sensorimotor contingencies;VR media specificity;sensory distortion","","","","20","","14 Oct 2019","","","IEEE","IEEE Conferences"
"Energy-optimal electrical excitation of nerve fibers","S. Jezernik; M. Morari","Autom. Control Lab., Swiss Fed. Inst. of Technol., Zurich, Switzerland; Autom. Control Lab., Swiss Fed. Inst. of Technol., Zurich, Switzerland","IEEE Transactions on Biomedical Engineering","21 Mar 2005","2005","52","4","740","743","We derive, based on an analytical nerve membrane model and optimal control theory of dynamical systems, an energy-optimal stimulation current waveform for electrical excitation of nerve fibers. Optimal stimulation waveforms for nonleaky and leaky membranes are calculated. The case with a leaky membrane is a realistic case. Finally, we compare the waveforms and energies necessary for excitation of a leaky membrane in the case where the stimulation waveform is a square-wave current pulse, and in the case of energy-optimal stimulation. The optimal stimulation waveform is an exponentially rising waveform and necessitates considerably less energy to excite the nerve than a square-wave pulse (especially true for larger pulse durations). The described theoretical results can lead to drastically increased battery lifetime and/or decreased energy transmission requirements for implanted biomedical systems.","1558-2531","","10.1109/TBME.2005.844050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1408131","","Nerve fibers;Biomembranes;Extracellular;Optimal control;Prosthetics;Electrical stimulation;Conductivity;Automatic control;Biomedical electrodes;Analytical models","neurophysiology;bioelectric potentials;biomembranes;waveform analysis;prosthetics;physiological models","energy-optimal electrical excitation;nerve fibers;analytical nerve membrane model;optimal control theory;leaky membrane;nonleaky membrane;square-wave current pulse;increased battery lifetime;decreased energy transmission requirements;implanted biomedical systems","Action Potentials;Cell Membrane;Computer Simulation;Dose-Response Relationship, Radiation;Electric Stimulation;Electromagnetic Fields;Energy Transfer;Membrane Potentials;Models, Neurological;Nerve Fibers;Radiation Dosage;Synaptic Transmission","37","3","7","","21 Mar 2005","","","IEEE","IEEE Journals"
"A Novel Three Leg Inverter for High Power Hybrid Inductive and Capacitive Wireless Power Transfer System","D. Vincent; P. S. Huynh; S. S. Williamson","University of Ontario-Institute of Technology,Faculty of Engineering and Applied Science,Department of Electrical, Computer, and Software Engineering,Oshawa,ON,Canada,L1G 0C5; University of Ontario-Institute of Technology,Faculty of Engineering and Applied Science,Department of Electrical, Computer, and Software Engineering,Oshawa,ON,Canada,L1G 0C5; University of Ontario-Institute of Technology,Faculty of Engineering and Applied Science,Department of Electrical, Computer, and Software Engineering,Oshawa,ON,Canada,L1G 0C5","IECON 2019 - 45th Annual Conference of the IEEE Industrial Electronics Society","9 Dec 2019","2019","1","","1544","1548","A novel topology for hybrid wireless power transfer (HPT), which uses both capacitive and inductive action, for electric vehicle charging is proposed in this paper. A three leg inverter topology is used for HPT. Two legs of the inverter, switched at 85 kHz, are used for inductive wireless power transfer (IPT) and the third leg, switched at 1 MHz, is used for capacitive wireless power transfer (CPT). Mixed switching frequency operation of the converter, is the novelty in proposed topology. Series-series compensation is used for IPT and dual LC compensation is used in CPT. The effectiveness of the proposed topology is simulated for a power level of 1 kW. IPT contributes to twice the power transfer than that of CPT.","2577-1647","978-1-7281-4878-6","10.1109/IECON.2019.8927761","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8927761","battery chargers;coupling circuits;electric vehicles;electromagnetic interference;inductive and capacitive charging;resonant;reactive power;wireless power transmission","Switches;Legged locomotion;Inverters;Wireless power transfer;Topology;Bridge circuits","electric vehicle charging;inductive power transmission;invertors;switching convertors","novel three leg inverter;high power hybrid inductive;capacitive wireless power transfer system;hybrid wireless power transfer;HPT;capacitive action;inductive action;electric vehicle charging;leg inverter topology;inductive wireless power transfer;IPT;CPT;mixed switching frequency operation;series-series compensation;power level;twice the power transfer;frequency 85.0 kHz;frequency 1.0 MHz;power 1.0 kW","","","","13","","9 Dec 2019","","","IEEE","IEEE Conferences"
"Simulation Analysis of Water Resource System in Henan Province China Affected by the South-to-North Water Transfer","N. Chen; L. Cao; Y. Wang","North China Inst. of Water Conservancy & Hydroelectric Power, Zhengzhou, China; North China Inst. of Water Conservancy & Hydroelectric Power, Zhengzhou, China; North China Inst. of Water Conservancy & Hydroelectric Power, Zhengzhou, China","2009 3rd International Conference on Bioinformatics and Biomedical Engineering","14 Jul 2009","2009","","","1","6","Under the water resource circumstances of Henan province China is gradually austere situation, South-to-North water transfer can betterly improves Henan's condition lack for water, in order to analysis its influencing degree, the system dynamics model of water resource is founded based on water resource sustainable development idea and system dynamics theory. System dynamics(SD) can settled complex system problems and be good at the periodic, long-term and nonlinear problems, and it fit to deal with the short data and low precision problems. The SD system action is found based on the reciprocity of factors in house system, and it assumes that the change of exterior environment can't gives system action essential affect and internal system factors can't control system action. The result of system simulation shows the influence of South-to-North transfer is important to Henan's water resources balance of supply and demand, water utilization structure, water absence structure and ensurance probabilities of water supply.","2151-7622","978-1-4244-2901-1","10.1109/ICBBE.2009.5163389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5163389","","Water resources;Analytical models;Water conservation;Nonlinear dynamical systems;Computational modeling;Control system synthesis;Computer simulation;Power system modeling;Sustainable development;Supply and demand","water resources;water supply","water resource;Henan province;China;South-to-North water transfer;system dynamics theory;sustainable development;internal system factors;supply and demand;water utilization structure;water absence structure;ensurance probabilities;water supply;house system;exterior environment;system action essential affect","","","","7","","14 Jul 2009","","","IEEE","IEEE Conferences"
"Research on the relationship between skin burn and action time","L. Qiu; C. Wang","School of environment and energy engineering, Beijing University of Civil Engineering and Architecture, Beijing, China; School of Xiangya Medical School, Central South University, Hunan, China","Proceedings 2011 International Conference on Human Health and Biomedical Engineering","26 Sep 2011","2011","","","1201","1203","To discusses the rule of heat transfer during the skin burns and the relationship between the depth of skin burns and action time, this paper used the heat transfer theory to set up the skin burns heat conclude model of one-dimension unsteady state infinite objects. By the MATLAB software, the skin burns process temperature distribution has been numerical calculated. The simulated gave the affected rules of the burn temperature distribution with the effect factors such as burning time, primary temperature, hot medium temperature, skin tissues thermal diffusion rates and the relationship among skin tissues damaged position and duration. This simulation could show the temperature of skin layer changed with skin burns depth, it is the help to predict and evaluate the burn level, making a prognosis and give treatment for the skin injure.","","978-1-61284-726-9","10.1109/HHBE.2011.6029043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6029043","burn;skin injure;heat transfer;simulation","Skin;Temperature distribution;Heat transfer;Mathematical model;Surface treatment;Heating","biothermics;heat transfer;injuries;skin","skin burn;action time;heat transfer;1D unsteady state infinite objects;MATLAB software;temperature distribution;skin injury","","1","","6","","26 Sep 2011","","","IEEE","IEEE Conferences"
"Towards Evaluating the Effects of Stereoscopic Viewing and Haptic Interaction on Perception-Action Coordination","D. Brickler; S. V. Babu; J. Bertrand; A. Bhargava",Clemson University; Clemson University; Clemson University; Clemson University,"2018 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)","30 Aug 2018","2018","","","1","516","This paper details the results of an initial empirical evaluation conducted to examine how stereoscopic viewing and haptic feedback affects fine motor actions in a pick-and-place task, similar to the peg transfer task in an FLS training curriculum for laproscopic sugical training. In a between subjects experiment, we examined the effect of stereoscopic viewing and simulated tactile feedback during the fine motor actions of a participants' actions in the near field on the number of collisions and time to complete the task. We found that stereo and haptic feedback contributed to the effectiveness of task performance in different ways. Specifically, we found that the mean time to complete the trials was significantly higher in the abcense of tactile feedback as compared to when it was present, and the mean number of collisions was significantly higher in the presence of stereo as compared to when it was absent.","","978-1-5386-3365-6","10.1109/VR.2018.8446227","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8446227","3D Interaction [Haptics]: Human-Computer Interaction-Perception-Action Coordination","Haptic interfaces;Task analysis;Stereo image processing;Three-dimensional displays;Solid modeling;Electronic mail;Performance evaluation","computer based training;feedback;haptic interfaces;medical image processing;stereo image processing;surgery","stereoscopic viewing;haptic feedback;fine motor actions;peg transfer task;FLS training curriculum;laproscopic sugical training;tactile feedback;stereo feedback;task performance;haptic interaction;perception-action coordination;empirical evaluation;pick-and-place task","","1","","3","","30 Aug 2018","","","IEEE","IEEE Conferences"
