"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic Micro-Expression Recognition Using Knowledge Distillation","B. Sun; S. Cao; D. Li; J. He; L. Yu","College of Information Science and Technology, Beijing Normal University, 47836 Beijing, Beijing China (e-mail: tosunbo@bnu.edu.cn); College of Information Science and Technology, Beijing Normal University, 47836 Beijing, Beijing China (e-mail: 201521210045@mail.bnu.edu.cn); CAEP software center for high performance numerical simulation, China. (e-mail: 201621210017@mail.bnu.edu.cn); College of Information Science and Technology, Beijing Normal University, 47836 Beijing, Beijing China (e-mail: hejun@bnu.edu.cn); College of Information Science and Technology, Beijing Normal University, 47836 Beijing, Beijing China (e-mail: yulejun@bnu.edu.cn)","IEEE Transactions on Affective Computing","","2020","PP","99","1","1","Micro-expression is a spontaneous expression that occurs when a person tries to mask his or her inner emotion, and can neither be forged nor suppressed. It is a kind of short-duration, low-intensity, and usually local-motion facial expression. However, owing to these characteristics of micro-expression, it is difficult to obtain micro-expression data, which is the bottleneck of applying deep learning methods to micro-expression recognition. In addition, micro-expression is still a type of expression, and it can also be encoded by the facial action coding system. Therefore, there is a certain correlation between action unit recognition and micro-expression recognition. Addressing those, we propose a novel knowledge transfer technique distills and transfers knowledge from action unit for micro-expression recognition, where knowledge from a pre-trained deep teacher neural network is distilled and transferred to a shallow student neural network. Specifically, a teacher-student correlative framework is designed with a novel objective function. And features extracted from the teacher network is used as prior knowledge to guide the student part to efficiently learning from the target micro-expression dataset. Experiments are conducted on four available published micro-expression datasets (SMIC2, CASME, CASME II and SAMM). The experimental results show that our model outperforms the state-of-the-art systems","1949-3045","","10.1109/TAFFC.2020.2986962","Natural Science Foundation of Beijing Municipality; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9064925","Micro-expression recognition;Knowledge distillation;Face action unit;Deep learning","Feature extraction;Gold;Neural networks;Face;Machine learning;Encoding;Knowledge engineering","","","","1","","","","13 Apr 2020","","","IEEE","IEEE Early Access Articles"
"Molten Metal Jets Formation in the Cathode Spot of a Vacuum Arc","M. A. Gashkov; G. A. Mesyats; I. V. Uimanov; N. M. Zubarev","Institute of Electrophysics, Ural Branch of the Russian Academy of Sciences, Ekaterinburg, Russia; Russian Academy of Sciences, Lebedev Physical Institute, Moscow, Russia; Institute of Electrophysics, Ural Branch of the Russian Academy of Sciences, Ekaterinburg, Russia; Russian Academy of Sciences, Lebedev Physical Institute, Moscow, Russia","IEEE Transactions on Plasma Science","5 Aug 2019","2019","47","8","3456","3461","We have theoretically studied the molten metal jets formation during an operation of vacuum arc discharge for a wide range of crater sizes for near-threshold electric currents. At the initial stage of crater formation, a liquid-metal rim forms on the cathode surface under the action of the cathode spot plasma pressure. This process has been numerically simulated in the framework of the 2-D axisymmetric heat and mass transfer problem in the approximation of viscous incompressible liquid. At the next stage, jets form due to the loss of axial symmetry of the rim (the problem becomes essentially 3-D). The development of the Rayleigh-Plateau (RP) and Rayleigh-Taylor instabilities of the rim are analyzed in terms of dispersion relations for surface waves. It is shown that maximum increments correspond to the capillary instability of the RP type. The calculated time of rim formation and that of its breakup into jets have been demonstrated to be comparable. The analysis of rim perturbation spectrum has allowed to estimate probable number of liquid-metal jets.","1939-9375","","10.1109/TPS.2019.2906396","Russian Foundation for Basic Research; Ural Branch, Russian Academy of Sciences; RAS Presidium Program no. 11; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8683992","Arc discharges;cathodes;hydrodynamics;modeling;vacuum arcs","Cathodes;Liquids;Metals;Vacuum arcs;Perturbation methods;Numerical models;Integrated circuits","cathodes;dispersion relations;flow instability;heat transfer;jets;liquid metals;mass transfer;numerical analysis;plasma pressure;Rayleigh-Taylor instability;vacuum arcs","molten metal jets formation;vacuum arc discharge;crater sizes;near-threshold electric currents;crater formation;cathode surface;cathode spot plasma pressure;mass transfer problem;viscous incompressible liquid;rim formation;liquid-metal jets;liquid-metal rim;heat transfer;dispersion relations;surface waves;capillary instability;Rayleigh-Taylor instabilities;Rayleigh-Plateau instabilities","","5","","44","","9 Apr 2019","","","IEEE","IEEE Journals"
"“Good Robot!”: Efficient Reinforcement Learning for Multi-Step Visual Tasks with Sim to Real Transfer","A. Hundt; B. Killeen; N. Greene; H. Wu; H. Kwon; C. Paxton; G. D. Hager","The Johns Hopkins University, Baltimore, MD, USA; The Johns Hopkins University, Baltimore, MD, USA; The Johns Hopkins University, Baltimore, MD, USA; The Johns Hopkins University, Baltimore, MD, USA; The Johns Hopkins University, Baltimore, MD, USA; NVIDIA, Seattle, USA; The Johns Hopkins University, Baltimore, MD, USA","IEEE Robotics and Automation Letters","27 Aug 2020","2020","5","4","6724","6731","Current Reinforcement Learning (RL) algorithms struggle with long-horizon tasks where time can be wasted exploring dead ends and task progress may be easily reversed. We develop the SPOT framework, which explores within action safety zones, learns about unsafe regions without exploring them, and prioritizes experiences that reverse earlier progress to learn with remarkable efficiency. The SPOT framework successfully completes simulated trials of a variety of tasks, improving a baseline trial success rate from 13% to 100% when stacking 4 cubes, from 13% to 99% when creating rows of 4 cubes, and from 84% to 95% when clearing toys arranged in adversarial patterns. Efficiency with respect to actions per trial typically improves by 30% or more, while training takes just 1-20 k actions, depending on the task. Furthermore, we demonstrate direct sim to real transfer. We are able to create real stacks in 100% of trials with 61% efficiency and real rows in 100% of trials with 59% efficiency by directly loading the simulation-trained model on the real robot with no additional real-world fine-tuning. To our knowledge, this is the first instance of reinforcement learning with successful sim to real transfer applied to long term multi-step tasks such as block-stacking and row-making with consideration of progress reversal. Code is available at https://github.com/jhu-lcsr/good_robot.","2377-3766","","10.1109/LRA.2020.3015448","NSF NRI; Office of Naval Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9165109","Computer vision for other robotic applications;deep learning in grasping and manipulation;reinforcement learning","Task analysis;Learning (artificial intelligence);Robot sensing systems;Stacking;Training;Grasping","control engineering computing;learning (artificial intelligence);robot vision","robot;multistep visual tasks;SPOT framework;action safety zones;adversarial patterns;reinforcement learning","","1","","44","IEEE","11 Aug 2020","","","IEEE","IEEE Journals"
"DDPG-Based Decision-Making Strategy of Adaptive Cruising for Heavy Vehicles Considering Stability","M. Sun; W. Zhao; G. Song; Z. Nie; X. Han; Y. Liu","State Key Laboratory of Automotive Simulation and Control, Jilin University, Changchun, China; State Key Laboratory of Automotive Simulation and Control, Jilin University, Changchun, China; State Key Laboratory of Automotive Simulation and Control, Jilin University, Changchun, China; Department of Transportation Engineering, Kunming University of Science and Technology, Kunming, China; State Key Laboratory of Automotive Simulation and Control, Jilin University, Changchun, China; State Key Laboratory of Automotive Simulation and Control, Jilin University, Changchun, China","IEEE Access","6 Apr 2020","2020","8","","59225","59246","The decision-making system of intelligent vehicles is the core component of an advanced driving system for both passenger vehicles and commercial vehicles. Finding ways to improve decision-making strategies to suit the complex and unfamiliar environments is a standing problem for traditional rule-based methods. This paper proposes a semi-rule-based decision-making strategy for heavy intelligent vehicles based on the Deep Deterministic Policy Gradient algorithm. Firstly, according to the car-following characteristics, the problems of high dimensions and a large amount of data in vehicle action space and state space are solved by dimension reduction and interval reduction to accelerate the training process. Subsequently, an accurate three-axle vehicle load model is established to calculate the load transfer rate value and carry out active control to increase the roll stability of heavy vehicles at high-speed corners. Furthermore, the Deep Deterministic Policy Gradient algorithm is developed based on the reward function and update function to achieve adaptive cruise control objectives for heavy vehicles on different curvature roads. Finally, the effectiveness and robustness of the algorithm are verified through simulation experiments.","2169-3536","","10.1109/ACCESS.2020.2982702","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9044846","Adaptive cruise control;autonomous driving control system;decision-making algorithm;deep reinforcement learning;heavy vehicle;vehicle stability","Decision making;Training;Aerospace electronics;Stability analysis;Space vehicles;Reinforcement learning","adaptive control;axles;decision making;gradient methods;learning (artificial intelligence);mobile robots;road vehicles;stability;vehicle dynamics;velocity control","rule-based methods;heavy intelligent vehicles;deep deterministic policy gradient algorithm;three-axle vehicle load model;adaptive cruise control objectives;DDPG-based decision-making strategy;advanced driving system;passenger vehicles;training process;deep reinforcement learning;vehicle stability;autonomous driving control system","","","","46","CCBY","23 Mar 2020","","","IEEE","IEEE Journals"
"Spin-Transfer-Driven Dynamics of Magnetic Vortices and Antivortices in Dots With Crystalline Cubic Anisotropy","A. Janutka; P. Gawroński","Department of Theoretical Physics, Faculty of Fundamental Problems of Technology, Wroclaw University of Science and Technology, Wrocław, Poland; Faculty of Physics and Applied Computer Science, AGH University of Science and Technology, Krakow, Poland","IEEE Transactions on Magnetics","24 Oct 2017","2017","53","11","1","6","We study the magnetization dynamics of a vortex- or antivortex-containing nanodot driven by an out-of-plane polarized electric current within micromagnetic simulations. The dot is an ultra-thin structure created using a material with strong crystalline cubic anisotropy. It is in-plane ordered with an effective fourfold anisotropy. In the case of the antivortex, we consider astroid-shaped dots, while in the case of the vortex, the circular dots and the astroid-shaped ones. Unlike in the soft-magnetic dots, the vortex (antivortex) textures in thin layers with sufficiently strong fourfold anisotropy consist of four closure domains independent of the dot shape. The magnetization in the domain walls (DWs) deviates from the dot plane under the action of the out-of-plane polarized electric current normal to the dot, which drives the DW propagation-a rotation of the texture around the vortex (antivortex) center. The DW velocity is dependent on the distance from the vortex (antivortex) core; thus, the DWs deform under the current creating a fourfold spiral shape. For sufficiently hard cubic magnets, we find a regime of the oscillatory dynamics of the dot [a cyclic switching between the spiral state and the closure-domain vortex (antivortex) state]. For softer magnets, we consider a spin-transfer-driven fast magnetization reversal of the vortex state mediated by the creation of the spiral state.","1941-0069","","10.1109/TMAG.2017.2710308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7937928","Magnetic domain wall (DW);magnetic vortex;spin-transfer oscillator","Magnetization;Perpendicular magnetic anisotropy;Oscillators;Magnetic cores;Magnetic tunneling;Anisotropic magnetoresistance","magnetic anisotropy;magnetic domain walls;magnetic switching;magnetisation;magnetisation reversal;nanomagnetics;nanostructured materials;soft magnetic materials;spin polarised transport;vortices","softer magnets;vortex state;spin-transfer-driven dynamics;magnetic vortices;magnetization dynamics;antivortex-containing nanodot;out-of-plane polarized electric current;astroid-shaped dots;circular dots;soft-magnetic dots;oscillatory dynamics;magnetization reversal;magnetic antivortices;crystalline cubic anisotropy;domain walls","","1","","34","Traditional","1 Jun 2017","","","IEEE","IEEE Journals"
"Fractional-order model reference adaptive controller design using a modified MIT rule and a feed-forward action for a DC-DC boost converter stabilization","K. Bouziane; A. Djouambi; S. Ladaci","Department of Electronics, University of Oum El-Bouaghi Oum El-Bouaghi 04000, Algeria; Department of Electronics, University of Oum El-Bouaghi Oum El-Bouaghi 04000, Algeria; Department of E. E. A, National Polytechnic School of Constantine Nouvelle ville Ali Mendjli, Constantine, Algeria","2017 5th International Conference on Electrical Engineering - Boumerdes (ICEE-B)","14 Dec 2017","2017","","","1","6","A design of a feed-forward-based fractional-order model reference adaptive control (FO-MRAC) compensator using a modified MIT rule to control a DC-DC boost converter is presented in this work. As the plant is non-minimum phase, an implementation of the so-called parallel feed-forward configuration is required to make the plant satisfy ASPR (almost strictly positive real) conditions that in turn, allows robustness properties against variation of plant parameters to be achieved. With a predesigned PI controller and fractional calculus properties the augmented plant is forced by the FO-MRAC algorithm to follow the model output in spite of load variation. Simulation results confirm the ability of the fractional-order systems properties to improve the behavior of the considered plant and the efficiency of the resulting controller.","","978-1-5386-0686-5","10.1109/ICEE-B.2017.8192132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8192132","DC-DC boost converter control;fractional-order control;parallel feed-forward;ASPR;FO-MRAC","Adaptation models;Adaptive control;Transfer functions;Inductors;Robustness;Load modeling;Control systems","compensation;control system synthesis;DC-DC power convertors;feedforward;model reference adaptive control systems;power system stability;robust control","fractional-order model reference adaptive controller design;modified MIT rule;feed-forward action;DC-DC boost converter stabilization;fractional-order model reference adaptive control compensator;parallel feed-forward configuration;ASPR conditions;plant parameters;FO-MRAC algorithm;fractional-order systems properties;fractional calculus properties;almost strictly positive real conditions","","1","","21","","14 Dec 2017","","","IEEE","IEEE Conferences"
"Transferring Dexterous Surgical Skill Knowledge between Robots for Semi-autonomous Teleoperation","M. M. Rahman; N. Sanchez-Tamayo; G. Gonzalez; M. Agarwal; V. Aggarwal; R. M. Voyles; Y. Xue; J. Wachs","Purdue University,Department of Computer Science,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Electrical and Computer Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907; Purdue University,School of Engineering Technology,West Lafayette,IN,USA,47907; Purdue University,Department of Computer Science,West Lafayette,IN,USA,47907; Purdue University,School of Industrial Engineering,West Lafayette,IN,USA,47907","2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN)","13 Jan 2020","2019","","","1","6","In the future, deployable, teleoperated surgical robots can save the lives of critically injured patients in battlefield environments. These robotic systems will need to have autonomous capabilities to take over during communication delays and unexpected environmental conditions during critical phases of the procedure. Understanding and predicting the next surgical actions (referred as “surgemes”) is essential for autonomous surgery. Most approaches for surgeme recognition cannot cope with the high variability associated with austere environments and thereby cannot “transfer” well to field robotics. We propose a methodology that uses compact image representations with kinematic features for surgeme recognition in the DESK dataset. This dataset offers samples for surgical procedures over different robotic platforms with a high variability in the setup. We performed surgeme classification in two setups: 1) No transfer, 2) Transfer from a simulated scenario to two real deployable robots. Then, the results were compared with recognition accuracies using only kinematic data with the same experimental setup. The results show that our approach improves the recognition performance over kinematic data across different domains. The proposed approach produced a transfer accuracy gain up to 20% between the simulated and the real robot, and up to 31% between the simulated robot and a different robot. A transfer accuracy gain was observed for all cases, even those already above 90%.","1944-9437","978-1-7281-2622-7","10.1109/RO-MAN46459.2019.8956396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8956396","","","control engineering computing;image representation;medical computing;medical robotics;robot kinematics;robot vision;surgery;telerobotics","deployable robots;kinematic data;dexterous surgical skill knowledge;semiautonomous teleoperation;teleoperated surgical robots;critically injured patients;robotic systems;surgical actions;autonomous surgery;surgeme recognition;austere environments;compact image representations;kinematic features;DESK dataset;surgical procedures;surgeme classification","","1","","24","","13 Jan 2020","","","IEEE","IEEE Conferences"
"Design Considerations and Analysis of High Frequency Induction Heating System Feeding Simulated Nuclear Reactor Fuel Cluster","V. V. Bagwe; R. D. Kulkarni","Sardar Patel College of Engineering,Department of Electrical Engineering,Mumbai,India; Sardar Patel College of Engineering,Department of Electrical Engineering,Mumbai,India","2020 International Conference for Emerging Technology (INCET)","3 Aug 2020","2020","","","1","6","Nuclear fuel cluster utilized in nuclear reactor for fission process, undergoes wide extent of temperature and power profiles/stresses due to reason such as temperature profile during LOCA, cooling of these rods by water during heat transfer, decay heat profile just after shutting down of nuclear reactor, set-back and step-back reactor phenomenon. As during nuclear reaction due to fission reaction, observing and inspecting these nuclear fuel channel becomes a difficult task. Therefore, there arises need of replicating heating pattern on fuel channel in order to analyze the effects. Heating pattern observed on nuclear fuel channel follows a cosine heating profile. As per this, induction heating is the suitable technique for obtaining this pattern of fuel channel. Induction heating of fuel channel technique have some advantages like efficient performance, quick control action, clean heating, suitable protective measures and precise voltage/current regulation. The electrical circuit parameters observed while conducting circuit simulation supports in working out hardware design to be implemented. Depending upon desired power/temperature profile, high frequency induction heating system of suitable frequency has been configured. For obtaining heating pattern, induction coil pitch is decided. The conclusions have been highlighted. The hardware circuit development has been proposed to validate the results of circuit simulation.","","978-1-7281-6221-8","10.1109/INCET49848.2020.9154164","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9154164","Fuel channel;High frequency;Induction Principle;Nuclear power plant;Cosine plot;Heating pattern;Pitch of coil","Fuels;Induction heating;Electromagnetic heating;RLC circuits;Inductors","fission reactor accidents;fission reactor cooling;fission reactor design;fission reactor fuel;fission reactor theory","heat transfer;reactor phenomenon;nuclear reaction;fission reaction;nuclear fuel channel;heating pattern;cosine heating profile;fuel channel technique;clean heating;circuit simulation;high frequency induction heating system;power profiles;design considerations;simulated nuclear reactor fuel cluster;LOCA;set-back reactor phenomenon;step-back reactor phenomenon;electrical circuit parameters;hardware design;power/temperature profile;induction coil pitch","","","","20","","3 Aug 2020","","","IEEE","IEEE Conferences"
"MCG with EEOS application to forming line power supply","E. V. Chernykh; V. E. Fortov; K. V. Gorbachev; E. V. Nesterov; V. A. Stroganov; I. O. Zolotykh","HEDRC, Moscow, Russia; NA; NA; NA; NA; NA","1999 9th International Crimean Microwave Conference 'Microwave and Telecommunication Technology'. Conference Proceedings (IEEE Cat. No.99EX363)","6 Aug 2002","1999","","","322","323","Inductive storage of energy (IS) with EEOS allows one to charge forming line during about 10/sup -7/ sec therefore providing high electrical strength of insulation as well as small size and weight. In the paper, by means of numerical simulation and physical modeling three schemes of device with primary source energy amplifier-explosive magnetic generator (EMG) are analyzed. The schemes are distinguished by the charging models: a) EMG+dynamic transformer+IS+EEOS, b) EMG+transformer IS(TIS)+EEOS and c) EMG+EEOS+TIS. The basic parameter defining efficiency of the device operation is (/spl radic/L/sub IS/C/sub FL/)//spl tau/ which is the characteristic time of (IS-FL) circuit to time constant of EEOS ratio. The last is practically a single-valued function of effective (by EEOS current action integral) EMG current rise-time. Scheme a) in comparison with scheme c) provides the minimum rise-time of voltage across FL as a capacitor, but boosts it in efficiency of energy transfer, overall dimensions (wire case sizes are bigger than FL ones and have the maximum achievable voltage peak). Scheme b) is an intermediate one by its characteristics. The fulfilled analysis of the given schemes in comparison with the same schemes with a bank of capacitors as a power source, showed a significant advantage of EMG used in a wide range of FL capacitance (up to subnanofarads) at FL energy content of more than 10/sup 2/ J.","","966-572-003-1","10.1109/CRMICO.1999.815252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=815252","","Power supplies;Electromyography;Power transformer insulation;Voltage;Energy storage;Dielectrics and electrical insulation;Numerical simulation;Magnetic devices;Magnetic analysis;Circuits","inductive energy storage;electric strength;pulsed power supplies","line power supply;inductive energy storage;EEOS;electrical strength;numerical simulation;physical modeling;primary source energy amplifier;explosive magnetic generator;dynamic transformer;device operation;characteristic time;time constant;single-valued function;current action integral;current rise-time","","","","","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Learning to Navigate Robotic Wheelchairs from Demonstration: Is Training in Simulation Viable?","M. Kutbi; Y. Chang; B. Sun; P. Mordohai",Saudi Electronic University; California State Polytechnic University; Stevens Institute of Technology; Stevens Institute of Technology,"2019 IEEE/CVF International Conference on Computer Vision Workshop (ICCVW)","5 Mar 2020","2019","","","2522","2531","Learning from demonstration (LfD) enables robots to learn complex relationships between their state, perception and actions that are hard to express in an optimization framework. While people intuitively know what they would like to do in a given situation, they often have difficulty representing their decision process precisely enough to enable an implementation. Here, we are interested in robots that carry passengers, such as robotic wheelchairs, where user preferences, comfort and the feeling of safety are important for autonomous navigation. Balancing these requirements is not straightforward. While robots can be trained in an LfD framework in which users drive the robot according to their preferences, performing these demonstrations can be time-consuming, expensive, and possibly dangerous. Inspired by recent efforts for generating synthetic data for training autonomous driving systems, we investigate whether it is possible to train a robot based on simulations to reduce the time requirements, cost and potential risk. A key characteristic of our approach is that the input is not images, but the locations of people and obstacles relative to the robot. We argue that this allows us to transfer the classifier from the simulator to the physical world and to previously unseen environments that do not match the appearance of the training set. Experiments with 14 subjects providing physical and simulated demonstrations validate our claim.","2473-9944","978-1-7281-5023-9","10.1109/ICCVW.2019.00309","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9022271","Learning from demonstration;Learning in simulation;Robotic Wheelchair;assistive robotics","Wheelchairs;Mobile robots;Navigation;Training;Autonomous vehicles;Task analysis","control engineering computing;handicapped aids;learning (artificial intelligence);mobile robots;navigation;optimisation;path planning;robot programming;wheelchairs","learning from demonstration;optimization framework;simulated demonstrations;physical demonstrations;autonomous driving systems;LfD framework;autonomous navigation;robotic wheelchairs","","","","39","","5 Mar 2020","","","IEEE","IEEE Conferences"
