"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Integrating games from an external provider in the PoEML e-learning platform","M. Caeiro-Rodriguez; R. Perez-Rodriguez","Telecommunications Engineering School, University of Vigo, 36310 Vigo, Spain; Telecommunications Engineering School, University of Vigo, 36310 Vigo, Spain","2011 IEEE EUROCON - International Conference on Computer as a Tool","23 Jun 2011","2011","","","1","4","This paper describes a middleware to integrate external tools from third-party providers in the PoEML e-learning platform. PoEML is a modelling language that enables the modelling collaborative learning units. This middleware enables us to include tools from third-party providers in the environments provided to support collaborative learning activities. The main feature of this solution is that the e-learning platform can control the tools' operation in several ways by taking to account issues such as authorising users, creating instances, transferring data to and from the tool, assigning permissions to users, and subscribing to events. This paper illustrates the third-party provision of a special kind of tools in the context of the GameTel project: educational games.","","978-1-4244-7487-5","10.1109/EUROCON.2011.5929295","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5929295","","Games;Electronic learning;Business;Laboratories;Middleware;Authorization;Context","computer aided instruction;computer games;simulation languages","external provider;games integration;PoEML e-learning platform;modelling language;GameTel project;educational games","","","","12","","23 Jun 2011","","","IEEE","IEEE Conferences"
"Java based Symbolic Circuit Solver for electrical engineering curriculum","E. Shoubaki; R. A. Amarin; I. Batarseh","Department of Electrical Engineering and Computer Science, University of Central Florida, Orlando, USA; Department of Electrical Engineering and Computer Science, University of Central Florida, Orlando, USA; Princess Sumaya University for Technology (PSUT), Amman, Jordan","Proceedings of the 2012 IEEE Global Engineering Education Conference (EDUCON)","17 May 2012","2012","","","1","4","The interactive technical electronic book, TechEBook, currently under development at the University of Central Florida (UCF), introduces a paradigm shift by replacing the traditional electrical engineering course with topic-driven modules that provide a useful tool for engineers and scientists. The TechEBook comprises the two worlds of classical circuit books and interactive operating platforms such as iPads, laptops and desktops. The TechEBook provides an interactive applets screen that holds many modules, each of which has a specific application in the self learning process. This paper describes one of the interactive techniques in the TechEBook known as Symbolic Circuit Solver (SymCirc). The SymCirc develops a versatile symbolic based linear circuit with a switches solver. The solver works by accepting a Netlist and the element that the user wants to find the voltage across or current on, as input parameters. Then it either produces the plot or the time domain expression of the output. Frequency domain plots or Symbolic Transfer Functions are also produced. The solver gets its input from a Web-based GUI circuit drawer developed at UCF. Typical simulation tools that electrical engineers encounter are numerical in nature, that is, when presented with an input circuit they iteratively solve the circuit across a set of small time steps. The result is represented as a data set of output versus time, which can be plotted for further inspection. Such results do not help users understand the ultimate nature of circuits as Linear Time Invariant systems with a finite dimensional basis in the solution space. SymCirc provides all simulation results as time domain expressions composed of the basic functions that exclusively include exponentials, sines, cosines and/or t raised to any power. This paper explains the motivation behind SymCirc, the Graphical User Interface front end and how the solver actually works. The paper also presents some examples and results to better explain the concept.","2165-9567","978-1-4673-1456-5","10.1109/EDUCON.2012.6201179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6201179","Symbolic Circuit Solver;Linear Circuits;Solver;Tool;Electrical Circuits;Interactive book","RLC circuits;Time domain analysis;Integrated circuit modeling;Transfer functions;Switches;Graphical user interfaces;Simulation","computer aided instruction;electrical engineering computing;electrical engineering education;graphical user interfaces;interactive systems;Internet;Java","Java;symbolic circuit solver;electrical engineering curriculum;interactive technical electronic book;TechEBook;topic-driven module;classical circuit book;interactive operating platforms;iPads;laptops;desktops;interactive applets screen;self learning process;SymCirc;symbolic based linear circuit;switches solver;time domain expression;output. frequency domain plot;symbolic transfer function;Web-based GUI circuit drawer;UCF;linear time invariant system;finite dimensional basis;graphical user interface","","2","","4","","17 May 2012","","","IEEE","IEEE Conferences"
"Predicting behavior patterns using adaptive workload models [computer networks]","S. V. Raghavan; N. Swaminathan; J. Srinivasan","Dept. of Comput. Sci. & Eng., Indian Inst. of Technol., Madras, India; NA; NA","MASCOTS '99. Proceedings of the Seventh International Symposium on Modeling, Analysis and Simulation of Computer and Telecommunication Systems","6 Aug 2002","1999","","","226","233","Workload characteristics in a modern networking environment are very dynamic. In order to maximize performance continuously, it is natural to explore the possibility of intelligent systems which can take cognizance of the workload dynamics and adapt themselves for future control applications. In this paper, we propose a mechanism which represents the previous state of the system as a string. The user is allowed to define relevant information for better management as substrings. The adaptive workload model, which is called the SVR model (named after the first author's initials), predicts the short-term future as a string in which the information content (conveyed as a substring) reflects the future. We illustrate the applicability of the SVR model through Web traffic generation and ATM bandwidth management. We use genetic algorithms as the vehicle to address the learning aspects of the model.","","0-7695-0381-0","10.1109/MASCOT.1999.805059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=805059","","Predictive models;Vehicle dynamics;Computer science;Bandwidth;Genetics;Vehicles;Electronic switching systems;Optimization;Resource management;Computer networks","genetic algorithms;telecommunication traffic;human factors;asynchronous transfer mode;bandwidth allocation;adaptive control;telecommunication congestion control;learning systems;intelligent control;optimal control;Internet;behavioural sciences","user behavior pattern prediction;adaptive workload models;networking environment;dynamic workload characteristics;continuous performance maximization;intelligent systems;control applications;substrings;SVR model;short-term future;information content;World Wide Web traffic generation;ATM bandwidth management;genetic algorithms;learning;computer networks;Internet","","1","","14","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Model inverse based Iterative Learning Control using finite impulse response approximations","B. T. Fine; S. Mishra; M. Tomizuka","University of California, Berkeley, USA; University of Illinois, Champaign-Urbana, USA; University of California, Berkeley, USA","2009 American Control Conference","10 Jul 2009","2009","","","931","936","In Iterative Learning Control, the ideal learning filter is defined as the inverse of the system being learned. Model based learning filters designed from the inverse system transfer function can provide superior performance over single gain, P-type algorithms. These filters, however, can be excessively long if lightly damped zeros are inverted. In this paper, we propose a method for designing model based finite impulse response (FIR) learning filters. Based on the ILC injection point and discrete time system model, these filters are designed using the impulse responses of the inverse transfer function. We compare in simulation the ILC algorithms implemented at two different feedforward injection points and two different modeling methods. We show that the ILC algorithm injected at the reference signal and whose model is generated by discretizing the closed loop continuous time transfer function results in a learning filter with no lightly damped zeros. As a result, the learning filter has only two dominant filter taps much like the PD-type learning filter. We then implement these ILC algorithms on a wafer stage prototype. In this motion control application, we show that the model based ILC algorithm outperforms the P-type system in the plant injection architecture where longer FIR filters are needed for learning stability. We also show that the reference injection architecture provides superior performance to the plant injection for both model based and P-type ILC algorithms.","2378-5861","978-1-4244-4523-3","10.1109/ACC.2009.5160507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5160507","","Inverse problems;Finite impulse response filter;Transfer functions;Semiconductor device modeling;Control systems;Algorithm design and analysis;Performance gain;Iterative algorithms;Design methodology;Discrete time systems","adaptive control;closed loop systems;continuous time systems;discrete time systems;feedforward;FIR filters;iterative methods;learning systems;motion control;transfer functions","model inverse based iterative learning control;finite impulse response approximations;learning filter;inverse system transfer function;P-type algorithms;discrete time system model;feedforward injection points;closed loop continuous time transfer function;motion control","","14","","17","","10 Jul 2009","","","IEEE","IEEE Conferences"
"Learning control with neural networks","V. C. Chen; Y. -. Pao","Center for Autom. & Intelligent Syst. Res., Case Western Reserve Univ., Cleveland, OH, USA; Center for Autom. & Intelligent Syst. Res., Case Western Reserve Univ., Cleveland, OH, USA","Proceedings, 1989 International Conference on Robotics and Automation","6 Aug 2002","1989","","","1448","1453 vol.3","A neural control model based on learning of the system inverse is proposed. Learning control is a control method wherein experience gained from previous performance is automatically used to improve future performance. A learning scheme called the inverse transfer learning scheme is introduced. Compared to previous learning schemes, this scheme provides faster convergences to the minimum error state and reflects properties of highly coupled nonlinear dynamic systems. The scheme is applied to the pole-balancing control problem through computer simulation to demonstrate control capability.<>","","0-8186-1938-4","10.1109/ROBOT.1989.100183","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=100183","","Neural networks;Control systems;Automatic control;Inverse problems;Neurofeedback;Manipulator dynamics;Transfer functions;Automation;Intelligent systems;Intelligent networks","adaptive control;learning systems;neural nets","adaptive control;learning systems;learning control;neural networks;neural control model;inverse transfer learning scheme;highly coupled nonlinear dynamic systems;pole-balancing control;control capability","","33","3","5","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Skill transfer in a simulated underactuated dynamic task","M. K. O'Malley; A. Gupta","Mech. Eng. & Material Sci., Rice Univ., Houston, TX, USA; Mech. Eng. & Material Sci., Rice Univ., Houston, TX, USA","The 12th IEEE International Workshop on Robot and Human Interactive Communication, 2003. Proceedings. ROMAN 2003.","19 Dec 2003","2003","","","315","320","Machine-mediated teaching of dynamic task completion is typically implemented with passive intervention via virtual fixtures or active assist by means of record and replay strategies. During interaction with a real dynamic system however, the user relies on both visual and haptic feedback in order to elicit desired motions. This work investigates skill transfer from assisted to unassisted modes for a Fitts' type targeting task with an underactuated dynamic system. Performance, in terms of between target tap times, is measured during an unassisted baseline session and during various types of assisted training sessions. It is hypothesized that passive and active assist modes that are implemented during training of a dynamic task could improve skill transfer to a real environment or unassisted simulation of the task. Results indicate that transfer of skill is slight but significant for the assisted training modes.","","0-7803-8136-X","10.1109/ROMAN.2003.1251864","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1251864","","Haptic interfaces;Education;Displays;Fixtures;Humans;Virtual reality;Force feedback;Shape control;Control systems;Mechanical engineering","haptic interfaces;computer based training;virtual reality;learning (artificial intelligence)","underactuated dynamic system;Fitts' type;skill transfer;haptic feedback","","3","","22","","19 Dec 2003","","","IEEE","IEEE Conferences"
"Towards Fine-Grained Human Pose Transfer With Detail Replenishing Network","L. Yang; P. Wang; C. Liu; Z. Gao; P. Ren; X. Zhang; S. Wang; S. Ma; X. Hua; W. Gao","Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; Institute of Digital Media, Peking University, Beijing, China; Institute of Digital Media, Peking University, Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; Institute of Digital Media, Peking University, Beijing, China","IEEE Transactions on Image Processing","29 Jan 2021","2021","30","","2422","2435","Human pose transfer (HPT) is an emerging research topic with huge potential in fashion design, media production, online advertising and virtual reality. For these applications, the visual realism of fine-grained appearance details is crucial for production quality and user engagement. However, existing HPT methods often suffer from three fundamental issues: detail deficiency, content ambiguity and style inconsistency, which severely degrade the visual quality and realism of generated images. Aiming towards real-world applications, we develop a more challenging yet practical HPT setting, termed as Fine-grained Human Pose Transfer (FHPT), with a higher focus on semantic fidelity and detail replenishment. Concretely, we analyze the potential design flaws of existing methods via an illustrative example, and establish the core FHPT methodology by combing the idea of content synthesis and feature transfer together in a mutually-guided fashion. Thereafter, we substantiate the proposed methodology with a Detail Replenishing Network (DRN) and a corresponding coarse-to-fine model training scheme. Moreover, we build up a complete suite of fine-grained evaluation protocols to address the challenges of FHPT in a comprehensive manner, including semantic analysis, structural detection and perceptual quality assessment. Extensive experiments on the DeepFashion benchmark dataset have verified the power of proposed benchmark against start-of-the-art works, with 12%-14% gain on top-10 retrieval recall, 5% higher joint localization accuracy, and near 40% gain on face identity preservation. Our codes, models and evaluation tools will be released at https://github.com/Lotayou/RATE.","1941-0042","","10.1109/TIP.2021.3052364","National Natural Science Foundation of China; High-performance Computing Platform of Peking University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9335507","Image generation;pose transfer;detail replenishment","Semantics;Strain;Solid modeling;Faces;Protocols;Media;Hybrid power systems","feature extraction;information retrieval;Internet;learning (artificial intelligence);object detection;object tracking;pose estimation;virtual reality","perceptual quality assessment;replenishing network;fine-grained evaluation protocols;coarse-to-fine model training scheme;feature transfer;content synthesis;core FHPT methodology;potential design flaws;detail replenishment;semantic fidelity;fine-grained human pose transfer;HPT setting;real-world applications;visual quality;style inconsistency;content ambiguity;detail deficiency;HPT methods;user engagement;production quality;fine-grained appearance details;visual realism;virtual reality;online advertising;media production;fashion design","","","","43","IEEE","25 Jan 2021","","","IEEE","IEEE Journals"
"Iterative Learning Control with PI-PD and Smith Compensator for Batch Processes","Yue Hu; Shuchen Li; Chunyan Zhai","Liaoning University of Petroleum & Chemical Technology, China; Sch. of Inf. Eng., Liaoning Univ. of Pet. & Chem. Technol., Fushun; Sch. of Inf. Eng., Liaoning Univ. of Pet. & Chem. Technol., Fushun","First International Conference on Innovative Computing, Information and Control - Volume I (ICICIC'06)","16 Oct 2006","2006","2","","158","161","The iterative learning control (ILC) strategies with two controllers based on Smith compensator were proposed for batch process which had uncertainties in modeling and time delay. They fully used previous batch control information and were attached to the current control system to improve tracking performance through repetition. The dynamics of process were represented by transfer function plus pure time delay. The stability properties of the proposed strategies in the presence were analyzed in the frequency domain. The sufficient conditions guaranteeing convergence of tracking error were stated and proven. The effectiveness of the proposed methods are demonstrated by simulation results","","0-7695-2616-0","10.1109/ICICIC.2006.303","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1691952","","Delay effects;Transfer functions;Uncertainty;Control systems;Convergence;Stability analysis;Frequency domain analysis;Iterative algorithms;Open loop systems;Algorithm design and analysis","batch processing (industrial);compensation;delays;frequency-domain analysis;learning systems;PD control;PI control;process control;stability;transfer functions","iterative learning control strategy;PI-PD control;Smith compensator;batch control process;time delay;transfer function;stability property;frequency domain analysis","","","","7","","16 Oct 2006","","","IEEE","IEEE Conferences"
"Using of social networks in educational process","N. Kalinenko; V. Krasnopolsky; V. Kukharenko; A. Serebryakov","Volodymyr Dahl East Ukrainian National University, Molodizhnyi kvartal, 20-a, Luhansk, 91034, Ukraine; Volodymyr Dahl East Ukrainian National University, Molodizhnyi kvartal, 20-a, Luhansk, 91034, Ukraine; National Technical University “Kharkiv Polytechnic Institute”, 21, Frunze Street, 61002, Ukraine; Volodymyr Dahl East Ukrainian National University, Molodizhnyi kvartal, 20-a, Luhansk, 91034, Ukraine","2013 IEEE 7th International Conference on Intelligent Data Acquisition and Advanced Computing Systems (IDAACS)","14 Nov 2013","2013","02","","781","784","The learning process can now be described as targeted joint activities of the teacher and students in the educational environment. Education - a purposeful process of bilateral activities of the teacher and the student in the transfer and assimilation of knowledge. Development of Personal Learning Environment in virtual reality plays the key role.","","978-1-4799-1429-6","10.1109/IDAACS.2013.6663031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6663031","personal environment;virtual reality;mind mapping;social networks;web services;online learning;information technologies;educational environment","Social network services;Training;Materials;Educational institutions;Communities;Internet","computer aided instruction;social networking (online);virtual reality","social networks;educational process;learning process;educational environment;bilateral activity process;virtual reality;personal learning environment development","","1","","4","","14 Nov 2013","","","IEEE","IEEE Conferences"
"Efficient reinforcement learning for robots using informative simulated priors","M. Cutler; J. P. How","Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, 77 Massachusetts Ave., Cambridge, USA; Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, 77 Massachusetts Ave., Cambridge, USA","2015 IEEE International Conference on Robotics and Automation (ICRA)","2 Jul 2015","2015","","","2605","2612","Autonomous learning through interaction with the physical world is a promising approach to designing controllers and decision-making policies for robots. Unfortunately, learning on robots is often difficult due to the large number of samples needed for many learning algorithms. Simulators are one way to decrease the samples needed from the robot by incorporating prior knowledge of the dynamics into the learning algorithm. In this paper we present a novel method for transferring data from a simulator to a robot, using simulated data as a prior for real-world learning. A Bayesian nonparametric prior is learned from a potentially black-box simulator. The mean of this function is used as a prior for the Probabilistic Inference for Learning Control (PILCO) algorithm. The simulated prior improves the convergence rate and performance of PILCO by directing the policy search in areas of the state-space that have not yet been observed by the robot. Simulated and hardware results show the benefits of using the prior knowledge in the learning framework.","1050-4729","978-1-4799-6923-4","10.1109/ICRA.2015.7139550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7139550","","Heuristic algorithms;Robots;Data models;Gaussian processes;Hardware;Prediction algorithms;Mathematical model","Bayes methods;learning (artificial intelligence);learning systems;nonparametric statistics;robots","reinforcement learning algorithm;informative simulated priors;autonomous learning;decision-making policy;controller design;Bayesian nonparametric prior;black-box simulator;probabilistic inference for learning control algorithm;PILCO algorithm;convergence rate","","27","","24","","2 Jul 2015","","","IEEE","IEEE Conferences"
"Enhancing the episodic natural actor-critic algorithm by a regularisation term to stabilize learning of control structures","A. Witsch; R. Reichle; K. Geihs; S. Lange; M. Riedmiller","Distributed Systems Group, Universität Kassel, Germany; Distributed Systems Group, Universität Kassel, Germany; Distributed Systems Group, Universität Kassel, Germany; Machine Learning Lab, Albert-Ludwigs-Universität Freiburg, Germany; Machine Learning Lab, Albert-Ludwigs-Universität Freiburg, Germany","2011 IEEE Symposium on Adaptive Dynamic Programming and Reinforcement Learning (ADPRL)","28 Jul 2011","2011","","","156","163","Incomplete or imprecise models of control systems make it difficult to find an appropriate structure and parameter set for a corresponding control policy. These problems are addressed by reinforcement learning algorithms like policy gradient methods. We describe how to stabilise the policy gradient descent by introducing a regularisation term to enhance the episodic natural actor-critic approach. This allows a more policy independent usage. We used the resulting algorithm to optimise a z-transformed rational function representing the control policy. This representation facilitates simultaneous optimisation of the control structure and its parameters in time space and can be analysed in terms of control theory to predict the control behaviour for arbitrary scenarios. Furthermore we present a solution to the general problem of finding a initial parameter set with the help of a single demonstrated trajectory. The approach is evaluated on a cartpole simulation for demonstrating the expressiveness of the policy. Furthermore, a real soccer robot scenario demonstrates the ability of the proposed approach to deal with real world scenarios.","2325-1867","978-1-4244-9888-8","10.1109/ADPRL.2011.5967352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5967352","","Equations;Estimation;Trajectory;Function approximation;Mathematical model;Transfer functions;Approximation algorithms","adaptive control;gradient methods;learning (artificial intelligence);learning systems;mobile robots;stability","episodic natural actor-critic algorithm;regularisation term;control structure learning stability;reinforcement learning algorithms;policy gradient methods;z-transformed rational function;soccer robot scenario;arbitrary scenarios;control behaviour","","","","14","","28 Jul 2011","","","IEEE","IEEE Conferences"
"Effect of Navigation Aids and Landmarks on Acquisition of Spatial Knowledge in Virtual Environments","Z. Wuheng; X. Baihua; Y. He; F. Zhilin","Psychol. Dept., Zhejiang Univ., Hangzhou, China; Psychol. Dept., Zhejiang Univ., Hangzhou, China; NA; NA","2009 First International Workshop on Database Technology and Applications","18 Aug 2009","2009","","","30","32","The effect of navigation aids and landmarks on spatial learning was investigated when participants repeatedly navigated four complex three-dimensional virtual mazes. The study was divided into two main phases: learning and a test of learning transfer. The learning phase consisted of participants directly navigating in one of the four virtual mazes with or without navigation aids and landmarks. Learning transfer was examined by testing navigation tasks in the environment without the use of the navigation aids. Findings show that the combined impact of both navigation aids and landmarks on spatial knowledge acquisition in navigation tasks.","2167-194X","978-0-7695-3604-0","10.1109/DBTA.2009.152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5207823","Spatial knowledge;virtual mazes;navigation","Navigation;Virtual environment;Psychology;Testing;Knowledge acquisition;Educational institutions;Graphical user interfaces;Spatial databases;Helium;Buildings","navigation;transportation;virtual reality","navigation aids effect;spatial knowledge acquisition;virtual environment;3D virtual mazes","","1","","13","","18 Aug 2009","","","IEEE","IEEE Conferences"
"Surgical strike: interface design across task domains","L. J. Hettinger; R. S. Tannen; E. E. Geiselman; B. J. Brickman; B. W. Moroney; M. W. Haas","Logicon Tech. Services Inc., Dayton, OH, USA; NA; NA; NA; NA; NA","Proceedings Fourth Annual Symposium on Human Interaction with Complex Systems","6 Aug 2002","1998","","","131","136","To what extent can similarities in the general demands placed on human performance in apparently disparate task domains be used to enhance human-machine interface design in each? How can the ""lessons learned"" in one area of human endeavour be systematically and successfully applied to another? What is the nature of the information that permits such transfer to occur? These are important questions currently being encountered in the realm of virtual environment (VE) systems design. Applications of VE technology originally developed for use in advanced tactical aviation settings are currently being used as models for the development of neurosurgical interface concepts. While at first glance the connection between air combat and surgery may seem a distant one at best, there are many important similarities between them. For instance, both task domains share at least ten common, important human performance attributes, each of which may provide key insights into how to import knowledge gained from one domain into the other. Each of these areas have important implications for designing successful technical systems to support human performance. This paper explores the notion that general principles of interface design, derived from a concern with optimizing the above aspects of task performance, can be derived from the study of apparently disparate task domains. To illustrate this general idea, we elaborate how cross-fertilization between neurosurgery and air combat can be used to successfully advance the design of interfaces to support both.","","0-8186-8341-4","10.1109/HUICS.1998.659968","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=659968","","Surgery;Biomedical imaging;Medical diagnostic imaging;Humans;Educational technology;Medical treatment;Laboratories;Virtual environment;Neurosurgery;Medical simulation","user interfaces;technology transfer;task analysis;surgery;aerospace computing;medical computing;human factors;virtual reality;military computing","human-machine interface design;task domains;human performance;virtual environment systems design;advanced tactical aviation;neurosurgical interface concepts;air combat;surgery;technical systems;task performance optimization","","1","","5","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Arguing to learn and learning to argue in second life","F. Paraskeva; A. Chatziiliou; A. Alexiou","Digital Systems Department University of Piraeus Athens, Greece; Digital Systems Department University of Piraeus Athens, Greece; Digital Systems Department University of Piraeus Athens, Greece","Third International Conference on Innovative Computing Technology (INTECH 2013)","4 Nov 2013","2013","","","205","207","Toulmin's argumentation ontology is revisited and seen in a new light with a view to developing Higher Education students' argumentation skills in a Multi-User Virtual Environment (MUVE), Second Life. The methodology applied takes Toulmin's focus on the micro-structure of the argument (the intra-relationship of argument components) as its starting point and extends it to reach the argument macro-structure (inter-relationship of chain of arguments). The vehicle to argue forward combining inter and intra-argument relationships is De Bono's Six Thinking Hats strategy. The added value of the resultant framework is a flexible, non tool-bound, domain-independent framework that addresses all stakeholders either wishing to teach their target audience argumentation skills or be taught and transfer those skills and framework to new real-life academic or business settings.","","978-1-4799-0048-0","10.1109/INTECH.2013.6653669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6653669","Second Life;online collaborative argumentation;Toulmin;De Bono's Six Thinking Hats","Second Life;Educational institutions;Collaboration;Problem-solving;Ontologies;Context","computer aided instruction;computer games;further education;ontologies (artificial intelligence);virtual reality","Second Life;Toulmin argumentation ontology;higher education student argumentation skills;multi-user virtual environment;MUVE;intra-relationship;argument components;argument macro-structure;inter-relationship;inter-argument relationships;intra-argument relationships;De Bono six thinking hats strategy;non tool-bound framework;domain-independent framework;target audience argumentation skills or;real-life academic settings;business settings","","","","18","","4 Nov 2013","","","IEEE","IEEE Conferences"
"Learning to Drive from Simulation without Real World Labels","A. Bewley; J. Rigley; Y. Liu; J. Hawke; R. Shen; V. Lam; A. Kendall","Wayve in Cambridge, United Kingdom (UK); Wayve in Cambridge, United Kingdom (UK); Wayve in Cambridge, United Kingdom (UK); Wayve, Cambridge, UK; Wayve, Cambridge, UK; Wayve, Cambridge, UK; Wayve, Cambridge, UK","2019 International Conference on Robotics and Automation (ICRA)","12 Aug 2019","2019","","","4818","4824","Simulation can be a powerful tool for under-standing machine learning systems and designing methods to solve real-world problems. Training and evaluating methods purely in simulation is often “doomed to succeed” at the desired task in a simulated environment, but the resulting models are incapable of operation in the real world. Here we present and evaluate a method for transferring a vision-based lane following driving policy from simulation to operation on a rural road without any real-world labels. Our approach leverages recent advances in image-to-image translation to achieve domain transfer while jointly learning a single-camera control policy from simulation control labels. We assess the driving performance of this method using both open-loop regression metrics, and closed-loop performance operating an autonomous vehicle on rural and urban roads.","2577-087X","978-1-5386-6027-0","10.1109/ICRA.2019.8793668","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793668","","Aerospace electronics;Image reconstruction;Task analysis;Semantics;Training;Roads;Measurement","cameras;closed loop systems;control engineering computing;learning (artificial intelligence);learning systems;mobile robots;road vehicles;robot vision;traffic engineering computing","domain transfer;single-camera control policy;simulation control labels;driving performance;rural roads;urban roads;machine learning systems;simulated environment;vision-based lane;driving policy;rural road;image-to-image translation;autonomous vehicle;open-loop regression metric","","7","","38","","12 Aug 2019","","","IEEE","IEEE Conferences"
