"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Development of An Autonomous Guide Robot Based on Active Interactions with Users","B. Zhang; T. Nakamura; M. Kaneko; H. Lim","Kanagawa University, Yokohama,Kanagawa,Japan,2218686; The University of Electro-Communications,Tokyo,Japan,1820021; The University of Electro-Communications,Tokyo,Japan,1820021; Kanagawa University, Yokohama,Kanagawa,Japan,2218686","2020 IEEE/SICE International Symposium on System Integration (SII)","9 Mar 2020","2020","","","601","604","An autonomous guide robot based on active interactions with users has been developed. Here, active interactions mean that the users can ask the robot to wait for them, explain contents around, etc. The robot can adjust its speed and moving path automatically to adapt to the motions of users so that it can provide considerate services to the users. The robot is controlled by a general control model based on integrated potential field, by which the robot can adapt to different motions of users without changing the moving rules case by case. The effectiveness of our proposed method is proven by both simulation and experiments where the users are guided by a robot under indoor environments.","2474-2325","978-1-7281-6667-4","10.1109/SII46433.2020.9026301","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9026301","","System integration","human-robot interaction;mobile robots;path planning;velocity control","active interactions;robot moving path;autonomous guide robot;robot speed","","1","","10","","9 Mar 2020","","","IEEE","IEEE Conferences"
"Integration of force-position control and haptic interface facilities for a virtual excavator simulator","H. I. Torres-Rodriguez; V. Parra-Vega; F. J. Ruiz-Sanchez","Electr. Eng. Dept., CINVESTAV-IPN, Mexico; Electr. Eng. Dept., CINVESTAV-IPN, Mexico; Electr. Eng. Dept., CINVESTAV-IPN, Mexico","ICAR '05. Proceedings., 12th International Conference on Advanced Robotics, 2005.","19 Sep 2005","2005","","","761","768","In this paper we present the advances in the design and develop of a system used to simplify the excavator digging tasks based in a dynamical model of an excavator an anthropomorphic auto-balanced haptic interface and a force-position control law. The objective of this system is to reduce the training period and simplify the execution of digging tasks. This system makes possible the kinesthetic coupling between the operator and the machine providing information to the operator about the interaction forces between the excavator and the soil. The dynamical models of the excavator and the haptic devise were calculated employing the Euler-Lagrange formalism. With this formalism we obtain a new general dynamical model of an excavator including the dynamical effects of the hydraulic actuators. We present simulation results of the closed loop system considering the interaction between the haptic devise and the excavator","","0-7803-9178-0","10.1109/ICAR.2005.1507494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1507494","","Force control;Haptic interfaces;Costs;Soil;Construction industry;Industrial training;Electrical equipment industry;Stress;Automation;Control systems","closed loop systems;digital simulation;excavators;force control;haptic interfaces;hydraulic actuators;position control;virtual reality","force control;position control;virtual excavator simulator;excavator digging;anthropomorphic autobalanced haptic interface;kinesthetic coupling;interaction force;soil;dynamical model;haptic devise;Euler-Lagrange formalism;hydraulic actuators;closed loop system","","2","","10","","19 Sep 2005","","","IEEE","IEEE Conferences"
"Modeling the system-user dialog using interaction traces","M. El-Ramly; P. Iglinski; E. Stroulia; P. Sorenson; B. Matichuk","Dept. of Comput. Sci., Alberta Univ., Edmonton, Alta., Canada; NA; NA; NA; NA","Proceedings Eighth Working Conference on Reverse Engineering","7 Aug 2002","2001","","","208","217","It is generally the case that some user interface (UI) reverse engineering is needed for every non-trivial reengineering project. Typically, this is done through code analysis, which can be very difficult and/or expensive. When code analysis is not a must, as for wrapping purposes, system-user interaction can be an alternative input for the reverse engineering process. In the CelLEST project, we have developed a prototype, called LeNDI (Legacy Navigation Domain Identifier), to test this idea. LeNDI records traces of the legacy screen snapshots and user actions, while the user interacts with the legacy system. Then, it extracts a set of features for every snapshot and employs artificial intelligence methods to build a model of the legacy UI, called the state-transition graph. LeNDI uses two clustering methods to group similar snapshots together as one system screen modeled by one node on the graph. LeNDI uses the user actions recorded in traces to model the behavior of the legacy screens as the graph arcs. Evaluation results of this process are encouraging. The state-transition graph is used to classify each individual snapshot forwarded by the legacy system to the user while he interacts with it and is a main input to the forward engineering phase of the project.","1095-1350","0-7695-1303-4","10.1109/WCRE.2001.957825","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=957825","","Reverse engineering;Graphical user interfaces;Artificial intelligence;Wrapping;Prototypes;Testing;Forward contracts;User interfaces;Application software;Clustering methods","user interface management systems;reverse engineering;systems re-engineering;artificial intelligence;graphs;interactive systems;system monitoring","system-user dialog modeling;interaction traces;user interface reverse engineering;reengineering;code analysis;wrapping;system-user interaction;CelLEST project;LeNDI;Legacy Navigation Domain Identifier;legacy screen snapshot traces;user action traces;feature extraction;artificial intelligence;state-transition graph;clustering methods;system screen;graph node;legacy screen behavior modeling;forward engineering","","17","2","17","","7 Aug 2002","","","IEEE","IEEE Conferences"
"1-inch UniTouch System using Kinect","Seok-Min Hong; Yung-Fu Tan; Hui-Shyong Yeo; Byung-Gook Lee","International Conference on Signal Processing, Image Processing and Pattern Recognition (ICSIPR'13), Visual Contents, General Graduate, Dongseo University, IAI Lab, 6F, New-Millennium Building, 47 Jurye-ro, Sasang-gu, Busan 617-716, Korea; International Conference on Signal Processing, Image Processing and Pattern Recognition (ICSIPR'13), Visual Contents, General Graduate, Dongseo University, IAI Lab, 6F, New-Millennium Building, 47 Jurye-ro, Sasang-gu, Busan 617-716, Korea; International Conference on Signal Processing, Image Processing and Pattern Recognition (ICSIPR'13), Ubiquitous IT, General Graduate, Dongseo University, IAI Lab, 6F, New-Millennium Building, 47 Jurye-ro, Sasang-gu, Busan 617-716, Korea; International Conference on Signal Processing, Image Processing and Pattern Recognition (ICSIPR'13), Visual Contents, General Graduate, Dongseo University, IAI Lab, 6F, New-Millennium Building, 47 Jurye-ro, Sasang-gu, Busan 617-716, Korea","2013 International Conference on Signal Processing , Image Processing & Pattern Recognition","15 Apr 2013","2013","","","351","355","Multi-touch system is based on touch technology that utilizes touch sensing as an input. It existed ubiquitously in our daily life such as on smartphones or different types of portable devices. However, current touch systems suffer from many limitations. In this paper, we propose a new large surface multi-touch system, named as “1-inch UniTouch System”. Our solution uses only a single Kinect camera, which is easy to setup and has low entry cost. We also utilize several essential image-processing techniques to improve the system robustness and accuracy. Our prototype system shows that the touch sensing is very robust and works flawlessly even on non-flat surface. Our solution can effectively overcome several limitations existed in previous systems. The outcome of our research shows great potential and we hope to further explore new possibilities with this touch system.","","978-1-4673-4862-1","10.1109/ICSIPR.2013.6497994","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6497994","","Cameras;Noise;Image resolution;Surface treatment;Sensors","human computer interaction;image processing;touch sensitive screens","UniTouch system;multitouch system;touch technology;touch sensing;smart phones;Kinect camera;image processing technique","","","","15","","15 Apr 2013","","","IEEE","IEEE Conferences"
"Key techniques of haptic related computation in virtual liver surgery","Y. Shi; Y. Xiong; X. Hua; K. Tan; X. Pan","School of Computer Science, National University of Defense Technology, Changsha, China; School of Computer Science, National University of Defense Technology, Changsha, China; School of Electronic Science and Engineering, National University of Defense Technology, Changsha, China; Educational Technology Center, The PLA General Hospital, Beijing, China; Educational Technology Center, The PLA General Hospital, Beijing, China","2015 8th International Conference on Biomedical Engineering and Informatics (BMEI)","11 Feb 2016","2015","","","355","359","With or without a realistic haptic effect is the key difference between virtual surgery and the traditional training methods. On the real-time operation stage, users contact with the virtual scene and implement the operation by manipulating the haptic interaction device. Obviously, haptic related computation is the most important part for a virtual surgery system. This paper studied the haptic related computation of the virtual liver surgery, including the mechanism of haptic computation in liver virtual surgery, liver cutting area delineation and liver parenchyma splitting simulation. We developed two novel methods to simulate the delineation and splitting on the virtual liver surface. Results show our techniques can not only provide a realistic effect in our virtual surgery system, but also can be used in other simulation and geometry fields.","","978-1-5090-0022-7","10.1109/BMEI.2015.7401529","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7401529","virtual liver surgery;haptic computation;simulation","Liver;Surgery;Haptic interfaces;Computational modeling;Training;Real-time systems;Solid modeling","haptic interfaces;liver;medical computing;surgery","virtual liver parenchyma splitting simulation;haptic computation mechanism;haptic interaction device;virtual liver surgery","","6","","8","","11 Feb 2016","","","IEEE","IEEE Conferences"
"The versatility of the Wii controller in CS education","V. B. Petrović; D. Ivetić; Z. Konjović","Faculty of Technical Sciences, Novi Sad, Serbia; Faculty of Technical Sciences, Novi Sad, Serbia; Faculty of Technical Sciences, Novi Sad, Serbia","2011 IEEE 9th International Symposium on Intelligent Systems and Informatics","3 Oct 2011","2011","","","59","64","This paper discusses the applicability of the Wii controller to CS (computer science) education. The controller can be used as an inexpensive sensor platform or as a human interface device. Its applicability is studied trough two examples: virtual reality and advanced human computer interaction on one side and artificial intelligence on the other. Both these examples showcase the flexibility of the Wii controller in particular and consumer electronics game accessories in general. It is also observed that despite the seemingly disparate nature of the example subjects chosen, project from both merged seamlessly. This illustrates that the Wii controller is very good at exploiting the deep synergy that exists between varying fields of CS study.","1949-0488","978-1-4577-1974-5","10.1109/SISY.2011.6034383","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6034383","","Tracking;Virtual reality;Neurons;Artificial intelligence;Artificial neural networks;Education;Hardware","artificial intelligence;computer games;computer science education;consumer electronics;human computer interaction;sensors;telecontrol;user interfaces;virtual reality","Wii controller;CS education;computer science education;human interface device;virtual reality;human computer interaction;artificial intelligence;consumer electronics game accessory","","3","","15","","3 Oct 2011","","","IEEE","IEEE Conferences"
"Distance perception during cooperative virtual locomotion","W. E. Marsh; J. Chardonnet; F. Mérienne","Arts et Métiers ParisTech - CNRS Le2i, Institut Image, France; Arts et Métiers ParisTech - CNRS Le2i, Institut Image, France; Arts et Métiers ParisTech - CNRS Le2i, Institut Image, France","2015 IEEE Symposium on 3D User Interfaces (3DUI)","25 Jun 2015","2015","","","173","174","Virtual distances are often misperceived, though most past research ignores co-located cooperative systems. Because active locomotion plays a role in spatial perception, cooperative viewpoint control may impact perceived distances. Additionally, the center of projection is generally optimized for a single tracked user, meaning that a single action will result in different visual feedback for each user. We describe a study investigating the effect of a co-located cooperative locomotion interface on virtual distance perception. Results indicate that a slight center-of-projection offset did affect distance estimates for the untracked user, but that the cooperation actions themselves did not play a role. This study brings new insights to designing interfaces which facilitate accurate spatial perception in cooperative applications.","","978-1-4673-6886-5","10.1109/3DUI.2015.7131756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7131756","","Legged locomotion;Visualization;Head;Target tracking;Atmospheric measurements;Particle measurements","groupware;human computer interaction;user interfaces;virtual reality","cooperative virtual locomotion;co-located cooperative locomotion interface;virtual distance perception;center-of-projection offset;virtual reality;VR","","","","6","","25 Jun 2015","","","IEEE","IEEE Conferences"
"Surgical strike: interface design across task domains","L. J. Hettinger; R. S. Tannen; E. E. Geiselman; B. J. Brickman; B. W. Moroney; M. W. Haas","Logicon Tech. Services Inc., Dayton, OH, USA; NA; NA; NA; NA; NA","Proceedings Fourth Annual Symposium on Human Interaction with Complex Systems","6 Aug 2002","1998","","","131","136","To what extent can similarities in the general demands placed on human performance in apparently disparate task domains be used to enhance human-machine interface design in each? How can the ""lessons learned"" in one area of human endeavour be systematically and successfully applied to another? What is the nature of the information that permits such transfer to occur? These are important questions currently being encountered in the realm of virtual environment (VE) systems design. Applications of VE technology originally developed for use in advanced tactical aviation settings are currently being used as models for the development of neurosurgical interface concepts. While at first glance the connection between air combat and surgery may seem a distant one at best, there are many important similarities between them. For instance, both task domains share at least ten common, important human performance attributes, each of which may provide key insights into how to import knowledge gained from one domain into the other. Each of these areas have important implications for designing successful technical systems to support human performance. This paper explores the notion that general principles of interface design, derived from a concern with optimizing the above aspects of task performance, can be derived from the study of apparently disparate task domains. To illustrate this general idea, we elaborate how cross-fertilization between neurosurgery and air combat can be used to successfully advance the design of interfaces to support both.","","0-8186-8341-4","10.1109/HUICS.1998.659968","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=659968","","Surgery;Biomedical imaging;Medical diagnostic imaging;Humans;Educational technology;Medical treatment;Laboratories;Virtual environment;Neurosurgery;Medical simulation","user interfaces;technology transfer;task analysis;surgery;aerospace computing;medical computing;human factors;virtual reality;military computing","human-machine interface design;task domains;human performance;virtual environment systems design;advanced tactical aviation;neurosurgical interface concepts;air combat;surgery;technical systems;task performance optimization","","1","","5","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Tracking target motion under combined visual and kinesthetic disturbances","L. Masia; V. Squeri; M. Casadio; P. Morasso; V. Sanguineti; G. Sandini","IIT, Genoa, Italy; IIT, Genoa, Italy; IIT, Genoa, Italy; DIST, University of Genoa, Italy; DIST, University of Genoa, Italy; IIT, Genoa, Italy","2009 IEEE International Conference on Rehabilitation Robotics","21 Aug 2009","2009","","","688","693","This study addresses a major problem in the design of HCI (human-computer interface) systems: how to avoid or reduce the long learning/adaptation process and the corresponding attentional load of the underlying hand-eye coordination task that frequently affects HCI systems. In particular, we considered a tracking task to a visual target whose frame of reference is rotated with respect to a body-fixed frame in a time-varying manner. We investigated it by means of a wrist robot coupled with a virtual reality system: kinesthetic and visual disturbances were applied during a tracking task, in a unimodal and bimodal manner, and we observed the performance. Tracking involved two degrees of freedom and the kinesthetic disturbance was applied by the robot through the third degree of freedom. Visual disturbance was provided by rotating the visual feedback. The results suggest that the combination of a suitable proprioceptive feedback with the kinematic redundancy of the HCI system might be a rather general principle for improving the efficiency of HCI systems.","1945-7901","978-1-4244-3788-7","10.1109/ICORR.2009.5209541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5209541","wrist robot;visual and proprioceptive disturbance;visuo-manual tracking;virtual reality","Target tracking;Human computer interaction;Robot kinematics;Motor drives;Mice;Wrist;Virtual reality;Feedback;Brushes;Minimally invasive surgery","robots;user interfaces;virtual reality","tracking target motion;visual disturbances;kinesthetic disturbances;human-computer interface;hand-eye coordination task;wrist robot;virtual reality system;proprioceptive feedback","","","","14","","21 Aug 2009","","","IEEE","IEEE Conferences"
"Designing telepresence robots for K-12 education","E. Cha; S. Chen; M. J. Mataric","Interaction Lab, Department of Computer Science, University of Southern California, Los Angeles, CA 90089, USA; Interaction Lab, Department of Computer Science, University of Southern California, Los Angeles, CA 90089, USA; Interaction Lab, Department of Computer Science, University of Southern California, Los Angeles, CA 90089, USA","2017 26th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN)","14 Dec 2017","2017","","","683","688","Telepresence robots have the potential to improve access to K-12 education for students who are unable to attend school for a variety of reasons. Since previous telepresence research has largely focused on the needs of adult users in workplace settings, it is unknown what challenges must be addressed for these robots to be effective tools in classrooms. In this paper, we seek to better understand how a telepresence robot should function in the classroom when operated by a remote student. Toward this goal, we conducted field sessions in which four designers operated a telepresence robot in a real K-12 classroom. Using the results, we identify key research challenges and present design insights meant to inform the HRI community in particular and robot designers in general.","1944-9437","978-1-5386-3518-6","10.1109/ROMAN.2017.8172377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8172377","","Robots;Education;Employment;Navigation;Tools;Collaboration","computer aided instruction;educational institutions;human-robot interaction;telerobotics;virtual reality","classroom;HRI community;K-12 classroom;remote students;adult users;K-12 education;telepresence research;robot designers;telepresence robots","","","","40","","14 Dec 2017","","","IEEE","IEEE Conferences"
