"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Early Results of a Usability Evaluation of Two Digital Human Model -based Ergonomic Software Applying Eye-Tracking Methodology Comparison of the usability of ViveLab and Jack software","M. Babicsné-Horváth; K. Hercegfi","Budapest University of Technology and Economics,Department of Ergonomics and Psychology,Budapest,Hungary; Budapest University of Technology and Economics,Department of Ergonomics and Psychology,Budapest,Hungary","2019 10th IEEE International Conference on Cognitive Infocommunications (CogInfoCom)","11 May 2020","2019","","","205","210","Analysis software for ergonomics are more and more wide spread among researchers. There are various software for ergonomics available on the market, and it would be important to know which one to choose in various research tasks. Although data on the capabilities of the software can be found relatively easily, a comparison regarding their ease of use and the quality of their user interface cannot be found in the literature. In this article, the usability of two software were compared. A cloud based Hungarian software, ViveLab and the well-known Jack software was chosen. In addition to the traditional software usability testing technique based on screen and event recording and user camera, eye-tracking methodology was also applied. The goal of this research is to find out which software is more usable in different situations. The results were divisive and in some cases astonishing. We are not able to give a definite answer which software is easier to use. There were several cases when ViveLab was easier and almost as much cases when Jack. There are areas for improvement in both software. Our results can help researchers to choose software for their specific tasks. Furthermore, the results can give additional information on which user interface elements and concepts are worth to improve by developers of the ergonomic software, and, in some cases, may inspire developers of other 3D-based software in general.","2380-7350","978-1-7281-4793-2","10.1109/CogInfoCom47531.2019.9089993","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9089993","Usability testing;Eye-tracking;Human Factors and Ergonomics (HFE);Digital Human Model;Computer Aided Anthropometric Design (CAAD);Software for ergonomic risk assessment;ViveLab;Jack","Usability;Ergonomics;Task analysis;Solid modeling;Lifting equipment;Risk management","ergonomics;gaze tracking;human computer interaction;tracking;user interfaces","event recording;user camera;ViveLab;user interface elements;usability evaluation;digital human model;Jack software;analysis software;ergonomics;research tasks;Hungarian software;traditional software usability;eye-tracking methodology comparison;ergonomic software","","","","31","","11 May 2020","","","IEEE","IEEE Conferences"
"Analysis of railway vehicle system dynamics with the multibody program MEDYNA","W. Kortum","Inst. for Flight Syst. Dynamics, DLR German Aerosp. Res. Establ., Oberpfaffenhofen, Germany","ASME/IEEE Joint Conference on Railroads","6 Aug 2002","1990","","","57","63","The general-purpose program MEDYNA is described with respect to its capabilities for analyzing the dynamics of railway systems. The modeling capabilities, the computational methods, and software aspects are addressed. Special emphasis is placed on MEDYNA's modeling assumptions for the wheel-rail contact mechanics and the railway operational modes such as critical speeds, dynamic curving, and vehicle-guideway interaction. The use of MEDYNA for typical problems associated with the development of the ICE train is demonstrated.<>","","","10.1109/RRCON.1990.171661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=171661","","Rail transportation;Vehicle dynamics;Aerodynamics;Nonlinear equations;Ice;Analytical models;Magnetic levitation;Deformable models;Laser mode locking;Nonlinear dynamical systems","digital simulation;engineering computing;railways","railway vehicle system dynamics;multibody program MEDYNA;wheel-rail contact mechanics;critical speeds;dynamic curving;vehicle-guideway interaction","","1","","15","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Advanced observer design for multi-task control in visual feedback based redundant manipulators","H. Wang; T. Murakami","Department of System Design Engineering, Keio University, Yokohama 223-8522, Japan; Department of System Design Engineering, Keio University, Yokohama 223-8522, Japan","2013 IEEE International Conference on Mechatronics (ICM)","23 May 2013","2013","","","231","236","Many people expect robots to assist us in our daily lives. In this case, visual information is necessary in human-robot cooperation. In general, by using visual information feedback, the posture error between manipulators and fingers is computed to adjust the system input. Because robotic manipulators have redundant degree-of-freedom (DOF), a variety of tasks can be performed at the same time. However, conflicts may occur between tasks and the stability of the system cannot be guaranteed. The control spaces of redundant manipulators are divided into work-space and null-space. As the number of the DOF increases, the calculation of the null-space term becomes more complicated. This paper describes a novel approach of advanced observer design of visual feedback redundant manipulators by using the task-priority control strategy. In order to avoid the conflicts of multiple tasks, the task-priority control strategy is employed in our system. In the proposed approach, a RIC structure based work-space observer is designed. We also utilize this work-space observer in hierarchical null-spaces to simplify the calculation. The validity of the proposed approach is verified by a simulation. The results suggest that the proposed work-space observer has better performance than the conventional work-space observer in hierarchical null-spaces.","","978-1-4673-1388-9","10.1109/ICMECH.2013.6518541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6518541","Visual feedback;Redundant manipulator;Task-priority control strategy;Hierarchical null-spaces;Work-space observer (WOB)","Manipulators;Observers;Joints;Acceleration;Robustness;Kinematics","compensation;control system synthesis;feedback;human-robot interaction;manipulator dynamics;observers;redundant manipulators;robot vision;robust control","human-robot cooperation;visual information feedback;posture error;robotic manipulators;redundant degree-of-freedom;advanced observer design;visual feedback redundant manipulators;task-priority control strategy;RIC structure based work-space observer design;hierarchical null-spaces;robust internal-loop compensator","","1","","10","","23 May 2013","","","IEEE","IEEE Conferences"
"Counterfactual Vision and Language Learning","E. Abbasnejad; D. Teney; A. Parvaneh; J. Shi; A. van den Hengel","Australian Institute for Machine Learning & The University of Adelaide, Australia; Australian Institute for Machine Learning & The University of Adelaide, Australia; Australian Institute for Machine Learning & The University of Adelaide, Australia; Australian Institute for Machine Learning & The University of Adelaide, Australia; Australian Institute for Machine Learning & The University of Adelaide, Australia","2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","5 Aug 2020","2020","","","10041","10051","The ongoing success of visual question answering methods has been somwehat surprising given that, at its most general, the problem requires understanding the entire variety of both visual and language stimuli. It is particularly remarkable that this success has been achieved on the basis of comparatively small datasets, given the scale of the problem. One explanation is that this has been accomplished partly by exploiting bias in the datasets rather than developing deeper multi-modal reasoning. This fundamentally limits the generalization of the method, and thus its practical applicability. We propose a method that addresses this problem by introducing counterfactuals in the training. In doing so we leverage structural causal models for counterfactual evaluation to formulate alternatives, for instance, questions that could be asked of the same image set. We show that simulating plausible alternative training data through this process results in better generalization.","2575-7075","978-1-7281-7168-5","10.1109/CVPR42600.2020.01006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9156448","","Training;Visualization;Training data;Task analysis;Machine learning;Knowledge discovery;Data models","case-based reasoning;data visualisation;human computer interaction;inference mechanisms;learning (artificial intelligence);question answering (information retrieval)","language learning;ongoing success;visual question answering methods;visual language;multimodal reasoning;counterfactuals;structural causal models;counterfactual evaluation;plausible alternative training data;counterfactual vision","","1","","42","","5 Aug 2020","","","IEEE","IEEE Conferences"
"Virtual journey through the history of Fort Saint Jean, Marseille (VJ-FSJ Project) : Case Study: New Media exhibit at the Musée des civilisations de L’Europe et de la Méditerranée (MuCEM)","F. Fischnaller","Accademia Albertina di Belle Arti di Torino, Italy","2018 3rd Digital Heritage International Congress (DigitalHERITAGE) held jointly with 2018 24th International Conference on Virtual Systems & Multimedia (VSMM 2018)","26 Aug 2019","2018","","","1","8","This paper presents insights about the design of a permanent digital heritage exhibit, Virtual Journey through the history of Fort Saint Jean (VJ-FSJ), based in the fort of the same name, a prominent historical and architectural site in Marseille, France. The VJ-FSJ project is a multi-disciplinary technology-based exhibit, combining mixed media display systems, holographic imaging, video mapping on 3D printed models, augmented audio-visual environments, and digital heritage narrative and storytelling embedded within physical and virtual architecture. The exhibit opened in 2018 at the Musée des Civilisations de L'Europe et de la Méditerranée (MuCEM) in Marseille. The design is one of the outcomes of an ongoing interdisciplinary research project entitled: New generation interaction in cultural heritage: immersive exhibitions within the field of art and architecture in museums (NGI-CH research). The paper begins by presenting a general overview of the research, project background, goals, aims, historical framework, and heritage context, and then moves on to address outcomes: case study (exhibit design), methodologies, technologies and design solutions, and closes with conclusions and lessons learned.","","978-1-7281-0292-4","10.1109/DigitalHeritage.2018.8810134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8810134","DH Museum exhibitions;cultural heritage;digital narrative and storytelling for education in museums;3D printing;rapid prototyping and reproduction;video mapping;holographic techniques;mixed media installation;cross-disciplinary research and design practice","Cultural differences;Media;History;Three-dimensional displays;Solid modeling;Display systems;Art","exhibitions;history;museums;virtual reality","Fort Saint Jean;Marseille;VJ-FSJ project;MuCEM;permanent digital heritage exhibit;architectural site;multidisciplinary technology-based exhibit;mixed media display systems;3D printed models;augmented audio-visual environments;digital heritage narrative;storytelling;physical architecture;virtual architecture;cultural heritage;immersive exhibitions;exhibit design;historical site;virtual journey;New Media exhibit;Musée des civilisations de L'Europe et de la Méditerranée;holographic imaging;video mapping","","","","26","","26 Aug 2019","","","IEEE","IEEE Conferences"
"Mission Allocation and Execution for Human and Robot Agents in Industrial Environment","S. Djezairi; I. Akli; R. B. Zamoum; B. Bouzouia","Division Productique et Robotique, Centre de développement des Technologies Avancées, PO. Box 17 Baba-Hassen, Algiers, 16303, Algeria; Division Productique et Robotique, Centre de développement des Technologies Avancées, PO. Box 17 Baba-Hassen, Algiers, 16303, Algeria; Signals and System Lab, Institute of Electronics and Electrical Engineering, University of Boumerdes, Avenue de L'independance, Boumerdes, 35000, Algeria; Division Productique et Robotique, Centre de développement des Technologies Avancées, PO. Box 17 Baba-Hassen, Algiers, 16303, Algeria","2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN)","8 Nov 2018","2018","","","796","801","This paper deals with the problem of mission allocation for robot agents cooperating with human agents, in industrial application. RFID (Radio frequency identification) sensor platform is exploited to describe the environment state. Relevant information is available in RFID tags which are placed on objects and machines, and agents (robots or humans) types. The mission allocator receives the information from the RFID platform, and calculates the adequate sub-mission (set of sequential tasks) assigned to each agent. The robot agents execute the assigned tasks, organized through task planning strategy. The human agents perform the assigned sub-mission plans introduced via Human Machine Interfaces (HMIs). After the execution of each task by the agents, the environment state is updated. A general framework allowing mission distribution for robot and human agents is proposed in this article. The effectiveness of the proposed solution is tested in simulation with mobile manipulator agents in cooperation with a group of human agents.","1944-9437","978-1-5386-7980-7","10.1109/ROMAN.2018.8525726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8525726","","Task analysis;Resource management;Service robots;Radiofrequency identification;Robot sensing systems;Robot kinematics","human-robot interaction;multi-agent systems;multi-robot systems;path planning;radiofrequency identification","mission allocation;robot agents;human agents;RFID sensor platform;environment state;mission allocator;RFID platform;mobile manipulator agents;human machine interfaces;mission distribution","","","","23","","8 Nov 2018","","","IEEE","IEEE Conferences"
"Towards the reuse of practical and collaborative learning experiences","M. Caeiro-Rodriguez; J. Fontenla-Gonzalez; M. Llamas-Nistal; L. Anido-Rifon","University of Vigo, School of Telecommunications Engineering, E-36310, Spain; University of Vigo, School of Telecommunications Engineering, E-36310, Spain; University of Vigo, School of Telecommunications Engineering, E-36310, Spain; University of Vigo, School of Telecommunications Engineering, E-36310, Spain","2008 38th Annual Frontiers in Education Conference","22 Dec 2008","2008","","","F3B-15","F3B-20","In this paper we introduce a proposal to support the reuse of educational resources involved in practical and collaborative learning experiences, intended to complement existing reuse initiatives for LMS resources. These initiatives are mainly focused in media contents, while our proposal is devoted to the tools that can be used in practical educational scenarios (e.g., simulators, remote labs, communication tools) and, more important, to the ways such tools are intended to be used. A main point of the proposal is to enable the use of different tools. In relation to the intended use, three main issues are described: authorizations, awareness and interaction. The proposal is part of a more comprehensible development based in the language PoEML. This language extends the IMS Learning Design capabilities to support practical scenarios through a generalized solution and following an approach based on the separation of concerns.","2377-634X","978-1-4244-1969-2","10.1109/FIE.2008.4720430","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4720430","Educational Modeling Languages;IMS Learning Design;Reusability;Interoperability;Practice Learning;Collaborative Learning","Collaborative work;Proposals;Collaboration;Authorization;Electronic learning;Least squares approximation;Standards development;Content management;Electronic mail;Seminars","computer aided instruction;simulation languages","collaborative learning;educational resources;LMS resources;media contents;comprehensible development;PoEML;IMS learning design","","","","22","","22 Dec 2008","","","IEEE","IEEE Conferences"
"Towards Scalable Information-Seeking Multi-Domain Dialogue","A. Papangelis; M. Kotti; Y. Stylianou","Speech Technology Group, Toshiba Cambridge Research Lab; Speech Technology Group, Toshiba Cambridge Research Lab; Speech Technology Group, Toshiba Cambridge Research Lab","2018 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 Sep 2018","2018","","","6064","6068","Multi-domain dialogue systems face challenges such as scaling algorithms to handle large ontologies, or transferring trained policy models to unseen domains. We attempt to address these challenges by proposing a dialogue management architecture that has an abstracted view of the world but yet is able to focus on relevant parts of the ontology at runtime. Specifically, we train a sub-domain identifier neural network that learns which features are relevant to the current turn and the immediate future, thus filtering out irrelevant information from the ontology and consequently the belief space at each dialogue turn. We then train a policy network that needs: a) to adapt to the sub-domain identifier's output; and b) to learn what information will carry over from previous turns and when it needs to be updated. We evaluate our method on a large information-seeking ontology that contains latent sub-domains. Our results in simulation and a small human trial show that the sub-domain identifier is able to generalise to unseen domains and achieve performance on par with a multi-domain dialogue manager where each sub-domain is carefully defined (golden standard).","2379-190X","978-1-5386-4658-8","10.1109/ICASSP.2018.8461754","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8461754","Spoken Dialogue Management;Multiple Domains;Dialogue Policy;Policy Network","Ontologies;Electronics packaging;Task analysis;Feature extraction;Standards;Face;Neural networks","human computer interaction;interactive systems;learning (artificial intelligence);natural language interfaces;neural nets;ontologies (artificial intelligence)","trained policy models;sub-domain identifier neural network;abstracted view;dialogue management architecture;multidomain dialogue systems;scalable information-seeking multidomain dialogue;multidomain dialogue manager;unseen domains;latent sub-domains;information-seeking ontology;policy network;dialogue turn;irrelevant information","","","","17","","13 Sep 2018","","","IEEE","IEEE Conferences"
"A method for building predictive HSMMs in interactive environments","V. Rodríguez-Fernández; A. Gonzalez-Pardo; D. Camacho","Universidad Autónoma de Madrid (UAM) 28049, Madrid, Spain; Universidad Autónoma de Madrid (UAM) 28049, Madrid, Spain; Universidad Autónoma de Madrid (UAM) 28049, Madrid, Spain","2016 IEEE Congress on Evolutionary Computation (CEC)","21 Nov 2016","2016","","","3146","3153","The study of user behavior based on his/her interactions with a system is widely extended over several fields of research. Often, it is useful to have an underlying model to generate behavioral predictions, allowing the system to automatically adapt to the user and to detect deviations from an expected behavior. In this work, we develop a general method to create, select and validate a Hidden Semi-Markov Model (HSMM) to predict behavior in interactive environments, based on previously seen interactions. The method is completely data-driven, unrestricted by any prior knowledge of the model structure, and easy to automate once some parameters has been adjusted. To test the proposed method, a multi-UAV mission simulator has been used, obtaining a model able to perform adequate predictions in terms of quality and time.","","978-1-5090-0623-6","10.1109/CEC.2016.7744187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7744187","","Hidden Markov models;Predictive models;Computational modeling;Dictionaries;Adaptation models;Data models;Silicon","aerospace simulation;autonomous aerial vehicles;hidden Markov models;interactive systems","predictive HSMM building;interactive environments;user behavior;behavioral prediction generation;hidden semiMarkov model;model structure;multiUAV mission simulator","","1","","19","","21 Nov 2016","","","IEEE","IEEE Conferences"
"Robot Imitation Through Vision, Kinesthetic and Force Features with Online Adaptation to Changing Environments","R. Fernandez-Fernandez; J. G. Victores; D. Estevez; C. Balaguer","The Department of Systems Engineering and Automation Universidad Carlos III de Madrid (UC3M), The Robotics Lab research group; The Department of Systems Engineering and Automation Universidad Carlos III de Madrid (UC3M), The Robotics Lab research group; The Department of Systems Engineering and Automation Universidad Carlos III de Madrid (UC3M), The Robotics Lab research group; The Department of Systems Engineering and Automation Universidad Carlos III de Madrid (UC3M), The Robotics Lab research group","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","6 Jan 2019","2018","","","1","9","Continuous Goal-Directed Actions (CGDA)is a robot imitation framework that encodes actions as the changes they produce on the environment. While it presents numerous advantages with respect to other robot imitation frameworks in terms of generalization and portability, final robot joint trajectories for the execution of actions are not necessarily encoded within the model. This is studied as an optimization problem, and the solution is computed through evolutionary algorithms in simulated environments. Evolutionary algorithms require a large number of evaluations, which had made the use of these algorithms in real world applications very challenging. This paper presents online evolutionary strategies, as a change of paradigm within CGDA execution. Online evolutionary strategies shift and merge motor execution into the planning loop. A concrete online evolutionary strategy, Online Evolved Trajectories (OET), is presented. OET drastically reduces computational times between motor executions, and enables working in real world dynamic environments and/or with human collaboration. Its performance has been measured against Full Trajectory Evolution (FTE)and Incrementally Evolved Trajectories (IET), obtaining the best overall results. Experimental evaluations are performed on the TEO full-sized humanoid robot with “paint” and “iron” actions that together involve vision, kinesthetic and force features.","2153-0866","978-1-5386-8094-0","10.1109/IROS.2018.8593724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593724","","Trajectory;Robot sensing systems;Feature extraction;Force;Planning;Paints","evolutionary computation;humanoid robots;human-robot interaction;optimisation;robot vision;trajectory control","optimization problem;continuous goal-directed actions;robot joint trajectories;online evolved trajectories;force features;iron actions;TEO full-sized humanoid robot;motor execution;CGDA execution;online evolutionary strategies;evolutionary algorithms;robot imitation framework","","","","16","","6 Jan 2019","","","IEEE","IEEE Conferences"
