"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Augmented Reality to Improve Surgical Simulation: Lessons Learned Towards the Design of a Hybrid Laparoscopic Simulator for Cholecystectomy","R. M. Viglialoro; N. Esposito; S. Condino; F. Cutolo; S. Guadagni; M. Gesi; M. Ferrari; V. Ferrari","EndoCAS Center, Department of Translational Research and New Technologies in Medicine and Surgery, University of Pisa, Pisa, Italy; EndoCAS Center, Department of Translational Research and New Technologies in Medicine and SurgeryUniversity of Pisa; EndoCAS Center, Department of Translational Research and New Technologies in Medicine and SurgeryUniversity of Pisa; EndoCAS Center, Department of Translational Research and New Technologies in Medicine and SurgeryUniversity of Pisa; Department of General Surgery UnitCisanello University Hospital AOUP; Department of Translational Research on New Technologies in Medicine and SurgeryUniversity of Pisa; EndoCAS Center, Department of Translational Research and New Technologies in Medicine and SurgeryUniversity of Pisa; EndoCAS Center, Department of Translational Research and New Technologies in Medicine and SurgeryUniversity of Pisa","IEEE Transactions on Biomedical Engineering","21 Jun 2019","2019","66","7","2091","2104","Hybrid surgical simulators based on augmented reality (AR) solutions benefit from the advantages of both the box trainers and the virtual reality simulators. This paper reports on the results of a long development stage of a hybrid simulator for laparoscopic cholecystectomy that integrates real and the virtual components. We first outline the specifications of the AR simulator and then we explain the strategy adopted for implementing it based on a careful selection of its simulated anatomical components, and characterized by a real-time tracking of both a target anatomy and of the laparoscope. The former is tracked by means of an electromagnetic field generator, while the latter requires an additional camera for video tracking. The new system was evaluated in terms of AR visualization accuracy, realism, and hardware robustness. Obtained results show that the accuracy of AR visualization is adequate for training purposes. The qualitative evaluation confirms the robustness and the realism of the simulator. In conclusion, the proposed AR simulator satisfies all the initial specifications in terms of anatomical appearance, modularity, reusability, minimization of spare parts cost, and ability to record surgical errors and to track in real-time the Calot's triangle and the laparoscope. Thus, the proposed system could be an effective training tool for learning the task of identification and isolation of Calot's triangle in laparoscopic cholecystectomy. Moreover, the presented strategy could be applied to simulate other surgical procedures involving the task of identification and isolation of generic tubular structures, such as blood vessels, biliary tree, and nerves, which are not directly visible.","1558-2531","","10.1109/TBME.2018.2883816","Augmented Reality Simulation; Italian Minister of Health; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8550677","Surgical simulator;laparoscopic simulation;augmented reality;hybrid simulators;physical anatomical model;cholecystectomy training","Laparoscopes;Solid modeling;Visualization;Training;Task analysis;Minimally invasive surgery","augmented reality;blood vessels;computer based training;data visualisation;medical computing;surgery;virtual reality","surgical simulation;hybrid laparoscopic simulator;hybrid surgical simulators;virtual reality simulators;hybrid simulator;laparoscopic cholecystectomy;virtual components;AR simulator;simulated anatomical components;real-time tracking;laparoscope;electromagnetic field generator;video tracking;AR visualization accuracy;hardware robustness;surgical errors;Calot's triangle;surgical procedures;augmented reality solutions","","2","","50","","28 Nov 2018","","","IEEE","IEEE Journals"
"Mobile Augmented Reality in Nursing Educational Environments","E. Quqandi; M. Joy; M. Rushton; I. Drumm","Computer Science Department, Warwick University, Coventry, UK; Computer Science Department, Warwick University, Coventry, UK; School of Health and Society, The University of Salford, Manchester, UK; Computer, Science and Engineer, The University of Salford, Manchester, UK","2018 10th Computer Science and Electronic Engineering (CEEC)","28 Mar 2019","2018","","","266","269","The possibility of using Augmented Reality (AR) in learning and training has become more straightforward than before, as a result of the extensive use of Information and Communication Technologies (ICT) in the computer and mobile industries. Even though AR is used in education, and it is generally acknowledged that it has a positive impact on learning outcomes, the value of integrating AR applications into learning environments has not yet been fully investigated [1]. This in progress work considers the integration of AR technology into nursing clinical lab training, introduces new ways of interacting with manikins, and allows students to view patient scenarios instead of relying on teacher explanations. AR allows students to visualize hidden objects such as internal organs, which makes simulations more realistic and immersive. The study investigates the potential of this technology in terms of enhancing nursing students' self-regulation skills.","","978-1-5386-7275-4","10.1109/CEEC.2018.8674182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8674182","Augmented Reality;Mobile Learning;Nursing;Higher Education;Self-learning;Self-Regulation;Clinical skills","Medical services;Education;Augmented reality;Three-dimensional displays;Solid modeling;Videos;Task analysis","augmented reality;biomedical education;computer aided instruction;medical computing;mobile computing;patient care","learning environments;AR technology;clinical lab training;patient scenarios;nursing educational environments;ICT;mobile augmented reality;information and communication technologies;hidden objects visualization;nursing students self-regulation skills;manikins","","","","17","","28 Mar 2019","","","IEEE","IEEE Conferences"
"A Haptic Interface with Motor/Brake System for Colonoscopy Simulation","E. Samur; L. Flaction; U. Spaelter; H. Bleuler; D. Hellier; S. Ourselin","Laboratory of Robotic Systems, Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland; Laboratory of Robotic Systems, Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland; Laboratory of Robotic Systems, Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland; Laboratory of Robotic Systems, Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland; BioMedIA Lab, CSIRO E-Health Research Centre, Brisbane, Australia, david.hellier@csiro.au; BioMedIA Lab, CSIRO E-Health Research Centre, Brisbane, Australia","2008 Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems","31 Mar 2008","2008","","","477","478","Training for colonoscopy, which is the examination and treatment of the colon, is often performed on real patients once the physician has passed the novice level. This increases the risk of colon injury to the patient and lengthens the procedure time. Since a decade ago, there has been research on virtual reality surgery simulators with haptic feedback. The main goal is to provide an alternative to traditional training methods on animals, cadavers or real patients. Haptic feedback is a key feature for every surgery simulator for the training of hand-eye coordination. In this paper, a compact and portable haptic interface is presented for the colonoscopy. The haptic interface provides position data acquisition and force feedback in linear and rotational directions with combined electrical motors and passive brakes to cover a large range of forces. The motorized drives are used for active force feedback and friction compensation and the brakes are used for high force rendering without slipping. This novel design allows decoupled motion in both directions.","2324-7355","978-1-4244-2005-6","10.1109/HAPTICS.2008.4479998","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4479998","B.0 [Hardware]: General¿Surgery Simulators;I.6.3 [Computing Methodologies]: Simulation and Modeling¿Applications","Haptic interfaces;Colonoscopy;Force feedback;Colon;Surgery;Medical treatment;Injuries;Virtual reality;Animals;Cadaver","DC motors;digital simulation;force feedback;haptic interfaces;patient treatment;virtual reality","haptic interface;colonoscopy simulation;colon treatment;brake system;electrical motor system;virtual reality surgery simulator;haptic force feedback;data acquisition;friction compensation;force rendering;hand-eye coordination training","","11","2","9","","31 Mar 2008","","","IEEE","IEEE Conferences"
"A virtual surgical training system that simulates cutting of soft tissue using a modified pre-computed elastic model","K. K. Toe; W. Huang; T. Yang; Y. Duan; J. Zhou; Y. Su; S. -K. Teo; S. S. Kumar; C. C. -W. Lim; C. K. Chui; S. Chang","Neural and Biomedical Department, Institute for Infocomm Research, A*STAR, Singapore, 138632; Neural and Biomedical Department, Institute for Infocomm Research, A*STAR, Singapore, 138632; Neural and Biomedical Department, Institute for Infocomm Research, A*STAR, Singapore, 138632; Neural and Biomedical Department, Institute for Infocomm Research, A*STAR, Singapore, 138632; Neural and Biomedical Department, Institute for Infocomm Research, A*STAR, Singapore, 138632; Institute of High Performance Computing, A*STAR, Singapore, 138632; Institute of High Performance Computing, A*STAR, Singapore, 138632; Institute of High Performance Computing, A*STAR, Singapore, 138632; Institute of High Performance Computing, A*STAR, Singapore, 138632; Department of Mechanical Engineering, National University of Singapore, Singapore, 119077; National University Hospital, Singapore, 119074","2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","5 Nov 2015","2015","","","3695","3698","This work presents a surgical training system that incorporates cutting operation of soft tissue simulated based on a modified pre-computed linear elastic model in the Simulation Open Framework Architecture (SOFA) environment. A precomputed linear elastic model used for the simulation of soft tissue deformation involves computing the compliance matrix a priori based on the topological information of the mesh. While this process may require a few minutes to several hours, based on the number of vertices in the mesh, it needs only to be computed once and allows real-time computation of the subsequent soft tissue deformation. However, as the compliance matrix is based on the initial topology of the mesh, it does not allow any topological changes during simulation, such as cutting or tearing of the mesh. This work proposes a way to modify the pre-computed data by correcting the topological connectivity in the compliance matrix, without re-computing the compliance matrix which is computationally expensive.","1558-4615","978-1-4244-9271-8","10.1109/EMBC.2015.7319195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7319195","Virtual surgical training;laparoscopic surgery;physically-based simulation;mesh cutting;pre-computed elastic model","Computational modeling;Ducts;Surgery;Solid modeling;Training;Biological tissues","biological tissues;biomedical education;computer based training;deformation;matrix algebra;medical computing;surgery;virtual reality","virtual surgical training system;soft tissue cutting;modified precomputed elastic model;simulation open framework architecture;SOFA;soft tissue deformation simulation;compliance matrix computation;subsequent soft tissue deformation computation;mesh topology;topological connectivity","Computer Simulation;Education, Medical;General Surgery;Humans;Linear Models;Robotic Surgical Procedures;User-Computer Interface","","","8","","5 Nov 2015","","","IEEE","IEEE Conferences"
"Research and Realization of Computer Network Complex Practical Teaching Platform of Virtual Reality","Z. Jie; Z. Jianwei; D. Yaxing","Comput. Sci. & Commun. Eng. Dept., ZhengZhou Univ. of Light Ind., ZhengZhou, China; Comput. Sci. & Commun. Eng. Dept., ZhengZhou Univ. of Light Ind., ZhengZhou, China; Comput. Sci. & Commun. Eng. Dept., ZhengZhou Univ. of Light Ind., ZhengZhou, China","2012 International Conference on Computer Science and Electronics Engineering","23 Apr 2012","2012","1","","383","387","Analyzing teaching status of computer network practical courses in colleges and universities, the paper proposes the design program and the specific implementation method of complex practical teaching platform of virtual reality computer network, and builds a general practical teaching environment of computer network, which can combine reality with virtual, break the constrains of time and space, improve the utilization of laboratory equipment fully and train engineering application skills of students.","","978-0-7695-4647-6","10.1109/ICCSEE.2012.316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6188073","network remote control;computer network;virtual reality;Lab","Laboratories;Computer networks;Instruments;Educational institutions;Virtual reality;Computers","computer based training;computer networks;computer science education;educational courses;educational institutions;teaching;virtual reality","computer network complex practical teaching platform;virtual reality;computer network practical course;colleges;universities;laboratory equipment utilization;engineering application skill training","","","","12","","23 Apr 2012","","","IEEE","IEEE Conferences"
"Moving frontiers in anesthesia training: the anesthesia simulator","J. S. Gravenstein","Dept. of Anesthesiology, Florida Univ., Gainesville, FL, USA","Proceedings of 18th Annual International Conference of the IEEE Engineering in Medicine and Biology Society","6 Aug 2002","1996","5","","2167","2169 vol.5","In the late sixties, SIM I, the first anesthesia simulator, made its appearance. Conceived and built by Dr. Densen, from the University of California in Los Angeles, the anesthesiologist, and Dr. Abrahamson, the engineer. The simulator was a mannequin with an anatomic airway and computer programs that caused the blood pressure to rise and the heart rate to increase when epinephrine was injected. The authors believe the simulators that have evolved in the last few years will do well in anesthesia and in medicine in general because, on the one hand they enable the student to practice until perfect, and on the other, they represent a new approach in medical education. They respond to the demand for a more individually-oriented direction in training.","","0-7803-3811-1","10.1109/IEMBS.1996.646480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=646480","","Anesthesia;Aerospace simulation;Surges;Aircraft propulsion;Computational modeling;Finance;Fans;Anesthetic drugs;Books;Safety","educational aids;biomedical education;surgery;computer based training;medical computing;digital simulation","anesthesia simulator;anesthesia training;SIM I;Dr. Densen;Dr. Abrahamson;anatomic airway;computer programs;blood pressure;heart rate;epinephrine injection;individually-oriented direction","","","","9","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Nautilus-the environment for training and testing","J. Chludil; J. Zara","Dept. of Comput. Sci. & Eng., Czech Tech. Univ., Prague, Czech Republic; Dept. of Comput. Sci. & Eng., Czech Tech. Univ., Prague, Czech Republic","Proceedings. Sixth IEEE International Workshop on Distributed Simulation and Real-Time Applications","22 Jan 2003","2002","","","134","139","The paper describes an experimental Web-based environment for teaching and testing. The application named Nautilus has been developed using Virtual Reality Modeling Language (VRML) and Java language with two special libraries: DILEWA and Vrmlworld. Although the resulting system is intended for low-level virtual reality systems without specialized hardware support it is powerful enough to accurately simulate various situations and scenarios. The currently implemented multi-user environment for training and testing of yacht captains serves as an experimental workbench for creation of general applications where a developer combines a simulated environment from simpler simulation elements. Design and implementation of the system are presented together with several practical observations concerning efficiency of the real-time rendering and the level of implementation difficulty.","1530-1990","0-7695-1853-2","10.1109/DISRTA.2002.1166899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1166899","","Testing;Marine vehicles;Boats;Libraries;Virtual reality;Java;Computer science;Application software;Computational modeling;Communication system signaling","virtual reality languages;digital simulation;Java;computer based training;teaching;Internet;groupware;software libraries","Nautilus;Web-based environment;teaching;testing;VRML;Java;DILEWA library;Vrmlworld library;multi-user environment;yacht captains;simulation;real-time rendering","","","","12","","22 Jan 2003","","","IEEE","IEEE Conferences"
"Design of Virtual Disassembly System of Front Pump Based on Unity-3d","Z. Xie; Y. Zhou; Y. He; X. Fu","Hunan City University; Changsha University of Science and Technology; Hunan Flying Roc Information Technology Co., Ltd.; Changsha University of Science and Technology","2019 International Conference on Virtual Reality and Intelligent Systems (ICVRIS)","5 Dec 2019","2019","","","17","19","Based on the virtual disassembly technology extended by virtual reality technology in the field of mechanical design and manufacturing, many experiments do not allow students to operate freely for various reasons, but are not affected in the computer. Since the training of employees in thermal power plants is generally based on the mentoring system, the training period is long and the effect is slow, so the virtual pump is used to model the front pump and build the fault library, including common mechanical faults, electrical fault types and disposal. The way to build the database, so that the new factory personnel can quickly master the system, thus saving manpower training costs. In the design process, 3D MAX, Unity, Visual Studio and other software were used to design the 3D graphics and disassemble the process according to the equipment standard, and the virtual simulation teaching can be combined with the physical equipment.","","978-1-7281-5050-5","10.1109/ICVRIS.2019.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8920806","virtual reality;virtual disassembly;pre-pump;Unity3D","Solid modeling;Three-dimensional displays;Virtual reality;Shafts;Maintenance engineering;Training;Impellers","assembling;design engineering;fault diagnosis;pumps;recycling;solid modelling;teaching;virtual reality","virtual disassembly technology;virtual reality technology;mechanical design;thermal power plants;virtual pump;mechanical faults;electrical fault;employees training;personnel","","","","13","","5 Dec 2019","","","IEEE","IEEE Conferences"
"An Advanced Computational Intelligence System for Training of Ballet Dance in a Cave Virtual Reality Environment","G. Sun; P. Muneesawang; M. Kyan; H. Li; L. Zhong; N. Dong; B. Elder; L. Guan","Commun. Univ. of China, Beijing, China; NA; NA; NA; NA; NA; NA; NA","2014 IEEE International Symposium on Multimedia","9 Feb 2015","2014","","","159","166","This paper presents a computer-based system for assessment and training of ballet dance in a CAVE virtual reality environment. The system utilizes Kinect sensor to capture student's dance and extracts features from skeleton joints. This system depends on a structured posture space, which comprises a set of dance elements that represent key moments -- ""postures"", that typically will be so briefly held as to experience as a fleeting moment in a flux -- in the dance movements whose performance we are attempting to assess. The recording captured from the Kinect allows the parsing of dance movement into a structured posture space using the spherical self-organizing map (SSOM). From this, a unique descriptor can be obtained by following gesture trajectories through posture space on the SSOM, which appropriately reflects the subtleties of ballet dance movements. Consequently, the system can recognize the category of movement the student is attempting, and this allows us make a quantitative assessment of individual movements. Based on the experimental results, the proposed system appears to be very effective for recognition and offering generalization across instances of movement. Thus, it is possible for the construction of assessment and visualization of ballet dance movements performed by the student in an instructional, virtual reality setting.","","978-1-4799-4311-1","10.1109/ISM.2014.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7033015","dance traning system;dance assesment;CAVE virtual reality environment;gesture recognition;spherical-self-organizing map","Trajectory;Training;Vectors;Gesture recognition;Joints;Histograms;Feature extraction","computer based training;gesture recognition;humanities;self-organising feature maps;virtual reality","computational intelligence system;ballet dance training;computer-based system;ballet dance assessment;CAVE virtual reality environment;Kinect sensor;student dance capture;feature extraction;skeleton joints;structured posture space;dance elements;key posture-moment representation;fleeting moment;dance movement parsing;spherical self-organizing map;SSOM;gesture trajectories;posture space;ballet dance movement subtleties;movement category recognition;quantitative assessment;generalization;movement instances;ballet dance movement assessment construction;ballet dance movement visualization construction;instructional virtual reality","","3","","25","","9 Feb 2015","","","IEEE","IEEE Conferences"
"Evaluating Multiple Levels of an Interaction Fidelity Continuum on Performance and Learning in Near-Field Training Simulations","A. Bhargava; J. W. Bertrand; A. K. Gramopadhye; K. C. Madathil; S. V. Babu",Clemson University; Clemson University; Clemson University; Clemson University; Clemson University,"IEEE Transactions on Visualization and Computer Graphics","13 Mar 2018","2018","24","4","1418","1427","With costs of head-mounted displays (HMDs) and tracking technology decreasing rapidly, various virtual reality applications are being widely adopted for education and training. Hardware advancements have enabled replication of real-world interactions in virtual environments to a large extent, paving the way for commercial grade applications that provide a safe and risk-free training environment at a fraction of the cost. But this also mandates the need to develop more intrinsic interaction techniques and to empirically evaluate them in a more comprehensive manner. Although there exists a body of previous research that examines the benefits of selected levels of interaction fidelity on performance, few studies have investigated the constituent components of fidelity in a Interaction Fidelity Continuum (IFC) with several system instances and their respective effects on performance and learning in the context of a real-world skills training application. Our work describes a large between-subjects investigation conducted over several years that utilizes bimanual interaction metaphors at six discrete levels of interaction fidelity to teach basic precision metrology concepts in a near-field spatial interaction task in VR. A combined analysis performed on the data compares and contrasts the six different conditions and their overall effects on performance and learning outcomes, eliciting patterns in the results between the discrete application points on the IFC. With respect to some performance variables, results indicate that simpler restrictive interaction metaphors and highest fidelity metaphors perform better than medium fidelity interaction metaphors. In light of these results, a set of general guidelines are created for developers of spatial interaction metaphors in immersive virtual environments for precise fine-motor skills training simulations.","1941-0506","","10.1109/TVCG.2018.2794639","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8260967","Bimanual Interaction;Interaction Fidelity;Empirical Evaluation;Educational Virtual Reality","Training;Aerospace electronics;Solid modeling;Metrology;Mice;Virtual environments","computer based training;helmet mounted displays;virtual reality","Interaction Fidelity Continuum;near-field training simulations;virtual reality applications;education;real-world interactions;safe risk-free training environment;intrinsic interaction techniques;near-field spatial interaction task;learning outcomes;discrete application points;performance variables;medium fidelity interaction metaphors;spatial interaction metaphors;immersive virtual environments;fine-motor skills training simulations;bimanual interaction metaphors;restrictive interaction metaphors;head-mounted displays;tracking technology","Adolescent;Adult;Cognition;Female;High Fidelity Simulation Training;Humans;Male;Surveys and Questionnaires;Task Performance and Analysis;User-Computer Interface;Virtual Reality;Young Adult","1","","33","Traditional","17 Jan 2018","","","IEEE","IEEE Journals"
