"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Disaster Management Simulation and research integration's Virtual Test Bed proposal for The Chilean National Research Center for Integrated Natural Disaster Management (CIGIDEN)","A. Vásquez; L. F. Robledo","Department of Computer Science, Pontificia Universidad Catolica de Chile, Santiago, CHILE; Department of Engineering Science, Universidad Andres Bello, Santiago, CHILE","2016 Winter Simulation Conference (WSC)","19 Jan 2017","2016","","","3028","3039","The Chilean National Research Center for Integrated Natural Disaster Management, CIGIDEN, was created in 2011 to develop, integrate, and transfer scientific knowledge to reduce the social consequences of extreme natural events. As one of its transfer products, CIGIDEN created a Disaster Management Simulation Lab (DMSLab) to deliver a practical training solution for disaster management. We propose a Virtual Test Bed to support the DMSLab by providing a simulation based, multi-disciplinary risk analysis platform. It will strengthen CIGIDEN's transfer and research integration capabilities, offering the tools and methodologies already being developed by the Center for emergency-based decision-making, optimization through simulation and humanitarian aid. A case study of a virtual disaster scenario developed with the Chilean National Emergency Office (ONEMI) is presented, to illustrate how the Virtual Test Bed can support research application in real scenarios.","1558-4305","978-1-5090-4486-3","10.1109/WSC.2016.7822337","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7822337","","Training;Disaster management;Decision making;Protocols;Emergency services;Optimization;Organizations","decision making;digital simulation;emergency management;knowledge management;risk analysis;virtual instrumentation","Chilean National Research Center for Integrated Natural Disaster Management;CIGIDEN;scientific knowledge transfer;scientific knowledge development;social consequences;extreme natural events;Disaster Management Simulation Lab;training solution;virtual test bed;DMSLab;simulation based multidisciplinary risk analysis;scientific knowledge integration;emergency-based decision-making optimization;humanitarian aid;Chilean National Emergency Office;ONEMI","","","","43","","19 Jan 2017","","","IEEE","IEEE Conferences"
"Expert user validation of transplant management procedure simulations","B. Borro-Escribano; J. Torrente; A. del Blanco; B. Fernandez-Manjon; I. Martinez-Alpuente; R. Matesanz","Department of Software Engineering and Artificial Intelligence, Complutense University of Madrid Madrid, Spain; Department of Software Engineering and Artificial Intelligence, Complutense University of Madrid Madrid, Spain; Department of Software Engineering and Artificial Intelligence, Complutense University of Madrid Madrid, Spain; Department of Software Engineering and Artificial Intelligence, Complutense University of Madrid Madrid, Spain; Organización Nacional de Trasplantes (ONT) Madrid, Spain; Organización Nacional de Trasplantes (ONT) Madrid, Spain","2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH)","26 Mar 2015","2014","","","1","8","The Spanish National Transplant Organization (ONT) in collaboration with the e-UCM research group of the Complutense University of Madrid has developed three screen-based simulations representing the ONT supra-hospital deceased donation management processes. As the ONT is using these game-like simulations as a support tool for its instructional approach, it was necessary to perform a validation of these simulations to assure the knowledge had been correctly represented. This paper describes the methodology followed to validate and estimate how accurately this ONT complex knowledge has been captured (including some tacit knowledge used by the transplant coordination experts) and transferred into these screen-based simulations. We present the results obtained from the validation done with 15 ONT experts and how their feedback was used to improve the simulations.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067099","knowledge validation;screen-based simulation;transplant procedure","Games;Usability;Interviews;Computational modeling;Hospitals;Training","computer aided instruction;computer games;digital simulation;expert systems;hospitals;knowledge representation;medical computing;user interfaces","expert user validation;transplant management procedure simulation;Spanish National Transplant Organization;e-UCM research group;screen-based simulation;ONT suprahospital deceased donation management process game-like simulation;instructional approach;knowledge representation","","1","","26","","26 Mar 2015","","","IEEE","IEEE Conferences"
"Packet network simulation: speedup and accuracy versus timing granularity","Jong Suk Ahn; P. B. Danzig","Dept. of Comput. Eng., Dongguk Univ., Seoul, South Korea; NA","IEEE/ACM Transactions on Networking","6 Aug 2002","1996","4","5","743","757","This paper describes a new technique that can speedup simulation of high-speed, wide-area packet networks by one to two orders of magnitude. Speedup is achieved by coarsening the representation of network traffic from packet-by-packet to train-by-train, where a train represents a cluster of closely spaced packets. Coarsening the timing granularity creates longer trains and makes the simulation proceed more quickly since the cost of processing trains is independent of train size. Coarsening the timing granularity introduces, of course, a degree of approximation. This paper presents experiments that evaluate our coarse time-grain simulation technique for first in/first out (FIFO) switched, TCP/IP, and asynchronous transfer mode (ATM) networks carrying a mix of data and streaming traffic. We show that delay, throughput, and loss rate can frequently be estimated within a few percent via coarse time-grain simulation. This paper also describes how to apply coarse time-grain simulation to other switch disciplines. Finally, this paper introduces three more simulation techniques which together can double the performance of well written packet simulators without trading with the simulation accuracy. These techniques reduce the number of outstanding simulation events and reduce the cost of manipulating the event list.","1558-2566","","10.1109/90.541322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=541322","","Accuracy;Timing;Telecommunication traffic;Traffic control;Costs;Asynchronous transfer mode;Delay estimation;Switches;TCPIP;Throughput","asynchronous transfer mode;packet switching;digital simulation;simulation;wide area networks;computational complexity;switching networks;delays;channel capacity;transport protocols","packet network simulation;speedup;accuracy;timing granularity;high-speed wide-area packet networks;representation;network traffic;train;closely spaced packets;approximation;first in/first out switched network;Internet protocol network;asynchronous transfer mode networks;ATM networks;delay;throughput;loss rate;time-grain simulation;performance;TCP/IP;FIFO","","35","3","28","","6 Aug 2002","","","IEEE","IEEE Journals"
"On-line simultaneous learning and recognition of everyday activities from virtual reality performances","T. Bates; K. Ramirez-Amaro; T. Inamura; G. Cheng","Institute for Cognitive Systems, Technical University of Munich, Arcisstraße 21, 80333 Munich Germany; Institute for Cognitive Systems, Technical University of Munich, Arcisstraße 21, 80333 Munich Germany; National Institute of Informatics, 2 Chome-2-1-2 Hitotsubashi, Chiyodaku, Tokyo 100-0003, Japan; Institute for Cognitive Systems, Technical University of Munich, Arcisstraße 21, 80333 Munich Germany","2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","14 Dec 2017","2017","","","3510","3515","Capturing realistic human behaviors is essential to learn human models that can later be transferred to robots. Recent improvements in virtual reality (VR) head-mounted displays provide a viable way to collect natural examples of human behavior without the difficulties often associated with capturing performances in a physical environment. We present a realistic, cluttered, VR environment for experimentation with household tasks paired with a semantic extraction and reasoning system able to utilize data collected in real-time and apply ontology-based reasoning to learn and classify activities performed in VR. The system performs continuous segmentation of the motions of users' hands and simultaneously classifies known actions while learning new ones on demand. The system then constructs a graph of all related activities in the environment through its observations, extracting the task space utilized by observed users during their performance. The action recognition and learning system was able to maintain a high degree of accuracy of around 92% while dealing with a more complex and realistic environment compared to earlier work in both physical and virtual spaces.","2153-0866","978-1-5386-2682-5","10.1109/IROS.2017.8206193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8206193","","Motion segmentation;Training;Cognition;Avatars;Semantics","helmet mounted displays;image recognition;learning (artificial intelligence);ontologies (artificial intelligence);virtual reality","virtual reality performances;realistic human behaviors;human models;robots;virtual reality head;human behavior;physical environment;VR environment;household tasks;semantic extraction;reasoning;continuous segmentation;task space;observed users;action recognition;learning system;complex environment;realistic environment;physical spaces;virtual spaces;on-line simultaneous learning","","10","","14","","14 Dec 2017","","","IEEE","IEEE Conferences"
"Skill transfer in a simulated underactuated dynamic task","M. K. O'Malley; A. Gupta","Mech. Eng. & Material Sci., Rice Univ., Houston, TX, USA; Mech. Eng. & Material Sci., Rice Univ., Houston, TX, USA","The 12th IEEE International Workshop on Robot and Human Interactive Communication, 2003. Proceedings. ROMAN 2003.","19 Dec 2003","2003","","","315","320","Machine-mediated teaching of dynamic task completion is typically implemented with passive intervention via virtual fixtures or active assist by means of record and replay strategies. During interaction with a real dynamic system however, the user relies on both visual and haptic feedback in order to elicit desired motions. This work investigates skill transfer from assisted to unassisted modes for a Fitts' type targeting task with an underactuated dynamic system. Performance, in terms of between target tap times, is measured during an unassisted baseline session and during various types of assisted training sessions. It is hypothesized that passive and active assist modes that are implemented during training of a dynamic task could improve skill transfer to a real environment or unassisted simulation of the task. Results indicate that transfer of skill is slight but significant for the assisted training modes.","","0-7803-8136-X","10.1109/ROMAN.2003.1251864","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1251864","","Haptic interfaces;Education;Displays;Fixtures;Humans;Virtual reality;Force feedback;Shape control;Control systems;Mechanical engineering","haptic interfaces;computer based training;virtual reality;learning (artificial intelligence)","underactuated dynamic system;Fitts' type;skill transfer;haptic feedback","","3","","22","","19 Dec 2003","","","IEEE","IEEE Conferences"
"Transferring bioelasticity knowledge through haptic interaction","M. Nakao; K. Minato; T. Kuroda; M. Komori; H. Oyama; T. Takahashi","Nara Inst. of Sci. & Technol., Japan; Nara Inst. of Sci. & Technol., Japan; NA; NA; NA; NA","IEEE MultiMedia","7 Aug 2006","2006","13","3","50","60","This study establishes a practical environment for transferring knowledge on bioelasticity between expert and trainee medical practitioners. Through haptic interaction with a deformable virtual anatomical model, experts set the model's elasticity conditions by simulating a surgical procedure. Trainees experience the elasticity by attempting the same surgical manipulation","1941-0166","","10.1109/MMUL.2006.70","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1667976","computer-assisted instruction;physically based modeling;virtual reality;life and medical sciences","Haptic interfaces;Elasticity;Biomedical imaging;Deformable models;Medical simulation;Surgery;Education;Diseases;Surges;Hospitals","computer based training;haptic interfaces;medical computing;physiological models;surgery;virtual reality","bioelasticity knowledge transfer;haptic interaction;medical training;deformable virtual anatomical model;surgery simulation","","12","","23","","7 Aug 2006","","","IEEE","IEEE Magazines"
"Towards Fine-Grained Human Pose Transfer With Detail Replenishing Network","L. Yang; P. Wang; C. Liu; Z. Gao; P. Ren; X. Zhang; S. Wang; S. Ma; X. Hua; W. Gao","Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; Institute of Digital Media, Peking University, Beijing, China; Institute of Digital Media, Peking University, Beijing, China; Video Coding Laboratory, Institute of Digital Media, Peking University (PKU-IDM-VCL), Beijing, China; Institute of Digital Media, Peking University, Beijing, China","IEEE Transactions on Image Processing","29 Jan 2021","2021","30","","2422","2435","Human pose transfer (HPT) is an emerging research topic with huge potential in fashion design, media production, online advertising and virtual reality. For these applications, the visual realism of fine-grained appearance details is crucial for production quality and user engagement. However, existing HPT methods often suffer from three fundamental issues: detail deficiency, content ambiguity and style inconsistency, which severely degrade the visual quality and realism of generated images. Aiming towards real-world applications, we develop a more challenging yet practical HPT setting, termed as Fine-grained Human Pose Transfer (FHPT), with a higher focus on semantic fidelity and detail replenishment. Concretely, we analyze the potential design flaws of existing methods via an illustrative example, and establish the core FHPT methodology by combing the idea of content synthesis and feature transfer together in a mutually-guided fashion. Thereafter, we substantiate the proposed methodology with a Detail Replenishing Network (DRN) and a corresponding coarse-to-fine model training scheme. Moreover, we build up a complete suite of fine-grained evaluation protocols to address the challenges of FHPT in a comprehensive manner, including semantic analysis, structural detection and perceptual quality assessment. Extensive experiments on the DeepFashion benchmark dataset have verified the power of proposed benchmark against start-of-the-art works, with 12%-14% gain on top-10 retrieval recall, 5% higher joint localization accuracy, and near 40% gain on face identity preservation. Our codes, models and evaluation tools will be released at https://github.com/Lotayou/RATE.","1941-0042","","10.1109/TIP.2021.3052364","National Natural Science Foundation of China; High-performance Computing Platform of Peking University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9335507","Image generation;pose transfer;detail replenishment","Semantics;Strain;Solid modeling;Faces;Protocols;Media;Hybrid power systems","feature extraction;information retrieval;Internet;learning (artificial intelligence);object detection;object tracking;pose estimation;virtual reality","perceptual quality assessment;replenishing network;fine-grained evaluation protocols;coarse-to-fine model training scheme;feature transfer;content synthesis;core FHPT methodology;potential design flaws;detail replenishment;semantic fidelity;fine-grained human pose transfer;HPT setting;real-world applications;visual quality;style inconsistency;content ambiguity;detail deficiency;HPT methods;user engagement;production quality;fine-grained appearance details;visual realism;virtual reality;online advertising;media production;fashion design","","","","43","IEEE","25 Jan 2021","","","IEEE","IEEE Journals"
"Multi-User Virtual System for Training of the Production and Bottling Process of Soft Drinks","J. I. Zambrano; D. A. Bermeo; C. A. Naranjo; V. H. Andaluz","Universidad de las Fuerzas Armadas ESPE,Sangolquí,Ecuador; Universidad de las Fuerzas Armadas ESPE,Sangolquí,Ecuador; Universidad de las Fuerzas Armadas ESPE,Sangolquí,Ecuador; Universidad de las Fuerzas Armadas ESPE,Sangolquí,Ecuador","2020 15th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2020","2020","","","1","7","The project consists of developing a virtual operational training system for the production and bottling process carried out in the soft drinks factory. For the virtualization of the industrial process, mathematical modeling is considered using a transfer function of the first order with downtime and control in relation to the flow plants that make up the substance mixing station in the company, for this, dynamic data and behaviors of the fully automated flow plants within the university are used and not the conventional station existing in the company, since its machines and data are kept confidential In addition, 3D CAD design techniques, electric diagrams of the process and instrumentation (P&ID) are used, all in order for multiple users to have immersive experiences sensory and can interact with each other within a virtual environment.","2166-0727","978-989-54659-0-3","10.23919/CISTI49556.2020.9141140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9141140","Virtual environment;Production and bottling process;Unity 3D;Multiple users;Training;4.0 Industry","Process control;Mathematical model;Training;Production facilities;Virtual environments;Industries","beverage industry;bottling;CAD;chemioception;computer based training;industrial plants;instrumentation;mathematical analysis;mixing;production engineering computing;virtual reality;virtualisation","mathematical modeling;transfer function;substance mixing station;3D CAD design techniques;multiuser virtual system;bottling process;virtual operational training system;soft drinks factory;virtualization;industrial process;automated flow plants;production process;electric diagrams;instrumentation;sensory experience","","","","17","","15 Jul 2020","","","IEEE","IEEE Conferences"
"Using of social networks in educational process","N. Kalinenko; V. Krasnopolsky; V. Kukharenko; A. Serebryakov","Volodymyr Dahl East Ukrainian National University, Molodizhnyi kvartal, 20-a, Luhansk, 91034, Ukraine; Volodymyr Dahl East Ukrainian National University, Molodizhnyi kvartal, 20-a, Luhansk, 91034, Ukraine; National Technical University “Kharkiv Polytechnic Institute”, 21, Frunze Street, 61002, Ukraine; Volodymyr Dahl East Ukrainian National University, Molodizhnyi kvartal, 20-a, Luhansk, 91034, Ukraine","2013 IEEE 7th International Conference on Intelligent Data Acquisition and Advanced Computing Systems (IDAACS)","14 Nov 2013","2013","02","","781","784","The learning process can now be described as targeted joint activities of the teacher and students in the educational environment. Education - a purposeful process of bilateral activities of the teacher and the student in the transfer and assimilation of knowledge. Development of Personal Learning Environment in virtual reality plays the key role.","","978-1-4799-1429-6","10.1109/IDAACS.2013.6663031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6663031","personal environment;virtual reality;mind mapping;social networks;web services;online learning;information technologies;educational environment","Social network services;Training;Materials;Educational institutions;Communities;Internet","computer aided instruction;social networking (online);virtual reality","social networks;educational process;learning process;educational environment;bilateral activity process;virtual reality;personal learning environment development","","1","","4","","14 Nov 2013","","","IEEE","IEEE Conferences"
"The use of simulation to calculate the labor requirements in an intermodal rail terminal","B. C. Kulick; J. T. Sawyer","Autom. Associates, Inc., Solana Beach, CA, USA; NA","Proceeding of the 2001 Winter Simulation Conference (Cat. No.01CH37304)","6 Aug 2002","2001","2","","1038","1041 vol.2","An intermodal rail terminal is a facility where the transfer of cargo occurs between truck and rail. The operations within these terminals involve many resources and operating rules. The ability of a terminal to respond to activity peaks that occur as a result of train arrivals and departures is critical. In order to explore how operations can be improved given the dynamics of resource and demand interactions, a simulation model was developed to assist in understanding and exploring areas where throughput can be improved. The model was constructed such that capacity issues could be explored incrementally. The first focus was for understanding if efficient deployment of labor resources could provide desired throughput.","","0-7803-7307-3","10.1109/WSC.2001.977411","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=977411","","Rails;Containers;Cranes;Throughput;Resource management;Strips;Automation;Availability;Productivity;Terminology","railways;logistics data processing;personnel;digital simulation;distributive data processing","intermodal rail terminal;cargo transfer;train arrivals;train departures;resource interactions;demand interactions;simulation model;labor requirements","","1","","","","6 Aug 2002","","","IEEE","IEEE Conferences"
