Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Fristedt S., Smith F., Grynne A., Browall M.","55084313400;55346672700;57221701745;13102729200;","Digi-Do: a digital information tool to support patients with breast cancer before, during, and after start of radiotherapy treatment: an RCT study protocol",2021,"BMC Medical Informatics and Decision Making","21","1", 76,"","",,,"10.1186/s12911-021-01448-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101771341&doi=10.1186%2fs12911-021-01448-3&partnerID=40&md5=20d63504c6ce82e8a6c6276d22fd80f8","Jönköping Academy For Improvement of Health and Welfare and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden; Department of Health Sciences, Faculty of Medicine, Lund University, Lund, Sweden; Regional Cancer Centre West, Gothenburg, Sweden; Department of Technology Management and Economics, Chalmers University of Technology, Gothenburg, Sweden; Department of Nursing and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden; Affiliated with the Department of Oncology, Institute of Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden","Fristedt, S., Jönköping Academy For Improvement of Health and Welfare and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden, Department of Health Sciences, Faculty of Medicine, Lund University, Lund, Sweden; Smith, F., Regional Cancer Centre West, Gothenburg, Sweden, Department of Technology Management and Economics, Chalmers University of Technology, Gothenburg, Sweden; Grynne, A., Department of Nursing and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden; Browall, M., Department of Nursing and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden, Affiliated with the Department of Oncology, Institute of Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden","Background: Radiation Therapy (RT) is a common treatment after breast cancer surgery and a complex process using high energy X-rays to eradicate cancer cells, important in reducing the risk of local recurrence. The high-tech environment and unfamiliar nature of RT can affect the patient’s experience of the treatment. Misconceptions or lack of knowledge about RT processes can increase levels of anxiety and enhance feelings of being unprepared at the beginning of treatment. Moreover, the waiting time is often quite long. The primary aim of this study will be to evaluate whether a digital information tool with VR-technology and preparatory information can decrease distress as well as enhance the self-efficacy and health literacy of patients affected by breast cancer before, during, and after RT. A secondary aim will be to explore whether the digital information tool increase patient flow while maintaining or increasing the quality of care. Method: The study is a prospective and longitudinal RCT study with an Action Research participatory design approach including mixed-methods data collection, i.e., standardised instruments, qualitative interviews (face-to-face and telephone) with a phenomenological hermeneutical approach, diaries, observations, and time measurements, and scheduled to take place from autumn 2020 to spring 2022. The intervention group (n = 80), will receive standard care and information (oral and written) and the digital information tool; and the control group (n = 80), will receive standard care and information (oral and written). Study recruitment and randomisation will be completed at two centres in the west of Sweden. Discussion: Research in this area is scarce and, to our knowledge, only few previous studies examine VR as a tool for increasing preparedness for patients with breast cancer about to undergo RT that also includes follow-ups six months after completed treatment. The participatory approach and design will safeguard the possibilities to capture the patient perspective throughout the development process, and the RCT design supports high research quality. Digitalisation brings new possibilities to provide safe, person-centred information that also displays a realistic picture of RT treatment and its contexts. The planned study will generate generalisable knowledge of relevance in similar health care contexts. Trial registration: ClinicalTrials.gov Identifier: NCT04394325. Registered May 19, 2020. Prospectively registered. © 2021, The Author(s).","Evaluation; Health literacy; Participatory design; Self-efficacy; Virtual reality",,Article,"Final","",Scopus,2-s2.0-85101771341
"Baceviciute S., Terkildsen T., Makransky G.","55441702500;57205338475;50361371800;","Remediating learning from non-immersive to immersive media: Using EEG to investigate the effects of environmental embeddedness on reading in Virtual Reality",2021,"Computers and Education","164",, 104122,"","",,,"10.1016/j.compedu.2020.104122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100105880&doi=10.1016%2fj.compedu.2020.104122&partnerID=40&md5=0e064f3f47964fe4caef507e98daa3ff","University of Copenhagen, Department of Psychology, Denmark","Baceviciute, S., University of Copenhagen, Department of Psychology, Denmark; Terkildsen, T., University of Copenhagen, Department of Psychology, Denmark; Makransky, G., University of Copenhagen, Department of Psychology, Denmark","Virtual Reality (VR) has the potential to enrich education but little is known about how unique affordances of immersive technology might influence leaning and cognition. This study investigates one particular affordance of VR, namely environmental embeddedness, which enables learners to be situated in simulated or imagined settings that contextualize their learning. A sample of 51 university students were administered written learning material in a between-subjects design study, wherein one group read text about sarcoma cancer on a physical pamphlet in the real world, and the other group read identical text on a virtual pamphlet embedded in an immersive VR environment which resembled a hospital room. The study combined advanced EEG measurement techniques, learning tests, and cognitive load measures to compare conditions. Results show that the VR group performed significantly better on a knowledge transfer post-test. However, reading in VR was found to be more cognitively effortful and less time-efficient. Findings suggest the significance of environmental embeddedness for learning, and provide important considerations for the design of educational VR environments, as we remediate learning content from non-immersive to immersive media. © 2021 Elsevier Ltd","EEG; Embeddedness; Learning; Remediation; Virtual reality environments","E-learning; Knowledge management; Remediation; Cognitive loads; Immersive media; Immersive technologies; Knowledge transfer; Learning contents; Learning materials; Measurement techniques; University students; Virtual reality",Article,"Final","",Scopus,2-s2.0-85100105880
"Monteiro P., Melo M., Valente A., Vasconcelos-Raposo J., Bessa M.","57201131572;7102354924;7102410111;36070012200;14031038800;","Delivering Critical Stimuli for Decision Making in VR Training: Evaluation Study of a Firefighter Training Scenario",2021,"IEEE Transactions on Human-Machine Systems","51","2", 9247430,"65","74",,,"10.1109/THMS.2020.3030746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103091552&doi=10.1109%2fTHMS.2020.3030746&partnerID=40&md5=2ab0568260ec97afacd284c5f8dae21d","Inesc Tec, Porto, 4200-465, Portugal; Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal","Monteiro, P., Inesc Tec, Porto, 4200-465, Portugal; Melo, M., Inesc Tec, Porto, 4200-465, Portugal; Valente, A., Inesc Tec, Porto, 4200-465, Portugal, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; Vasconcelos-Raposo, J., Inesc Tec, Porto, 4200-465, Portugal, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; Bessa, M., Inesc Tec, Porto, 4200-465, Portugal, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal","The goal for a virtual reality (VR) training system is to enable trainees to acquire all the knowledge they need to perform effectively in a real environment. Such a system should provide an experience so authentic that no further real-world training is necessary, meaning that it is sufficient to train in VR. We evaluate the impact of a haptic thermal stimulus, which is of paramount importance to decision making, on trainees performance and knowledge acquisition. A thermal device was created to deliver the stimulus. As a proof of concept, a procedure from firefighter training is selected, in which sensing the temperature of a door with one's hand is essential. The sample consisted of 48 subjects divided among three experimental scenarios: one in which a virtual thermometer is used (visual stimulus), another in which the temperature is felt with the hand (thermal stimulus) and a third in which both methods are used (visual + thermal stimuli). For the performance evaluation, we measured the total time taken, the numbers of correctly executed procedures and identified neutral planes, the deviation from the target height, and the responses to a knowledge transfer questionnaire. Presence, cybersickness, and usability are measured to evaluate the impact of the haptic thermal stimulus. Considering the thermal stimulus condition as the baseline, we conclude that the significantly different results in the performance among the conditions indicate that the better performance in the visual-only condition is not representative of the real-life performance. Consequently, VR training applications need to deliver the correct stimuli for decision making. © 2013 IEEE.","Firefighters; haptic cues; multisensory displays; thermal; training; virtual reality (VR)","Fire extinguishers; Knowledge acquisition; Knowledge management; Virtual reality; Evaluation study; Knowledge transfer; Proof of concept; Real environments; Real-life performance; Training applications; Training scenario; Training Systems; Decision making",Article,"Final","",Scopus,2-s2.0-85103091552
"Araiza-Alba P., Keane T., Chen W.S., Kaufman J.","57191667278;55582336900;57188973057;7403022831;","Immersive virtual reality as a tool to learn problem-solving skills",2021,"Computers and Education","164",, 104121,"","",,,"10.1016/j.compedu.2020.104121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099353627&doi=10.1016%2fj.compedu.2020.104121&partnerID=40&md5=82079d081459ac2caf3cea01c4ad7087","Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia","Araiza-Alba, P., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia; Keane, T., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia; Chen, W.S., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia; Kaufman, J., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia","Immersive virtual reality (IVR) technology has demonstrated positive educational outcomes related to its use and is gaining traction in educational and training settings; IVR is expected to have widespread adoption within the classroom in the upcoming years. However, the educational potential of IVR with children has not been thoroughly investigated, especially as a tool for problem-solving skills. Therefore, this study was designed to answer the following questions: (1) Is IVR a useful tool to learn and practice problem-solving skills? More specifically, do children using IVR solve a game better than those using a tablet application or a board game? (2) Does IVR provide a more engaging experience for children to practice problem-solving skills than on a tablet or a board game? (3) Do problem-solving skills learned with IVR technology transfer to real-life (physical game)? Children (n = 120) aged 7–9.9 years were randomly assigned to a problem-solving game in one of three conditions: board game, tablet, or IVR. The results showed that, overall, the percentage of children who completed the problem-solving game was higher in the IVR condition (77.5%), compared with those in the tablet (32.5%) or board game (30%) conditions. We also found that the interest and enjoyment scores of participants using IVR were significantly higher than participants in the other two conditions, and that the children in the IVR condition were able to learn how to solve the problem and transfer their learning to the physical game. IVR is a technology capable of engaging interest and motivating the user, as well as having the potential to assist in cognitive processing and knowledge transfer. © 2021 Elsevier Ltd","21st century abilities; Elementary education; Games; Problem-solving skills; Virtual reality","Knowledge management; Technology transfer; Transfer learning; Board games; Cognitive processing; Educational potential; Immersive virtual reality; Knowledge transfer; Physical games; Problem solving skills; Tablet applications; Virtual reality",Article,"Final","",Scopus,2-s2.0-85099353627
"Lovin D., Raducan M., Capatina A., Cristache N.","57222170952;57222163724;35209737400;57191419263;","Sustainable knowledge transfer from business simulations to working environments: Correlational vs. configurational approach",2021,"Sustainability (Switzerland)","13","4", 2154,"1","16",,,"10.3390/su13042154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101776096&doi=10.3390%2fsu13042154&partnerID=40&md5=54b2f8589d22981dd840f73d6b932e64","Department of Business Administration, Faculty of Economics and Business Administration, Dunarea de Jos University of Galati, Galati, 800001, Romania","Lovin, D., Department of Business Administration, Faculty of Economics and Business Administration, Dunarea de Jos University of Galati, Galati, 800001, Romania; Raducan, M., Department of Business Administration, Faculty of Economics and Business Administration, Dunarea de Jos University of Galati, Galati, 800001, Romania; Capatina, A., Department of Business Administration, Faculty of Economics and Business Administration, Dunarea de Jos University of Galati, Galati, 800001, Romania; Cristache, N., Department of Business Administration, Faculty of Economics and Business Administration, Dunarea de Jos University of Galati, Galati, 800001, Romania","Employing both a correlational and a configurational framework, this study proposes that engagement in business simulations, working environment culture, and acquired knowledge on business simulations are forerunners of sustainable knowledge transfer from business schools to organizations through business simulations training. Using a sample of 120 graduates from a Romanian business school, the results from configurational framework (based on regression analyses) reveal that knowledge transfer is explained by engagement in business simulations and working environment culture. However, findings highlight no correlation between acquired knowledge through business simulations and knowledge transfer. We have also employed fsQCA (fuzzy-set qualitative comparative analysis), which reveals that engagement in business simulations, working environment culture, and acquired knowledge on business simulations are adequate conditions for knowledge transfer. This study sheds light on a new research avenue of knowledge transfer from business schools to industry, less investigated by prior research. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Business simulation; Experiential learning; Knowledge acquisition; Knowledge transfer","comparative study; correlation; fuzzy mathematics; numerical model; regression analysis; simulation; sustainability; Romania",Article,"Final","",Scopus,2-s2.0-85101776096
"Zulfiqar S., Al-Reshidi H.A., Al Moteri M.A., Feroz H.M.B., Yahya N., Al-Rahmi W.M.","57200613208;57219339991;57221994473;57221996696;37041809100;56089640600;","Understanding and predicting students’ entrepreneurial intention through business simulation games: A perspective of covid-19",2021,"Sustainability (Switzerland)","13","4", 1838,"1","27",,,"10.3390/su13041838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100894811&doi=10.3390%2fsu13041838&partnerID=40&md5=6a5a48a071c9e74357dec09a675b38b4","Department of Management Sciences, COMSAT University Islamabad, Sahiwal Campus, Punjab, 57000, Pakistan; Instructional Technology Department, College of Education, University of Hail, Hail, 81451, Saudi Arabia; Department of Management Information Systems, Business Administration College, King Saud University, Riyadh, 11451, Saudi Arabia; Faculty of Social Sciences & Humanities, School of Education, Universiti Teknologi Malaysia, UTM, Skudai, Johor, 81310, Malaysia","Zulfiqar, S., Department of Management Sciences, COMSAT University Islamabad, Sahiwal Campus, Punjab, 57000, Pakistan; Al-Reshidi, H.A., Instructional Technology Department, College of Education, University of Hail, Hail, 81451, Saudi Arabia; Al Moteri, M.A., Department of Management Information Systems, Business Administration College, King Saud University, Riyadh, 11451, Saudi Arabia; Feroz, H.M.B., Department of Management Sciences, COMSAT University Islamabad, Sahiwal Campus, Punjab, 57000, Pakistan; Yahya, N., Faculty of Social Sciences & Humanities, School of Education, Universiti Teknologi Malaysia, UTM, Skudai, Johor, 81310, Malaysia; Al-Rahmi, W.M., Faculty of Social Sciences & Humanities, School of Education, Universiti Teknologi Malaysia, UTM, Skudai, Johor, 81310, Malaysia","COVID-19 has disrupted educational institutes across the world. Teachers and students are now forced to teach and study online for an unidentified period, which severely hampers the learning capacity as well the student’s intention toward entrepreneurship. This study compared the impact of traditional teaching and teaching through online management simulation games on student learning performance and further leads to entrepreneurial intention. To further understand the desirability of business simulation games, we used the technology acceptance model (TAM) and extended it by employing knowledge sharing, knowledge application, learnability, perceived pleasure, and self-efficacy as exogenous variables. For this purpose, time-lagged data were collected from 277 students enrolled in entrepreneurship courses in public sector universities. To deal with homogeneity and generalizability issues, students from different collaborative universities were asked to participate in the study. Structural equation modeling was employed for analysis, where the results depict that the students learning performance was enhanced after using simulation games compared to regular theoretical online lectures, which further encouraged them to be entrepreneurs. We also concluded that simulation games are novel and effective online teaching methodology for students during a time of crisis. The study concludes with its theoretical, practical implications, and directions for future researchers. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Business simulation games; Entrepreneurial intention; Knowledge application; Learnability; Learning performance; Technology acceptance model","attitudinal survey; business development; COVID-19; education; entrepreneur; learning; prediction; psychology; public attitude; public sector; simulation; student",Article,"Final","",Scopus,2-s2.0-85100894811
"Parong J., Mayer R.E.","56520185200;7403065717;","Cognitive and affective processes for learning science in immersive virtual reality",2021,"Journal of Computer Assisted Learning","37","1",,"226","241",,3,"10.1111/jcal.12482","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089751070&doi=10.1111%2fjcal.12482&partnerID=40&md5=8ad3aa7f4645bc62203c9c281872a614","Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States; Department of Psychology, University of Wisconsin–Madison, Madison, WI, United States","Parong, J., Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States, Department of Psychology, University of Wisconsin–Madison, Madison, WI, United States; Mayer, R.E., Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States","As immersive virtual reality (IVR) systems proliferate in classrooms, it is important to understand how they affect learning outcomes and the underlying affective and cognitive processes that may cause these outcomes. Proponents argue that IVR could improve learning by increasing positive affective and cognitive processing, thereby supporting improved performance on tests of learning outcome, whereas opponents of IVR contend that it could hurt learning by increasing distraction, thereby disrupting cognitive learning processes and leading to poorer learning outcomes. In a media comparison study, students viewed a biology lesson either as an interactive animated journey in IVR or as a slideshow on a desktop monitor. Those who viewed the IVR lesson performed significantly worse on transfer tests, reported higher emotional arousal, reported more extraneous cognitive load and showed less engagement based on EEG measures than those who viewed the slideshow lesson, with or without practice questions added to the lessons. Mediational analyses showed that the lower retention scores for the IVR lesson were related to an increase in self-reported extraneous cognitive load and emotional arousal. These results support the notion that immersive environments create high affective and cognitive distraction, which leads to poorer learning outcomes than desktop environments. © 2020 John Wiley & Sons Ltd","affective processing; cognitive processing; multimedia; science learning; virtual reality",,Article,"Final","",Scopus,2-s2.0-85089751070
"Manasse S.M., Lampe E.W., Juarascio A.S., Zhu J., Forman E.M.","53865081900;57214314089;35753736200;43261949300;7006741975;","Using virtual reality to train inhibitory control and reduce binge eating: A proof-of-concept study",2021,"Appetite","157",, 104988,"","",,,"10.1016/j.appet.2020.104988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092517372&doi=10.1016%2fj.appet.2020.104988&partnerID=40&md5=0a21c6f0536e96e3397274e8ad9eb5f1","Center for Weight, Eating, and Lifestyle Science, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States; Department of Psychology, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States; Westphal College of Media Arts & Design, Drexel University, 3141 Chestnut St, Philadelphia, PA  19104, United States","Manasse, S.M., Center for Weight, Eating, and Lifestyle Science, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States; Lampe, E.W., Center for Weight, Eating, and Lifestyle Science, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States, Department of Psychology, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States; Juarascio, A.S., Center for Weight, Eating, and Lifestyle Science, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States, Department of Psychology, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States; Zhu, J., Westphal College of Media Arts & Design, Drexel University, 3141 Chestnut St, Philadelphia, PA  19104, United States; Forman, E.M., Center for Weight, Eating, and Lifestyle Science, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States, Department of Psychology, Drexel University, 3201 Chestnut St, Philadelphia, PA  19104, United States","Objective: One reason for limited efficacy of treatments for binge eating disorder (BED) and bulimia nervosa (BN) is a failure to directly target deficits in inhibitory control (i.e., the ability to withhold a pre-potent response). Inhibitory control trainings (ICTs; computerized tasks meant to improve inhibitory control) have shown promise but appear not to be powerful enough to generalize to real-word eating behavior or engaging enough for to sustain long-term compliance. Delivering an ICT through virtual reality (VR) technology should increase intervention power because 3D imagery and actual real hand/arm movements are lifelike and may improve compliance because the VR environment is highly engaging. Thus, we created the first-ever VR-based ICT to test its initial feasibility, acceptability, and impact on binge eating. Method: We recruited participants (N = 14) with once-weekly loss-of-control (LOC) eating to use the VR ICT daily, at home, for two weeks, and measured feasibility, acceptability and change in LOC eating at post-intervention and 2-week follow-up. Results: The VR ICT was feasible to construct and deploy, and demonstrated high acceptability and compliance (i.e., 86.8% of daily trainings completed). Users of the VR ICT experienced large decreases in LOC eating at post-intervention and 2-week follow-up. Discussion: Results from this initial pilot indicate that delivering ICT through VR is feasible, acceptable, and is associated with reductions in binge eating. Future study is warranted and should examine whether a VR ICT can serve as a useful adjunct to standard treatment for BN and BED. © 2020 Elsevier Ltd","Binge eating; Brain training; Go/no-go; Inhibitory control; Virtual reality","adolescent; arm movement; Article; binge eating disorder; clinical article; feeding behavior; female; follow up; hand movement; human; imagery; inhibitory control training; male; patient compliance; proof of concept; psychotherapy; three-dimensional imaging; treatment duration; virtual reality",Article,"Final","",Scopus,2-s2.0-85092517372
"Harris D.J., Hardcastle K.J., Wilson M.R., Vine S.J.","57192429891;57221862684;55574207642;36811509000;","Assessing the learning and transfer of gaze behaviours in immersive virtual reality",2021,"Virtual Reality",,,,"","",,,"10.1007/s10055-021-00501-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100476971&doi=10.1007%2fs10055-021-00501-w&partnerID=40&md5=ad4779acdc2d1563f331327866d64c86","School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom; Counter Terrorism Protective Security Operations, Metropolitan Police Service, Lambeth HQ, London, SE1 7LP, United Kingdom","Harris, D.J., School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom; Hardcastle, K.J., Counter Terrorism Protective Security Operations, Metropolitan Police Service, Lambeth HQ, London, SE1 7LP, United Kingdom; Wilson, M.R., School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom; Vine, S.J., School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom","Virtual reality (VR) has clear potential for improving simulation training in many industries. Yet, methods for testing the fidelity, validity and training efficacy of VR environments are, in general, lagging behind their adoption. There is limited understanding of how readily skills learned in VR will transfer, and what features of training design will facilitate effective transfer. Two potentially important elements are the psychological fidelity of the environment, and the stimulus correspondence with the transfer context. In this study, we examined the effectiveness of VR for training police room searching procedures, and assessed the corresponding development of perceptual-cognitive skill through eye-tracking indices of search efficiency. Participants (n = 54) were assigned to a VR rule-learning and search training task (FTG), a search only training task (SG) or a no-practice control group (CG). Both FTG and SG developed more efficient search behaviours during the training task, as indexed by increases in saccade size and reductions in search rate. The FTG performed marginally better than the CG on a novel VR transfer test, but no better than the SG. More efficient gaze behaviours learned during training were not, however, evident during the transfer test. These findings demonstrate how VR can be used to develop perceptual-cognitive skills, but also highlight the challenges of achieving transfer of training. © 2021, The Author(s).","Fidelity; Police; Policing; Training; Validity; VR","E-learning; Eye tracking; Cognitive skill; Gaze behaviours; Immersive virtual reality; Search behaviours; Search efficiency; Simulation training; Training design; Transfer of trainings; Virtual reality",Article,"Article in Press","",Scopus,2-s2.0-85100476971
"Clay C.J., Schmitz B.A., Balakrishnan B., Hopfenblatt J.P., Evans A., Kahng S.","55362551400;57201501225;25931981700;57193741502;57221685293;21635542200;","Feasibility of virtual reality behavior skills training for preservice clinicians",2021,"Journal of Applied Behavior Analysis",,,,"","",,,"10.1002/jaba.809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099796240&doi=10.1002%2fjaba.809&partnerID=40&md5=66587b6483c39392f35899c20e1b6efc","The University of Missouri, United States; The Thompson Center for Autism and Neurodevelopmental Disorders, United States; Rutgers University, United States","Clay, C.J., The University of Missouri, United States, The Thompson Center for Autism and Neurodevelopmental Disorders, United States; Schmitz, B.A., The University of Missouri, United States, The Thompson Center for Autism and Neurodevelopmental Disorders, United States; Balakrishnan, B., The University of Missouri, United States; Hopfenblatt, J.P., The University of Missouri, United States; Evans, A., The University of Missouri, United States; Kahng, S., Rutgers University, United States","Effective training procedures include behavioral skills training (BST), which involves providing written and verbal instructions, modeling of the skill, rehearsal of the skill, and feedback on the performance. This training typically involves in vivo experience in which trainees and students are exposed to risks such as proximity to infectious disease, behavioral issues such as aggression, and errors in teaching performance. Conducting BST in a virtual reality (VR) context involving virtual individuals with problem behavior may be an effective means of mitigating these risks. The purpose of this study was to examine the feasibility of training students to conduct functional communication training (FCT) in a VR environment using BST. We trained 13 preservice college students to implement FCT for attention and escape functions. We found VR BST was effective at increasing correct steps performed of FCT to mastery criterion levels with all participants. Future researchers should examine generalization and maintenance of VR BST. © 2021 Society for the Experimental Analysis of Behavior","behavioral skills training; functional communication training; virtual reality; virtual teaching; virtual training",,Article,"Article in Press","",Scopus,2-s2.0-85099796240
