Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Fristedt S., Smith F., Grynne A., Browall M.","55084313400;55346672700;57221701745;13102729200;","Digi-Do: a digital information tool to support patients with breast cancer before, during, and after start of radiotherapy treatment: an RCT study protocol",2021,"BMC Medical Informatics and Decision Making","21","1", 76,"","",,,"10.1186/s12911-021-01448-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101771341&doi=10.1186%2fs12911-021-01448-3&partnerID=40&md5=20d63504c6ce82e8a6c6276d22fd80f8","Jönköping Academy For Improvement of Health and Welfare and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden; Department of Health Sciences, Faculty of Medicine, Lund University, Lund, Sweden; Regional Cancer Centre West, Gothenburg, Sweden; Department of Technology Management and Economics, Chalmers University of Technology, Gothenburg, Sweden; Department of Nursing and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden; Affiliated with the Department of Oncology, Institute of Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden","Fristedt, S., Jönköping Academy For Improvement of Health and Welfare and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden, Department of Health Sciences, Faculty of Medicine, Lund University, Lund, Sweden; Smith, F., Regional Cancer Centre West, Gothenburg, Sweden, Department of Technology Management and Economics, Chalmers University of Technology, Gothenburg, Sweden; Grynne, A., Department of Nursing and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden; Browall, M., Department of Nursing and IMPROVE, School of Health and Welfare, Jönköping University, Jönköping, Sweden, Affiliated with the Department of Oncology, Institute of Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden","Background: Radiation Therapy (RT) is a common treatment after breast cancer surgery and a complex process using high energy X-rays to eradicate cancer cells, important in reducing the risk of local recurrence. The high-tech environment and unfamiliar nature of RT can affect the patient’s experience of the treatment. Misconceptions or lack of knowledge about RT processes can increase levels of anxiety and enhance feelings of being unprepared at the beginning of treatment. Moreover, the waiting time is often quite long. The primary aim of this study will be to evaluate whether a digital information tool with VR-technology and preparatory information can decrease distress as well as enhance the self-efficacy and health literacy of patients affected by breast cancer before, during, and after RT. A secondary aim will be to explore whether the digital information tool increase patient flow while maintaining or increasing the quality of care. Method: The study is a prospective and longitudinal RCT study with an Action Research participatory design approach including mixed-methods data collection, i.e., standardised instruments, qualitative interviews (face-to-face and telephone) with a phenomenological hermeneutical approach, diaries, observations, and time measurements, and scheduled to take place from autumn 2020 to spring 2022. The intervention group (n = 80), will receive standard care and information (oral and written) and the digital information tool; and the control group (n = 80), will receive standard care and information (oral and written). Study recruitment and randomisation will be completed at two centres in the west of Sweden. Discussion: Research in this area is scarce and, to our knowledge, only few previous studies examine VR as a tool for increasing preparedness for patients with breast cancer about to undergo RT that also includes follow-ups six months after completed treatment. The participatory approach and design will safeguard the possibilities to capture the patient perspective throughout the development process, and the RCT design supports high research quality. Digitalisation brings new possibilities to provide safe, person-centred information that also displays a realistic picture of RT treatment and its contexts. The planned study will generate generalisable knowledge of relevance in similar health care contexts. Trial registration: ClinicalTrials.gov Identifier: NCT04394325. Registered May 19, 2020. Prospectively registered. © 2021, The Author(s).","Evaluation; Health literacy; Participatory design; Self-efficacy; Virtual reality",,Article,"Final","",Scopus,2-s2.0-85101771341
"Monteiro P., Melo M., Valente A., Vasconcelos-Raposo J., Bessa M.","57201131572;7102354924;7102410111;36070012200;14031038800;","Delivering Critical Stimuli for Decision Making in VR Training: Evaluation Study of a Firefighter Training Scenario",2021,"IEEE Transactions on Human-Machine Systems","51","2", 9247430,"65","74",,,"10.1109/THMS.2020.3030746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103091552&doi=10.1109%2fTHMS.2020.3030746&partnerID=40&md5=2ab0568260ec97afacd284c5f8dae21d","Inesc Tec, Porto, 4200-465, Portugal; Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal","Monteiro, P., Inesc Tec, Porto, 4200-465, Portugal; Melo, M., Inesc Tec, Porto, 4200-465, Portugal; Valente, A., Inesc Tec, Porto, 4200-465, Portugal, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; Vasconcelos-Raposo, J., Inesc Tec, Porto, 4200-465, Portugal, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal; Bessa, M., Inesc Tec, Porto, 4200-465, Portugal, Universidade de Trás-os-Montes e Alto Douro, Vila Real, 5000-801, Portugal","The goal for a virtual reality (VR) training system is to enable trainees to acquire all the knowledge they need to perform effectively in a real environment. Such a system should provide an experience so authentic that no further real-world training is necessary, meaning that it is sufficient to train in VR. We evaluate the impact of a haptic thermal stimulus, which is of paramount importance to decision making, on trainees performance and knowledge acquisition. A thermal device was created to deliver the stimulus. As a proof of concept, a procedure from firefighter training is selected, in which sensing the temperature of a door with one's hand is essential. The sample consisted of 48 subjects divided among three experimental scenarios: one in which a virtual thermometer is used (visual stimulus), another in which the temperature is felt with the hand (thermal stimulus) and a third in which both methods are used (visual + thermal stimuli). For the performance evaluation, we measured the total time taken, the numbers of correctly executed procedures and identified neutral planes, the deviation from the target height, and the responses to a knowledge transfer questionnaire. Presence, cybersickness, and usability are measured to evaluate the impact of the haptic thermal stimulus. Considering the thermal stimulus condition as the baseline, we conclude that the significantly different results in the performance among the conditions indicate that the better performance in the visual-only condition is not representative of the real-life performance. Consequently, VR training applications need to deliver the correct stimuli for decision making. © 2013 IEEE.","Firefighters; haptic cues; multisensory displays; thermal; training; virtual reality (VR)","Fire extinguishers; Knowledge acquisition; Knowledge management; Virtual reality; Evaluation study; Knowledge transfer; Proof of concept; Real environments; Real-life performance; Training applications; Training scenario; Training Systems; Decision making",Article,"Final","",Scopus,2-s2.0-85103091552
"Baceviciute S., Terkildsen T., Makransky G.","55441702500;57205338475;50361371800;","Remediating learning from non-immersive to immersive media: Using EEG to investigate the effects of environmental embeddedness on reading in Virtual Reality",2021,"Computers and Education","164",, 104122,"","",,,"10.1016/j.compedu.2020.104122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100105880&doi=10.1016%2fj.compedu.2020.104122&partnerID=40&md5=0e064f3f47964fe4caef507e98daa3ff","University of Copenhagen, Department of Psychology, Denmark","Baceviciute, S., University of Copenhagen, Department of Psychology, Denmark; Terkildsen, T., University of Copenhagen, Department of Psychology, Denmark; Makransky, G., University of Copenhagen, Department of Psychology, Denmark","Virtual Reality (VR) has the potential to enrich education but little is known about how unique affordances of immersive technology might influence leaning and cognition. This study investigates one particular affordance of VR, namely environmental embeddedness, which enables learners to be situated in simulated or imagined settings that contextualize their learning. A sample of 51 university students were administered written learning material in a between-subjects design study, wherein one group read text about sarcoma cancer on a physical pamphlet in the real world, and the other group read identical text on a virtual pamphlet embedded in an immersive VR environment which resembled a hospital room. The study combined advanced EEG measurement techniques, learning tests, and cognitive load measures to compare conditions. Results show that the VR group performed significantly better on a knowledge transfer post-test. However, reading in VR was found to be more cognitively effortful and less time-efficient. Findings suggest the significance of environmental embeddedness for learning, and provide important considerations for the design of educational VR environments, as we remediate learning content from non-immersive to immersive media. © 2021 Elsevier Ltd","EEG; Embeddedness; Learning; Remediation; Virtual reality environments","E-learning; Knowledge management; Remediation; Cognitive loads; Immersive media; Immersive technologies; Knowledge transfer; Learning contents; Learning materials; Measurement techniques; University students; Virtual reality",Article,"Final","",Scopus,2-s2.0-85100105880
"Araiza-Alba P., Keane T., Chen W.S., Kaufman J.","57191667278;55582336900;57188973057;7403022831;","Immersive virtual reality as a tool to learn problem-solving skills",2021,"Computers and Education","164",, 104121,"","",,,"10.1016/j.compedu.2020.104121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099353627&doi=10.1016%2fj.compedu.2020.104121&partnerID=40&md5=82079d081459ac2caf3cea01c4ad7087","Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia","Araiza-Alba, P., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia; Keane, T., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia; Chen, W.S., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia; Kaufman, J., Swinburne University of Technology, PO Box 218, Hawthorn, Victoria, Australia","Immersive virtual reality (IVR) technology has demonstrated positive educational outcomes related to its use and is gaining traction in educational and training settings; IVR is expected to have widespread adoption within the classroom in the upcoming years. However, the educational potential of IVR with children has not been thoroughly investigated, especially as a tool for problem-solving skills. Therefore, this study was designed to answer the following questions: (1) Is IVR a useful tool to learn and practice problem-solving skills? More specifically, do children using IVR solve a game better than those using a tablet application or a board game? (2) Does IVR provide a more engaging experience for children to practice problem-solving skills than on a tablet or a board game? (3) Do problem-solving skills learned with IVR technology transfer to real-life (physical game)? Children (n = 120) aged 7–9.9 years were randomly assigned to a problem-solving game in one of three conditions: board game, tablet, or IVR. The results showed that, overall, the percentage of children who completed the problem-solving game was higher in the IVR condition (77.5%), compared with those in the tablet (32.5%) or board game (30%) conditions. We also found that the interest and enjoyment scores of participants using IVR were significantly higher than participants in the other two conditions, and that the children in the IVR condition were able to learn how to solve the problem and transfer their learning to the physical game. IVR is a technology capable of engaging interest and motivating the user, as well as having the potential to assist in cognitive processing and knowledge transfer. © 2021 Elsevier Ltd","21st century abilities; Elementary education; Games; Problem-solving skills; Virtual reality","Knowledge management; Technology transfer; Transfer learning; Board games; Cognitive processing; Educational potential; Immersive virtual reality; Knowledge transfer; Physical games; Problem solving skills; Tablet applications; Virtual reality",Article,"Final","",Scopus,2-s2.0-85099353627
"Bejjani W., Leonetti M., Dogar M.R.","57193493231;36802120200;22939838000;","Learning image-based Receding Horizon Planning for manipulation in clutter",2021,"Robotics and Autonomous Systems","138",, 103730,"","",,,"10.1016/j.robot.2021.103730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100235606&doi=10.1016%2fj.robot.2021.103730&partnerID=40&md5=983057a274cb9fe1ff204644295e294e","School of Computing, University of Leeds, Leeds, LS2 9JT, United Kingdom","Bejjani, W., School of Computing, University of Leeds, Leeds, LS2 9JT, United Kingdom; Leonetti, M., School of Computing, University of Leeds, Leeds, LS2 9JT, United Kingdom; Dogar, M.R., School of Computing, University of Leeds, Leeds, LS2 9JT, United Kingdom","The manipulation of an object into a desired location in a cluttered and restricted environment requires reasoning over the long-term consequences of an action while reacting locally to the multiple physics-based interactions. We present Visual Receding Horizon Planning (VisualRHP) in a framework which interleaves real-world execution with look-ahead planning to efficiently solve a short-horizon approximation to a multi-step sequential decision making problem. VisualRHP is guided by a learned heuristic that acts on an abstract colour-labelled image-based representation of the state. With this representation, the robot can generalize its behaviours to different environment setups, that is, different number and shape of objects, while also having transferable manipulation skills that can be applied to a multitude of real-world objects. We train the heuristic with imitation and reinforcement learning in discrete and continuous actions spaces. We detail our heuristic learning process for environments with sparse rewards, and non-linear, non-continuous, dynamics. In particular, we introduce necessary changes for improving the stability of existing reinforcement learning algorithms that use neural networks with shared parameters. In a series of simulation and real-world experiments, we show the robot performing prehensile and non-prehensile actions in synergy to successfully manipulate a variety of real-world objects in real-time. © 2021 Elsevier B.V.","Abstract state representation; Heuristic learning; Imitation and reinforcement learning; Manipulation in clutter; Physics-based manipulation; Receding Horizon Planning","Agricultural robots; Decision making; Radar clutter; Reinforcement learning; Robots; Continuous actions; Heuristic learning; Image-based representation; Physics-based; Real world experiment; Real-world objects; Receding horizon; Sequential decision making; Learning algorithms",Article,"Final","",Scopus,2-s2.0-85100235606
"Shakarami A., Shahidinejad A., Ghobaei-Arani M.","57216524748;54586030700;57189577393;","An autonomous computation offloading strategy in Mobile Edge Computing: A deep learning-based hybrid approach",2021,"Journal of Network and Computer Applications","178",, 102974,"","",,1,"10.1016/j.jnca.2021.102974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099309176&doi=10.1016%2fj.jnca.2021.102974&partnerID=40&md5=1aec444973f6ca247778577029f7dd2d","Department of Computer Engineering, Qom Branch, Islamic Azad University, Qom, Iran","Shakarami, A., Department of Computer Engineering, Qom Branch, Islamic Azad University, Qom, Iran; Shahidinejad, A., Department of Computer Engineering, Qom Branch, Islamic Azad University, Qom, Iran; Ghobaei-Arani, M., Department of Computer Engineering, Qom Branch, Islamic Azad University, Qom, Iran","The fast growth of under developing internet-based technologies has been leading to propose promising methods to handle the heterogeneous massive volume of data produced by pervasive smart equipments such as handy mobile devices. Thanks to the mentioned technologies, these mobile devices can run critical business/entertainment applications such as Augmented Reality, Virtual Reality, vehicular networks, and media streaming. However, due to such devices' inherent limitations, some emerging computation environments such as Mobile Edge Computing have been introduced to achieve some essential requirements such as low latency, low energy consumption, and low cost. In the literature, offloading is a technique to transfer the burden of the mobile devices' work incurred by running applications' requests to these computation environments. On the other hand, exploring the computation environment to find the most efficient place to execute such requests is challenging work to achieve. In addition, different researches have been proposed to cope with the management problems of the offloading criterion. In this paper, an autonomous computation offloading framework is proposed to address some challenges related to time-intensive and resource-intensive applications. However, to the best of the authors’ knowledge, the proposed autonomous framework has not been explored as a control model for self-management in the computation offloading criterion. Besides, to cope with the large dimension of the offloading decision-making problem, different simulations including Deep Neural Networks, multiple linear regression, hybrid model, and Hidden Markov Model as the planning module of the mentioned autonomous methodology have been conducted. Simulation results show that the proposed hybrid model can appropriately fit the problem with near-optimal accuracy regarding the offloading decision-making, the latency, and the energy consumption predictions in the proposed self-management framework. © 2021 Elsevier Ltd","Hidden markov model; Machine learning; Mobile edge computing; Neural networks; Offloading; Regression","Augmented reality; Decision making; Deep neural networks; Edge computing; Energy utilization; Green computing; Hidden Markov models; Linear regression; Media streaming; Computation environments; Computation offloading; Decision-making problem; Emerging computation; Energy consumption prediction; Internet based technology; Low energy consumption; Multiple linear regressions; Deep learning",Article,"Final","",Scopus,2-s2.0-85099309176
"Liubogoshchev M., Korneev E., Khorov E.","57200496493;57222333639;34869950000;","Everest: Bitrate adaptation for cloud VR",2021,"Electronics (Switzerland)","10","6", 678,"1","17",,,"10.3390/electronics10060678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102367580&doi=10.3390%2felectronics10060678&partnerID=40&md5=b8109a2394052392181695bfc8233c23","Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences, Moscow, 127051, Russian Federation; Moscow Institute of Physics and Technology, Moscow, 141701, Russian Federation","Liubogoshchev, M., Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences, Moscow, 127051, Russian Federation, Moscow Institute of Physics and Technology, Moscow, 141701, Russian Federation; Korneev, E., Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences, Moscow, 127051, Russian Federation, Moscow Institute of Physics and Technology, Moscow, 141701, Russian Federation; Khorov, E., Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences, Moscow, 127051, Russian Federation, Moscow Institute of Physics and Technology, Moscow, 141701, Russian Federation","Cloud Virtual Reality (VR) technology is expected to promote VR by providing a higher Quality of Experience (QoE) and energy efficiency at lower prices for the consumer. In cloud VR, the virtual environment is rendered on the remote server and transmitted to the headset as a video stream. To guarantee real-time experience, networks need to transfer huge amounts of data with much stricter delays than imposed by the state-of-the-art live video streaming applications. To reduce the burden imposed on the networks, cloud VR applications shall adequately react to the changing network conditions, including the wireless channel fluctuations and highly variable user activity. For that, they need to adjust the quality of the video stream adaptively. This paper studies video quality adaptation for cloud VR and improves the QoE for cloud VR users. It develops a distributed, i.e., with no assistance from the network, bitrate adaptation algorithm for cloud VR, called the Enhanced VR bitrate Estimator (EVeREst). The algorithm aims to optimize the average bitrate of cloud VR video flows subject to video frame delay and loss constraints. For that, the algorithm estimates both the current network load and the delay experienced by separate frames. It anticipates the changes in the users’ activity and limits the bitrate accordingly, which helps prevent excess interruptions of the playback. With simulations, the paper shows that the developed algorithm significantly improves the QoE for the end-users compared to the state-of-the-art adaptation algorithms developed for MPEG DASH live streaming, e.g., BOLA. Unlike these algorithms, the developed algorithm satisfies the frame loss requirements of multiple VR sessions and increases the network goodput by up to 10 times. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Bitrate adaptation; Cloud VR; Quality of experience; Real-time adaptive video; Video traffic; Virtual reality",,Article,"Final","",Scopus,2-s2.0-85102367580
"Papke D.J., Jr., Lohmann S., Downing M., Hufnagl P., Mutter G.L.","57194010887;56273785700;57192249730;7007182921;7005780100;","Computational augmentation of neoplastic endometrial glands in digital pathology displays",2021,"Journal of Pathology","253","3",,"258","267",,,"10.1002/path.5586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097382540&doi=10.1002%2fpath.5586&partnerID=40&md5=c86bc3dad5ffc499d7bf69b16c25b507","Department of Pathology, Brigham and Women's Hospital, Boston, MA, United States; Harvard Medical School, Boston, MA, United States; Institut für Pathologie, Charité – Universitätsmedizin, Berlin, Germany","Papke, D.J., Jr., Department of Pathology, Brigham and Women's Hospital, Boston, MA, United States, Harvard Medical School, Boston, MA, United States; Lohmann, S., Institut für Pathologie, Charité – Universitätsmedizin, Berlin, Germany; Downing, M., Department of Pathology, Brigham and Women's Hospital, Boston, MA, United States; Hufnagl, P., Institut für Pathologie, Charité – Universitätsmedizin, Berlin, Germany; Mutter, G.L., Department of Pathology, Brigham and Women's Hospital, Boston, MA, United States, Harvard Medical School, Boston, MA, United States","The pathologic diagnosis of neoplasia requires localization and classification of lesional tissue, a process that depends on the recognition of an abnormal spatial distribution of neoplastic elements relative to admixed normal background tissue. In endometrial intraepithelial neoplasia (EIN), a pre-cancer usually managed by hysterectomy, a clonally mutated proliferation of cytologically altered glands (‘neoplastic-EIN’) aggregates in clusters that also contain background non-neoplastic glands (‘background-NL’). Here, we used image analysis to classify individual glands within endometrial tissue fragments as neoplastic-EIN or background-NL, and we used the distribution of predictions to localize foci diagnostic of EIN. Nuclear coordinates were automatically assigned and were used as vertices to generate Delaunay triangulations for each gland. Graph statistical variables were used to develop random forest algorithms to classify glands as neoplastic-EIN or background-NL. Individual glands in an independent validation set were scored by a ‘ground truth’ biomarker (PAX2 immunohistochemistry). We found that exclusion of small glands led to improvement in classification accuracy. Using an inclusion threshold of 200 nuclei per gland, our final model classification accuracy was 77.5% in the validation set, with a positive predictive value of 0.81. We leveraged this high positive predictive value in a point cloud overlay display to assist end-user identification of EIN foci. This study demonstrates that graph theory approaches applied to small-scale anatomic elements in the endometrium allow biologic classification by machine learning, and that spatial superimposition over large-scale tissue expanses can have practical diagnostic utility. We expect this augmented diagnostic approach to be generalizable to commonly encountered problems in other organ systems. © 2020 The Pathological Society of Great Britain and Ireland. Published by John Wiley & Sons, Ltd. © 2020 The Pathological Society of Great Britain and Ireland. Published by John Wiley & Sons, Ltd.","augmented diagnosis; augmented reality; digital pathology; endometrial intraepithelial neoplasia; endometrium; graph theory; image analysis; pathology; pre-cancer","cytokeratin AE1; cytokeratin AE3; transcription factor PAX2; Article; augmented reality; clinical classification; computational augmentation; controlled study; diagnostic accuracy; diagnostic test accuracy study; endometrial intraepithelial neoplasia; endometrium; endometrium biopsy; endometrium tumor; female; histopathology; human; human tissue; image analysis; image segmentation; immunohistochemistry; machine learning; mathematical computing; precancer; predictive value; priority journal; random forest; tissue section; triangulation",Article,"Final","",Scopus,2-s2.0-85097382540
"Parong J., Mayer R.E.","56520185200;7403065717;","Cognitive and affective processes for learning science in immersive virtual reality",2021,"Journal of Computer Assisted Learning","37","1",,"226","241",,3,"10.1111/jcal.12482","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089751070&doi=10.1111%2fjcal.12482&partnerID=40&md5=8ad3aa7f4645bc62203c9c281872a614","Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States; Department of Psychology, University of Wisconsin–Madison, Madison, WI, United States","Parong, J., Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States, Department of Psychology, University of Wisconsin–Madison, Madison, WI, United States; Mayer, R.E., Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States","As immersive virtual reality (IVR) systems proliferate in classrooms, it is important to understand how they affect learning outcomes and the underlying affective and cognitive processes that may cause these outcomes. Proponents argue that IVR could improve learning by increasing positive affective and cognitive processing, thereby supporting improved performance on tests of learning outcome, whereas opponents of IVR contend that it could hurt learning by increasing distraction, thereby disrupting cognitive learning processes and leading to poorer learning outcomes. In a media comparison study, students viewed a biology lesson either as an interactive animated journey in IVR or as a slideshow on a desktop monitor. Those who viewed the IVR lesson performed significantly worse on transfer tests, reported higher emotional arousal, reported more extraneous cognitive load and showed less engagement based on EEG measures than those who viewed the slideshow lesson, with or without practice questions added to the lessons. Mediational analyses showed that the lower retention scores for the IVR lesson were related to an increase in self-reported extraneous cognitive load and emotional arousal. These results support the notion that immersive environments create high affective and cognitive distraction, which leads to poorer learning outcomes than desktop environments. © 2020 John Wiley & Sons Ltd","affective processing; cognitive processing; multimedia; science learning; virtual reality",,Article,"Final","",Scopus,2-s2.0-85089751070
"Harris D.J., Hardcastle K.J., Wilson M.R., Vine S.J.","57192429891;57221862684;55574207642;36811509000;","Assessing the learning and transfer of gaze behaviours in immersive virtual reality",2021,"Virtual Reality",,,,"","",,,"10.1007/s10055-021-00501-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100476971&doi=10.1007%2fs10055-021-00501-w&partnerID=40&md5=ad4779acdc2d1563f331327866d64c86","School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom; Counter Terrorism Protective Security Operations, Metropolitan Police Service, Lambeth HQ, London, SE1 7LP, United Kingdom","Harris, D.J., School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom; Hardcastle, K.J., Counter Terrorism Protective Security Operations, Metropolitan Police Service, Lambeth HQ, London, SE1 7LP, United Kingdom; Wilson, M.R., School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom; Vine, S.J., School of Sport and Health Sciences, University of Exeter, St Luke’s Campus, Exeter, EX1 2LU, United Kingdom","Virtual reality (VR) has clear potential for improving simulation training in many industries. Yet, methods for testing the fidelity, validity and training efficacy of VR environments are, in general, lagging behind their adoption. There is limited understanding of how readily skills learned in VR will transfer, and what features of training design will facilitate effective transfer. Two potentially important elements are the psychological fidelity of the environment, and the stimulus correspondence with the transfer context. In this study, we examined the effectiveness of VR for training police room searching procedures, and assessed the corresponding development of perceptual-cognitive skill through eye-tracking indices of search efficiency. Participants (n = 54) were assigned to a VR rule-learning and search training task (FTG), a search only training task (SG) or a no-practice control group (CG). Both FTG and SG developed more efficient search behaviours during the training task, as indexed by increases in saccade size and reductions in search rate. The FTG performed marginally better than the CG on a novel VR transfer test, but no better than the SG. More efficient gaze behaviours learned during training were not, however, evident during the transfer test. These findings demonstrate how VR can be used to develop perceptual-cognitive skills, but also highlight the challenges of achieving transfer of training. © 2021, The Author(s).","Fidelity; Police; Policing; Training; Validity; VR","E-learning; Eye tracking; Cognitive skill; Gaze behaviours; Immersive virtual reality; Search behaviours; Search efficiency; Simulation training; Training design; Transfer of trainings; Virtual reality",Article,"Article in Press","",Scopus,2-s2.0-85100476971
